col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Representative In The General Assembly 201st District - Democrat,,All
,Sherrie Cohen,Jalila D Parker,Cindy Bass,Nedia S Ralston,Janet Thompson,Bill Durham,Ron Couser,M Karen Bojar,Stephen Kinsey,Lamont Thomas,All
Sherrie Cohen,47,958,897,327,324,306,319,258,914,518,All
Jalila D Parker,,24,824,350,335,285,333,250,772,515,All
Cindy Bass,,,51,288,372,336,356,259,784,422,All
Nedia S Ralston,,,,8,177,135,196,175,213,265,All
Janet Thompson,,,,,2,246,223,153,203,230,All
Bill Durham,,,,,,3,234,130,217,194,All
Ron Couser,,,,,,,1,182,198,201,All
M Karen Bojar,,,,,,,,1,143,170,All
Stephen Kinsey,,,,,,,,,88,0,All
Lamont Thomas,,,,,,,,,,122,All
Total,"1,543","1,373","1,331",495,447,430,425,326,"1,340","1,029",All
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Representative In The General Assembly 201st District - Democrat,,1
,Cindy Bass,Sherrie Cohen,Jalila D Parker,Janet Thompson,Nedia S Ralston,Bill Durham,M Karen Bojar,Ron Couser,Lamont Thomas,Stephen Kinsey,1
Cindy Bass,3,51,50,28,19,21,19,20,29,43,1
Sherrie Cohen,,2,55,21,20,18,18,16,30,39,1
Jalila D Parker,,,1,21,20,11,19,17,32,38,1
Janet Thompson,,,,0,12,10,11,12,15,15,1
Nedia S Ralston,,,,,0,9,12,11,15,12,1
Bill Durham,,,,,,0,8,11,12,10,1
M Karen Bojar,,,,,,,0,13,11,10,1
Ron Couser,,,,,,,,0,9,12,1
Lamont Thomas,,,,,,,,,7,0,1
Stephen Kinsey,,,,,,,,,,1,1
Total,79,78,76,31,28,24,21,21,59,57,1
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Representative In The General Assembly 201st District - Democrat,,2
,Sherrie Cohen,Cindy Bass,Jalila D Parker,Bill Durham,Nedia S Ralston,Ron Couser,Janet Thompson,M Karen Bojar,Stephen Kinsey,Lamont Thomas,2
Sherrie Cohen,2,46,43,22,18,16,11,16,46,22,2
Cindy Bass,,3,34,23,16,17,13,17,37,20,2
Jalila D Parker,,,0,17,15,15,12,13,38,24,2
Bill Durham,,,,0,10,12,11,8,16,11,2
Nedia S Ralston,,,,,0,12,8,12,11,15,2
Ron Couser,,,,,,0,7,11,10,8,2
Janet Thompson,,,,,,,0,8,8,9,2
M Karen Bojar,,,,,,,,0,5,12,2
Stephen Kinsey,,,,,,,,,10,0,2
Lamont Thomas,,,,,,,,,,7,2
Total,71,63,62,28,26,19,18,18,70,50,2
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Representative In The General Assembly 201st District - Democrat,,3
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Bill Durham,Ron Couser,Janet Thompson,M Karen Bojar,Nedia S Ralston,Stephen Kinsey,Lamont Thomas,3
Cindy Bass,2,52,50,24,22,20,12,8,48,33,3
Jalila D Parker,,1,55,19,19,18,10,9,53,24,3
Sherrie Cohen,,,2,19,16,14,12,6,47,24,3
Bill Durham,,,,0,18,17,9,7,11,15,3
Ron Couser,,,,,0,14,10,7,10,13,3
Janet Thompson,,,,,,0,7,5,10,10,3
M Karen Bojar,,,,,,,0,5,6,10,3
Nedia S Ralston,,,,,,,,0,5,9,3
Stephen Kinsey,,,,,,,,,0,0,3
Lamont Thomas,,,,,,,,,,8,3
Total,84,79,74,27,24,21,16,14,69,58,3
,Representative In The General Assembly 201st District - Democrat,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,4
,Lamont Thomas,Stephen Kinsey,Sherrie Cohen,Jalila D Parker,Cindy Bass,Nedia S Ralston,Bill Durham,Janet Thompson,Ron Couser,M Karen Bojar,4
Lamont Thomas,16,0,30,33,25,21,10,12,10,7,4
Stephen Kinsey,,7,32,28,26,8,8,5,7,6,4
Sherrie Cohen,,,4,39,31,17,10,9,11,11,4
Jalila D Parker,,,,4,34,22,14,12,13,12,4
Cindy Bass,,,,,3,11,14,13,13,10,4
Nedia S Ralston,,,,,,4,8,6,8,7,4
Bill Durham,,,,,,,0,11,10,6,4
Janet Thompson,,,,,,,,1,8,6,4
Ron Couser,,,,,,,,,0,9,4
M Karen Bojar,,,,,,,,,,0,4
Total,74,54,70,67,58,33,19,18,18,14,4
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Representative In The General Assembly 201st District - Democrat,,5
,Sherrie Cohen,Jalila D Parker,Cindy Bass,Janet Thompson,Nedia S Ralston,Bill Durham,Ron Couser,M Karen Bojar,Stephen Kinsey,Lamont Thomas,5
Sherrie Cohen,2,39,33,14,11,9,7,6,38,26,5
Jalila D Parker,,0,34,10,11,8,7,4,38,24,5
Cindy Bass,,,1,16,8,10,10,5,30,18,5
Janet Thompson,,,,0,5,8,7,3,4,11,5
Nedia S Ralston,,,,,0,4,5,2,5,8,5
Bill Durham,,,,,,0,7,4,4,8,5
Ron Couser,,,,,,,0,1,6,5,5
M Karen Bojar,,,,,,,,1,2,4,5
Stephen Kinsey,,,,,,,,,4,0,5
Lamont Thomas,,,,,,,,,,3,5
Total,69,66,53,16,13,12,11,7,60,46,5
,Representative In The General Assembly 201st District - Democrat,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,6
,Stephen Kinsey,Lamont Thomas,Sherrie Cohen,Cindy Bass,Jalila D Parker,Nedia S Ralston,Ron Couser,Janet Thompson,M Karen Bojar,Bill Durham,6
Stephen Kinsey,10,0,26,22,16,6,9,10,6,11,6
Lamont Thomas,,5,18,17,23,16,9,11,12,8,6
Sherrie Cohen,,,1,22,23,11,12,13,10,14,6
Cindy Bass,,,,1,23,9,15,16,10,14,6
Jalila D Parker,,,,,1,10,16,14,11,14,6
Nedia S Ralston,,,,,,0,6,7,7,6,6
Ron Couser,,,,,,,1,9,8,11,6
Janet Thompson,,,,,,,,0,7,9,6
M Karen Bojar,,,,,,,,,0,7,6
Bill Durham,,,,,,,,,,0,6
Total,55,49,46,44,43,22,22,21,20,19,6
,Representative In The General Assembly 201st District - Democrat,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,7
,Stephen Kinsey,Lamont Thomas,Cindy Bass,Jalila D Parker,Sherrie Cohen,Janet Thompson,Ron Couser,Nedia S Ralston,Bill Durham,M Karen Bojar,7
Stephen Kinsey,7,0,35,30,36,13,11,10,10,10,7
Lamont Thomas,,4,21,29,24,10,10,13,7,7,7
Cindy Bass,,,2,27,33,23,23,13,16,17,7
