col_1,col_2,col_3,division
,Senator In The General Assembly 4th District - Republican,Representative In Congress 2nd District - Republican,All
,Robin Gilchrist,Armond James,All
Robin Gilchrist,1,16,All
Armond James,,0,All
Total,17,16,All
,Senator In The General Assembly 4th District - Republican,Representative In Congress 2nd District - Republican,2
,Robin Gilchrist,Armond James,2
Robin Gilchrist,1,1,2
Armond James,,0,2
Total,2,1,2
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,3
,Armond James,Robin Gilchrist,3
Armond James,0,1,3
Robin Gilchrist,,0,3
Total,1,1,3
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,5
,Armond James,Robin Gilchrist,5
Armond James,0,1,5
Robin Gilchrist,,0,5
Total,1,1,5
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,9
,Armond James,Robin Gilchrist,9
Armond James,0,1,9
Robin Gilchrist,,0,9
Total,1,1,9
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,12
,Armond James,Robin Gilchrist,12
Armond James,0,1,12
Robin Gilchrist,,0,12
Total,1,1,12
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,14
,Armond James,Robin Gilchrist,14
Armond James,0,1,14
Robin Gilchrist,,0,14
Total,1,1,14
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,16
,Armond James,Robin Gilchrist,16
Armond James,0,2,16
Robin Gilchrist,,0,16
Total,2,2,16
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,17
,Armond James,Robin Gilchrist,17
Armond James,0,2,17
Robin Gilchrist,,0,17
Total,2,2,17
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,19
,Armond James,Robin Gilchrist,19
Armond James,0,1,19
Robin Gilchrist,,0,19
Total,1,1,19
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,23
,Armond James,Robin Gilchrist,23
Armond James,0,2,23
Robin Gilchrist,,0,23
Total,2,2,23
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,28
,Armond James,Robin Gilchrist,28
Armond James,0,1,28
Robin Gilchrist,,0,28
Total,1,1,28
,Representative In Congress 2nd District - Republican,Senator In The General Assembly 4th District - Republican,29
,Armond James,Robin Gilchrist,29
Armond James,0,2,29
Robin Gilchrist,,0,29
Total,2,2,29
