col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Governor - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Latrice Y Bryant,Gwen Collins,Elaine Tomlin,Barbara Carroll,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Tom Wolf,"5,613",0,0,0,"5,892","3,285","2,987","3,007","4,068","3,478","2,304","2,229","2,182","1,751",147,All
Allyson Y Schwartz,,"2,949",0,0,"3,642","3,457","3,130","3,237","1,964","1,761","1,930","1,694","1,486","1,465",35,All
Robert M Mccord,,,"1,587",0,"1,721","1,093","1,177","1,037","1,222","1,029",746,711,676,602,42,All
Katie Mcginty,,,,396,307,364,281,266,252,214,327,306,301,211,6,All
Latrice Y Bryant,,,,,91,"6,202","5,725","5,997","5,027","4,877","4,003","3,553","3,256","3,034",89,All
Gwen Collins,,,,,,20,"5,843","6,168","4,084","3,933","4,351","3,766","3,502","3,210",81,All
Elaine Tomlin,,,,,,,38,"5,949","3,841","3,623","3,838","3,405","3,123","3,097",75,All
Barbara Carroll,,,,,,,,15,"3,941","3,696","3,969","3,522","3,206","3,194",65,All
David Rodriguez,,,,,,,,,70,"4,784","3,875","3,893","3,370","2,913",110,All
Edward M Lloyd Jr,,,,,,,,,,23,"3,674","3,414","3,189","2,750",110,All
Karen Voss,,,,,,,,,,,4,"3,637","3,458","3,054",58,All
Humberto Perez,,,,,,,,,,,,13,"3,258","2,576",58,All
Louis Agre,,,,,,,,,,,,,14,"2,384",51,All
Ruth I Birchett,,,,,,,,,,,,,,11,37,All
Dawn Thomas,,,,,,,,,,,,,,,2,All
Total,"14,953","8,674","4,527","1,147","11,802","8,319","7,744","7,694","7,625","6,551","5,332","4,982","4,680","4,064",235,All
