col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Governor - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,1
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Latrice Y Bryant,David Rodriguez,Edward M Lloyd Jr,Elaine Tomlin,Gwen Collins,Barbara Carroll,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,1
Tom Wolf,12,0,0,0,12,14,10,11,12,8,7,8,6,6,0,1
Allyson Y Schwartz,,0,0,0,9,2,5,6,5,4,4,3,4,4,0,1
Robert M Mccord,,,2,0,2,2,3,2,1,1,2,1,3,2,1,1
Katie Mcginty,,,,0,1,1,1,0,1,2,1,2,1,0,0,1
Latrice Y Bryant,,,,,1,10,10,9,6,8,8,8,9,8,1,1
David Rodriguez,,,,,,0,9,8,7,7,9,8,9,6,1,1
Edward M Lloyd Jr,,,,,,,0,9,7,9,8,8,10,10,1,1
Elaine Tomlin,,,,,,,,0,10,9,8,8,8,9,1,1
Gwen Collins,,,,,,,,,0,8,8,8,8,7,0,1
Barbara Carroll,,,,,,,,,,0,9,8,9,9,0,1
Humberto Perez,,,,,,,,,,,0,9,10,7,1,1
Karen Voss,,,,,,,,,,,,0,9,7,1,1
Louis Agre,,,,,,,,,,,,,0,10,1,1
Ruth I Birchett,,,,,,,,,,,,,,0,1,1
Dawn Thomas,,,,,,,,,,,,,,,0,1
Total,41,17,8,4,25,19,19,19,19,15,14,14,14,12,1,1
,Governor - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,2
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,David Rodriguez,Latrice Y Bryant,Elaine Tomlin,Edward M Lloyd Jr,Gwen Collins,Barbara Carroll,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,2
Tom Wolf,15,0,0,0,20,22,9,11,7,5,6,2,2,1,1,2
Allyson Y Schwartz,,2,0,0,7,8,11,7,9,9,3,6,3,4,0,2
Robert M Mccord,,,2,0,8,3,5,4,3,3,2,4,2,3,0,2
Katie Mcginty,,,,3,0,1,2,3,3,0,6,1,1,0,0,2
David Rodriguez,,,,,0,14,11,18,10,10,8,9,6,8,1,2
Latrice Y Bryant,,,,,,0,11,16,14,12,5,7,3,5,0,2
Elaine Tomlin,,,,,,,1,13,15,13,8,9,6,7,0,2
Edward M Lloyd Jr,,,,,,,,0,13,12,8,9,6,8,1,2
Gwen Collins,,,,,,,,,0,15,7,11,6,8,1,2
Barbara Carroll,,,,,,,,,,0,7,9,6,8,1,2
Humberto Perez,,,,,,,,,,,0,7,5,6,1,2
Karen Voss,,,,,,,,,,,,0,6,8,1,2
Louis Agre,,,,,,,,,,,,,0,5,1,2
Ruth I Birchett,,,,,,,,,,,,,,0,1,2
Dawn Thomas,,,,,,,,,,,,,,,0,2
Total,56,20,14,12,35,34,28,25,22,17,17,13,8,8,1,2
,Governor - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,3
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,David Rodriguez,Latrice Y Bryant,Edward M Lloyd Jr,Elaine Tomlin,Barbara Carroll,Humberto Perez,Gwen Collins,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,3
Tom Wolf,12,0,0,0,19,11,10,7,6,7,7,3,2,3,1,3
Allyson Y Schwartz,,4,0,0,5,6,4,5,5,2,4,2,2,1,0,3
Robert M Mccord,,,3,0,1,3,1,1,1,1,0,1,1,1,0,3
Katie Mcginty,,,,0,0,1,0,0,1,1,0,0,0,0,0,3
David Rodriguez,,,,,1,11,12,7,7,7,6,6,4,4,0,3
Latrice Y Bryant,,,,,,0,11,9,10,7,8,6,4,4,0,3
Edward M Lloyd Jr,,,,,,,0,8,7,6,7,6,5,5,0,3
Elaine Tomlin,,,,,,,,2,11,4,10,5,2,5,0,3
Barbara Carroll,,,,,,,,,0,6,9,5,2,5,0,3
Humberto Perez,,,,,,,,,,1,4,5,3,4,0,3
Gwen Collins,,,,,,,,,,,0,4,2,4,0,3
Karen Voss,,,,,,,,,,,,0,2,4,0,3
Louis Agre,,,,,,,,,,,,,0,1,0,3
Ruth I Birchett,,,,,,,,,,,,,,0,0,3
Dawn Thomas,,,,,,,,,,,,,,,0,3
Total,44,12,6,1,26,21,15,15,13,12,11,6,5,5,1,3
,Governor - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,4
,Tom Wolf,Allyson Y Schwartz,Katie Mcginty,Robert M Mccord,David Rodriguez,Latrice Y Bryant,Elaine Tomlin,Humberto Perez,Gwen Collins,Barbara Carroll,Edward M Lloyd Jr,Karen Voss,Ruth I Birchett,Louis Agre,Dawn Thomas,4
Tom Wolf,9,0,0,0,9,7,4,4,4,4,5,4,3,1,0,4
Allyson Y Schwartz,,4,0,0,3,1,3,2,2,1,1,0,1,0,0,4
Katie Mcginty,,,3,0,2,0,0,1,0,0,0,0,0,1,0,4
Robert M Mccord,,,,2,1,2,2,1,1,1,0,1,1,1,0,4
