col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Governor - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,All
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Christine M Tartaglione,Danny Savage,Tomas Sanchez,All
Tom Wolf,58,0,0,0,213,273,47,All
Allyson Y Schwartz,,40,0,0,184,133,45,All
Robert M Mccord,,,8,0,58,42,27,All
Katie Mcginty,,,,9,35,29,5,All
Christine M Tartaglione,,,,,11,0,0,All
Danny Savage,,,,,,12,0,All
Tomas Sanchez,,,,,,,3,All
Total,591,402,135,78,501,489,127,All
,Governor - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,1
,Tom Wolf,Allyson Y Schwartz,Katie Mcginty,Robert M Mccord,Christine M Tartaglione,Danny Savage,Tomas Sanchez,1
Tom Wolf,6,0,0,0,17,13,7,1
Allyson Y Schwartz,,5,0,0,12,7,3,1
Katie Mcginty,,,2,0,2,3,1,1
Robert M Mccord,,,,1,2,4,1,1
Christine M Tartaglione,,,,,0,0,0,1
Danny Savage,,,,,,0,0,1
Tomas Sanchez,,,,,,,0,1
Total,43,27,8,8,33,27,12,1
,Governor - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,2
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Christine M Tartaglione,Danny Savage,Tomas Sanchez,2
Tom Wolf,5,0,0,0,21,20,3,2
Allyson Y Schwartz,,4,0,0,18,12,3,2
Robert M Mccord,,,1,0,4,4,0,2
Katie Mcginty,,,,0,2,2,0,2
Christine M Tartaglione,,,,,3,0,0,2
Danny Savage,,,,,,1,0,2
Tomas Sanchez,,,,,,,0,2
Total,49,37,9,4,48,39,6,2
,Governor - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,3
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Christine M Tartaglione,Danny Savage,Tomas Sanchez,3
Tom Wolf,3,0,0,0,12,16,2,3
Allyson Y Schwartz,,2,0,0,11,5,4,3
Robert M Mccord,,,1,0,4,0,5,3
Katie Mcginty,,,,0,4,1,1,3
Christine M Tartaglione,,,,,1,0,0,3
Danny Savage,,,,,,0,0,3
Tomas Sanchez,,,,,,,0,3
Total,33,22,10,6,32,22,12,3
,Senator In The General Assembly 2nd District - Democrat,,,Governor - Democrat,,,,4
,Christine M Tartaglione,Danny Savage,Tomas Sanchez,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,4
Christine M Tartaglione,0,0,0,23,12,6,2,4
Danny Savage,,0,0,7,10,4,1,4
Tomas Sanchez,,,1,6,5,2,1,4
Allyson Y Schwartz,,,,2,0,0,0,4
Tom Wolf,,,,,6,0,0,4
Robert M Mccord,,,,,,0,0,4
Katie Mcginty,,,,,,,1,4
Total,43,22,15,38,33,12,5,4
,Governor - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,5
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Christine M Tartaglione,Danny Savage,Tomas Sanchez,5
Tom Wolf,9,0,0,0,21,20,6,5
Allyson Y Schwartz,,2,0,0,19,12,2,5
Robert M Mccord,,,0,0,3,3,2,5
Katie Mcginty,,,,2,0,2,0,5
Christine M Tartaglione,,,,,0,0,0,5
Danny Savage,,,,,,2,0,5
Tomas Sanchez,,,,,,,0,5
Total,56,35,8,4,43,39,10,5
,Governor - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,6
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Danny Savage,Christine M Tartaglione,Tomas Sanchez,6
Tom Wolf,6,0,0,0,24,15,0,6
Allyson Y Schwartz,,2,0,0,13,3,1,6
Robert M Mccord,,,0,0,2,3,3,6
Katie Mcginty,,,,1,2,4,0,6
Danny Savage,,,,,1,0,0,6
Christine M Tartaglione,,,,,,0,0,6
Tomas Sanchez,,,,,,,0,6
Total,45,19,8,7,42,25,4,6
,Senator In The General Assembly 2nd District - Democrat,,,Governor - Democrat,,,,8
,Danny Savage,Christine M Tartaglione,Tomas Sanchez,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,8
Danny Savage,1,0,0,13,19,3,3,8
Christine M Tartaglione,,1,0,10,4,3,0,8
Tomas Sanchez,,,1,2,3,3,0,8
Allyson Y Schwartz,,,,2,0,0,0,8
Tom Wolf,,,,,1,0,0,8
Robert M Mccord,,,,,,2,0,8
Katie Mcginty,,,,,,,1,8
Total,39,18,9,27,27,11,4,8
