col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,All
,Rosita C Youngblood,John Connelly,Jalila D Parker,Sherrie Cohen,Cindy Bass,Nedia S Ralston,Janet Thompson,Bill Durham,Ron Couser,M Karen Bojar,All
Rosita C Youngblood,44,0,247,245,248,111,97,87,81,46,All
John Connelly,,22,82,79,63,40,32,36,39,26,All
Jalila D Parker,,,9,201,212,107,99,89,95,60,All
Sherrie Cohen,,,,14,199,86,93,95,97,57,All
Cindy Bass,,,,,16,103,112,107,113,64,All
Nedia S Ralston,,,,,,6,53,51,63,44,All
Janet Thompson,,,,,,,1,79,72,32,All
Bill Durham,,,,,,,,0,84,29,All
Ron Couser,,,,,,,,,1,41,All
M Karen Bojar,,,,,,,,,,2,All
Total,469,173,354,354,346,165,137,131,131,77,All
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,16
,Rosita C Youngblood,John Connelly,Cindy Bass,Sherrie Cohen,Jalila D Parker,Nedia S Ralston,Bill Durham,M Karen Bojar,Ron Couser,Janet Thompson,16
Rosita C Youngblood,6,0,29,29,29,15,10,7,9,5,16
John Connelly,,2,9,8,6,3,2,5,3,1,16
Cindy Bass,,,2,22,25,15,11,10,13,8,16
Sherrie Cohen,,,,2,20,9,6,7,8,5,16
Jalila D Parker,,,,,0,16,8,7,9,5,16
Nedia S Ralston,,,,,,1,7,6,8,4,16
Bill Durham,,,,,,,0,3,8,6,16
M Karen Bojar,,,,,,,,1,6,2,16
Ron Couser,,,,,,,,,0,5,16
Janet Thompson,,,,,,,,,,1,16
Total,55,16,44,40,36,20,13,13,13,9,16
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,21
,Rosita C Youngblood,John Connelly,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Ron Couser,Janet Thompson,Bill Durham,M Karen Bojar,21
Rosita C Youngblood,8,0,63,64,58,34,16,18,17,12,21
John Connelly,,3,11,8,10,3,10,8,7,3,21
Cindy Bass,,,4,54,51,29,22,20,20,13,21
Jalila D Parker,,,,0,45,27,17,16,14,14,21
Sherrie Cohen,,,,,2,17,21,19,19,14,21
Nedia S Ralston,,,,,,0,12,12,12,9,21
