col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Latrice Y Bryant,Gwen Collins,Barbara Carroll,Elaine Tomlin,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Brendan F Boyle,354,0,0,0,814,587,534,513,471,428,355,327,275,273,7,All
Marjorie Margolies,,54,0,0,73,74,70,71,57,47,60,61,48,41,0,All
Val Arkoosh,,,20,0,42,22,17,14,23,19,12,15,10,8,3,All
Daylin Leach,,,,11,22,22,24,18,18,14,21,15,15,13,0,All
Latrice Y Bryant,,,,,11,553,523,484,429,417,362,327,286,269,4,All
Gwen Collins,,,,,,5,533,495,356,351,371,326,286,274,1,All
Barbara Carroll,,,,,,,0,495,353,338,352,323,282,280,1,All
Elaine Tomlin,,,,,,,,0,327,318,333,297,259,261,3,All
David Rodriguez,,,,,,,,,4,394,337,338,282,257,5,All
Edward M Lloyd Jr,,,,,,,,,,2,330,310,278,247,5,All
Karen Voss,,,,,,,,,,,0,319,286,266,2,All
Humberto Perez,,,,,,,,,,,,1,274,229,2,All
Louis Agre,,,,,,,,,,,,,2,197,3,All
Ruth I Birchett,,,,,,,,,,,,,,0,1,All
Dawn Thomas,,,,,,,,,,,,,,,0,All
Total,"1,490",204,84,54,971,714,649,621,579,516,449,421,354,336,10,All
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,3
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Latrice Y Bryant,Gwen Collins,Elaine Tomlin,Barbara Carroll,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,3
Brendan F Boyle,13,0,0,0,42,31,29,28,26,23,22,20,18,18,0,3
Marjorie Margolies,,1,0,0,3,1,4,1,1,1,2,2,2,2,0,3
Daylin Leach,,,0,0,3,5,3,4,3,2,3,4,3,3,0,3
Val Arkoosh,,,,0,3,1,0,2,3,0,1,1,0,0,0,3
Latrice Y Bryant,,,,,1,25,23,27,23,22,21,18,19,16,0,3
Gwen Collins,,,,,,0,24,28,20,18,22,21,19,18,0,3
Elaine Tomlin,,,,,,,0,27,19,17,19,20,19,16,0,3
Barbara Carroll,,,,,,,,0,22,20,22,23,21,17,0,3
David Rodriguez,,,,,,,,,0,23,22,23,21,18,0,3
Edward M Lloyd Jr,,,,,,,,,,0,19,19,20,16,0,3
Karen Voss,,,,,,,,,,,0,22,21,19,0,3
Humberto Perez,,,,,,,,,,,,0,22,18,0,3
Louis Agre,,,,,,,,,,,,,0,17,0,3
Ruth I Birchett,,,,,,,,,,,,,,0,0,3
Dawn Thomas,,,,,,,,,,,,,,,0,3
Total,77,8,6,6,54,38,37,35,35,28,28,27,24,23,0,3
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,4
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Latrice Y Bryant,David Rodriguez,Gwen Collins,Barbara Carroll,Edward M Lloyd Jr,Humberto Perez,Elaine Tomlin,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,4
Brendan F Boyle,10,0,0,0,34,26,20,18,18,17,18,14,13,13,0,4
Marjorie Margolies,,6,0,0,3,5,5,4,2,4,3,4,5,2,0,4
Val Arkoosh,,,0,0,4,3,2,2,3,3,1,1,1,0,0,4
Daylin Leach,,,,2,0,0,0,0,0,0,0,0,0,0,0,4
Latrice Y Bryant,,,,,1,22,17,18,19,15,16,14,12,9,0,4
