col_1,col_2,col_3,division
,Representative In The General Assembly 202nd District - Democrat,,All
,Jared Solomon,Mark B Cohen,All
Jared Solomon,438,0,All
Mark B Cohen,,321,All
Total,438,321,All
,Representative In The General Assembly 202nd District - Democrat,,2
,Jared Solomon,Mark B Cohen,2
Jared Solomon,39,0,2
Mark B Cohen,,27,2
Total,39,27,2
,Representative In The General Assembly 202nd District - Democrat,,3
,Jared Solomon,Mark B Cohen,3
Jared Solomon,23,0,3
Mark B Cohen,,21,3
Total,23,21,3
,Representative In The General Assembly 202nd District - Democrat,,4
,Jared Solomon,Mark B Cohen,4
Jared Solomon,29,0,4
Mark B Cohen,,26,4
Total,29,26,4
,Representative In The General Assembly 202nd District - Democrat,,5
,Jared Solomon,Mark B Cohen,5
Jared Solomon,23,0,5
Mark B Cohen,,16,5
Total,23,16,5
,Representative In The General Assembly 202nd District - Democrat,,6
,Jared Solomon,Mark B Cohen,6
Jared Solomon,31,0,6
Mark B Cohen,,25,6
Total,31,25,6
,Representative In The General Assembly 202nd District - Democrat,,7
,Jared Solomon,Mark B Cohen,7
Jared Solomon,36,0,7
Mark B Cohen,,23,7
Total,36,23,7
,Representative In The General Assembly 202nd District - Democrat,,8
,Jared Solomon,Mark B Cohen,8
Jared Solomon,26,0,8
Mark B Cohen,,19,8
Total,26,19,8
,Representative In The General Assembly 202nd District - Democrat,,9
,Jared Solomon,Mark B Cohen,9
Jared Solomon,61,0,9
Mark B Cohen,,17,9
Total,61,17,9
,Representative In The General Assembly 202nd District - Democrat,,11
,Jared Solomon,Mark B Cohen,11
Jared Solomon,30,0,11
Mark B Cohen,,20,11
Total,30,20,11
,Representative In The General Assembly 202nd District - Democrat,,12
,Jared Solomon,Mark B Cohen,12
Jared Solomon,33,0,12
Mark B Cohen,,22,12
Total,33,22,12
,Representative In The General Assembly 202nd District - Democrat,,13
,Jared Solomon,Mark B Cohen,13
Jared Solomon,28,0,13
Mark B Cohen,,24,13
Total,28,24,13
,Representative In The General Assembly 202nd District - Democrat,,16
,Jared Solomon,Mark B Cohen,16
Jared Solomon,21,0,16
Mark B Cohen,,14,16
Total,21,14,16
,Representative In The General Assembly 202nd District - Democrat,,17
,Mark B Cohen,Jared Solomon,17
Mark B Cohen,32,0,17
Jared Solomon,,25,17
Total,32,25,17
,Representative In The General Assembly 202nd District - Democrat,,18
,Mark B Cohen,Jared Solomon,18
Mark B Cohen,35,0,18
Jared Solomon,,33,18
Total,35,33,18
