col_1,col_2,col_3,division
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,All
,Thomas P Murt,Tom Corbett,All
Thomas P Murt,22,150,All
Tom Corbett,,17,All
Total,172,167,All
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,16
,Thomas P Murt,Tom Corbett,16
Thomas P Murt,6,16,16
Tom Corbett,,1,16
Total,22,17,16
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,17
,Thomas P Murt,Tom Corbett,17
Thomas P Murt,7,33,17
Tom Corbett,,5,17
Total,40,38,17
,Governor - Republican,Representative In The General Assembly 152nd District - Republican,18
,Tom Corbett,Thomas P Murt,18
Tom Corbett,2,29,18
Thomas P Murt,,1,18
Total,31,30,18
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,19
,Thomas P Murt,Tom Corbett,19
Thomas P Murt,3,33,19
Tom Corbett,,2,19
Total,36,35,19
,Governor - Republican,Representative In The General Assembly 152nd District - Republican,20
,Tom Corbett,Thomas P Murt,20
Tom Corbett,5,13,20
Thomas P Murt,,1,20
Total,18,14,20
,Representative In The General Assembly 152nd District - Republican,Governor - Republican,21
,Thomas P Murt,Tom Corbett,21
Thomas P Murt,3,14,21
Tom Corbett,,0,21
Total,17,14,21
,Governor - Republican,Representative In The General Assembly 152nd District - Republican,24
,Tom Corbett,Thomas P Murt,24
Tom Corbett,2,12,24
Thomas P Murt,,1,24
Total,14,13,24
