col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,All
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Chaka Fattah,74,"1,939","1,084",571,72,All
Tom Wolf,,239,0,0,0,All
Allyson Y Schwartz,,,165,0,0,All
Robert M Mccord,,,,78,0,All
Katie Mcginty,,,,,24,All
Total,"3,740","2,178","1,249",649,96,All
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,1
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Chaka Fattah,2,52,17,4,1,1
Tom Wolf,,6,0,0,0,1
Allyson Y Schwartz,,,0,0,0,1
Robert M Mccord,,,,0,0,1
Katie Mcginty,,,,,1,1
Total,76,58,17,4,2,1
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,2
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Chaka Fattah,1,67,53,37,3,2
Tom Wolf,,11,0,0,0,2
Allyson Y Schwartz,,,6,0,0,2
Robert M Mccord,,,,5,0,2
Katie Mcginty,,,,,3,2
Total,161,78,59,42,6,2
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,3
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Chaka Fattah,0,21,7,6,1,3
Tom Wolf,,5,0,0,0,3
Allyson Y Schwartz,,,4,0,0,3
Robert M Mccord,,,,3,0,3
Katie Mcginty,,,,,1,3
Total,35,26,11,9,2,3
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,4
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Chaka Fattah,0,29,13,9,1,4
Tom Wolf,,7,0,0,0,4
Allyson Y Schwartz,,,6,0,0,4
Robert M Mccord,,,,2,0,4
Katie Mcginty,,,,,1,4
Total,52,36,19,11,2,4
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,5
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,5
Chaka Fattah,3,76,41,16,5,5
Tom Wolf,,3,0,0,0,5
Allyson Y Schwartz,,,6,0,0,5
Robert M Mccord,,,,1,0,5
Katie Mcginty,,,,,1,5
Total,141,79,47,17,6,5
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,6
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,6
Chaka Fattah,0,82,48,17,2,6
Tom Wolf,,5,0,0,0,6
Allyson Y Schwartz,,,8,0,0,6
Robert M Mccord,,,,1,0,6
Katie Mcginty,,,,,0,6
Total,149,87,56,18,2,6
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,7
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,7
Chaka Fattah,7,55,28,18,1,7
Tom Wolf,,15,0,0,0,7
Allyson Y Schwartz,,,8,0,0,7
Robert M Mccord,,,,4,0,7
Katie Mcginty,,,,,1,7
Total,109,70,36,22,2,7
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,8
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,8
Chaka Fattah,5,85,62,20,3,8
Tom Wolf,,12,0,0,0,8
Allyson Y Schwartz,,,6,0,0,8
Robert M Mccord,,,,2,0,8
Katie Mcginty,,,,,0,8
Total,175,97,68,22,3,8
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,9
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,9
Chaka Fattah,5,48,47,14,0,9
Tom Wolf,,11,0,0,0,9
Allyson Y Schwartz,,,10,0,0,9
Robert M Mccord,,,,3,0,9
Katie Mcginty,,,,,1,9
Total,114,59,57,17,1,9
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,10
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,10
Chaka Fattah,3,106,43,19,4,10
Tom Wolf,,17,0,0,0,10
Allyson Y Schwartz,,,6,0,0,10
Robert M Mccord,,,,8,0,10
Katie Mcginty,,,,,2,10
Total,175,123,49,27,6,10
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,11
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,11
Chaka Fattah,2,55,41,18,4,11
Tom Wolf,,4,0,0,0,11
Allyson Y Schwartz,,,4,0,0,11
Robert M Mccord,,,,2,0,11
Katie Mcginty,,,,,1,11
Total,120,59,45,20,5,11
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,12
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,12
Chaka Fattah,0,67,62,22,5,12
Tom Wolf,,8,0,0,0,12
Allyson Y Schwartz,,,4,0,0,12
Robert M Mccord,,,,2,0,12
Katie Mcginty,,,,,0,12
Total,156,75,66,24,5,12
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,13
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,13
Chaka Fattah,7,85,62,20,3,13
Tom Wolf,,5,0,0,0,13
Allyson Y Schwartz,,,5,0,0,13
Robert M Mccord,,,,2,0,13
Katie Mcginty,,,,,1,13
Total,177,90,67,22,4,13
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,14
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,14
Chaka Fattah,0,60,37,38,2,14
Tom Wolf,,5,0,0,0,14
Allyson Y Schwartz,,,9,0,0,14
Robert M Mccord,,,,2,0,14
Katie Mcginty,,,,,0,14
Total,137,65,46,40,2,14
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,15
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,15
Chaka Fattah,2,106,42,25,4,15
Tom Wolf,,12,0,0,0,15
Allyson Y Schwartz,,,12,0,0,15
Robert M Mccord,,,,1,0,15
Katie Mcginty,,,,,3,15
Total,179,118,54,26,7,15
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,16
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,16
Chaka Fattah,2,79,52,35,5,16
Tom Wolf,,10,0,0,0,16
Allyson Y Schwartz,,,6,0,0,16
Robert M Mccord,,,,7,0,16
Katie Mcginty,,,,,1,16
Total,173,89,58,42,6,16
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,17
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,17
Chaka Fattah,3,86,27,20,6,17
Tom Wolf,,6,0,0,0,17
Allyson Y Schwartz,,,9,0,0,17
Robert M Mccord,,,,3,0,17
Katie Mcginty,,,,,0,17
Total,142,92,36,23,6,17
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,18
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,18
Chaka Fattah,1,85,21,21,4,18
Tom Wolf,,14,0,0,0,18
Allyson Y Schwartz,,,5,0,0,18
Robert M Mccord,,,,4,0,18
Katie Mcginty,,,,,3,18
Total,132,99,26,25,7,18
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,19
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,19
Chaka Fattah,2,75,34,26,3,19
Tom Wolf,,3,0,0,0,19
Allyson Y Schwartz,,,3,0,0,19
Robert M Mccord,,,,4,0,19
Katie Mcginty,,,,,0,19
Total,140,78,37,30,3,19
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,20
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,20
Chaka Fattah,0,63,37,26,2,20
Tom Wolf,,9,0,0,0,20
Allyson Y Schwartz,,,9,0,0,20
Robert M Mccord,,,,5,0,20
Katie Mcginty,,,,,0,20
Total,128,72,46,31,2,20
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,21
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,21
Chaka Fattah,12,60,43,10,2,21
Tom Wolf,,6,0,0,0,21
Allyson Y Schwartz,,,3,0,0,21
Robert M Mccord,,,,0,0,21
Katie Mcginty,,,,,0,21
Total,127,66,46,10,2,21
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,22
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,22
Chaka Fattah,2,55,22,7,0,22
Tom Wolf,,5,0,0,0,22
Allyson Y Schwartz,,,4,0,0,22
Robert M Mccord,,,,2,0,22
Katie Mcginty,,,,,0,22
Total,86,60,26,9,0,22
,Representative In Congress 2nd District - Democrat,Governor - Democrat,,,,23
,Chaka Fattah,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,23
Chaka Fattah,4,76,44,21,3,23
Tom Wolf,,9,0,0,0,23
Allyson Y Schwartz,,,3,0,0,23
Robert M Mccord,,,,2,0,23
Katie Mcginty,,,,,1,23
Total,148,85,47,23,4,23
