col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,All
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Dwight Evans,32,"1,063",816,321,55,All
Tom Wolf,,160,0,0,0,All
Allyson Y Schwartz,,,119,0,0,All
Robert M Mccord,,,,50,0,All
Katie Mcginty,,,,,30,All
Total,"2,287","1,223",935,371,85,All
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,4
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Dwight Evans,0,30,24,10,3,4
Tom Wolf,,8,0,0,0,4
Allyson Y Schwartz,,,4,0,0,4
Robert M Mccord,,,,3,0,4
Katie Mcginty,,,,,5,4
Total,67,38,28,13,8,4
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,5
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,5
Dwight Evans,0,25,22,8,1,5
Tom Wolf,,6,0,0,0,5
Allyson Y Schwartz,,,2,0,0,5
Robert M Mccord,,,,2,0,5
Katie Mcginty,,,,,1,5
Total,56,31,24,10,2,5
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,6
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,6
Dwight Evans,1,87,61,15,0,6
Tom Wolf,,10,0,0,0,6
Allyson Y Schwartz,,,14,0,0,6
Robert M Mccord,,,,1,0,6
Katie Mcginty,,,,,2,6
Total,164,97,75,16,2,6
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,8
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,8
Dwight Evans,1,35,22,10,2,8
Tom Wolf,,8,0,0,0,8
Allyson Y Schwartz,,,5,0,0,8
Robert M Mccord,,,,2,0,8
Katie Mcginty,,,,,2,8
Total,70,43,27,12,4,8
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,9
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,9
Dwight Evans,1,37,25,18,2,9
Tom Wolf,,10,0,0,0,9
Allyson Y Schwartz,,,5,0,0,9
Robert M Mccord,,,,3,0,9
Katie Mcginty,,,,,1,9
Total,83,47,30,21,3,9
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,10
,Dwight Evans,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,10
Dwight Evans,0,27,24,5,1,10
Allyson Y Schwartz,,8,0,0,0,10
Tom Wolf,,,5,0,0,10
Robert M Mccord,,,,3,0,10
Katie Mcginty,,,,,0,10
Total,57,35,29,8,1,10
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,11
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,11
Dwight Evans,1,27,27,8,2,11
Tom Wolf,,4,0,0,0,11
Allyson Y Schwartz,,,3,0,0,11
Robert M Mccord,,,,2,0,11
Katie Mcginty,,,,,0,11
Total,65,31,30,10,2,11
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,12
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,12
Dwight Evans,1,27,10,9,2,12
Tom Wolf,,4,0,0,0,12
Allyson Y Schwartz,,,1,0,0,12
Robert M Mccord,,,,2,0,12
Katie Mcginty,,,,,0,12
Total,49,31,11,11,2,12
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,13
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,13
Dwight Evans,1,40,15,8,4,13
Tom Wolf,,8,0,0,0,13
Allyson Y Schwartz,,,6,0,0,13
Robert M Mccord,,,,0,0,13
Katie Mcginty,,,,,3,13
Total,68,48,21,8,7,13
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,14
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,14
Dwight Evans,0,41,20,5,3,14
Tom Wolf,,7,0,0,0,14
Allyson Y Schwartz,,,3,0,0,14
Robert M Mccord,,,,1,0,14
Katie Mcginty,,,,,1,14
Total,69,48,23,6,4,14
,Representative In The General Assembly 203rd District - Democrat,Governor - Democrat,,,,15
,Dwight Evans,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,15
Dwight Evans,1,44,23,13,1,15
