col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 201st District - Democrat,,Governor - Democrat,,,,All
,Lamont Thomas,Stephen Kinsey,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Lamont Thomas,24,0,894,406,229,50,All
Stephen Kinsey,,29,410,352,144,24,All
Tom Wolf,,,146,0,0,0,All
Allyson Y Schwartz,,,,121,0,0,All
Robert M Mccord,,,,,34,0,All
Katie Mcginty,,,,,,20,All
Total,"1,603",959,"1,450",879,407,94,All
,Representative In The General Assembly 201st District - Democrat,,Governor - Democrat,,,,2
,Lamont Thomas,Stephen Kinsey,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Lamont Thomas,0,0,65,38,22,2,2
Stephen Kinsey,,0,4,11,2,2,2
Tom Wolf,,,6,0,0,0,2
Allyson Y Schwartz,,,,6,0,0,2
Robert M Mccord,,,,,1,0,2
Katie Mcginty,,,,,,2,2
Total,127,19,75,55,25,6,2
,Representative In The General Assembly 201st District - Democrat,,Governor - Democrat,,,,3
,Lamont Thomas,Stephen Kinsey,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Lamont Thomas,1,0,46,43,20,4,3
Stephen Kinsey,,1,23,21,9,1,3
Tom Wolf,,,4,0,0,0,3
Allyson Y Schwartz,,,,6,0,0,3
Robert M Mccord,,,,,0,0,3
Katie Mcginty,,,,,,0,3
Total,114,55,73,70,29,5,3
,Representative In The General Assembly 201st District - Democrat,,Governor - Democrat,,,,4
,Lamont Thomas,Stephen Kinsey,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Lamont Thomas,0,0,27,9,8,2,4
Stephen Kinsey,,1,14,15,8,0,4
Tom Wolf,,,5,0,0,0,4
Allyson Y Schwartz,,,,4,0,0,4
Robert M Mccord,,,,,0,0,4
Katie Mcginty,,,,,,2,4
Total,46,38,46,28,16,4,4
,Representative In The General Assembly 201st District - Democrat,,Governor - Democrat,,,,5
,Lamont Thomas,Stephen Kinsey,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,5
Lamont Thomas,0,0,49,26,8,4,5
Stephen Kinsey,,0,21,5,4,1,5
Tom Wolf,,,5,0,0,0,5
Allyson Y Schwartz,,,,8,0,0,5
Robert M Mccord,,,,,1,0,5
Katie Mcginty,,,,,,3,5
Total,87,31,75,39,13,8,5
,Representative In The General Assembly 201st District - Democrat,,Governor - Democrat,,,,6
,Lamont Thomas,Stephen Kinsey,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,6
Lamont Thomas,0,0,46,23,18,2,6
Stephen Kinsey,,1,17,24,16,2,6
Tom Wolf,,,9,0,0,0,6
Allyson Y Schwartz,,,,3,0,0,6
Robert M Mccord,,,,,3,0,6
Katie Mcginty,,,,,,0,6
Total,89,60,72,50,37,4,6
,Governor - Democrat,,,,Representative In The General Assembly 201st District - Democrat,,7
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Stephen Kinsey,Lamont Thomas,7
Tom Wolf,3,0,0,0,34,40,7
Allyson Y Schwartz,,7,0,0,25,17,7
Robert M Mccord,,,5,0,11,10,7
Katie Mcginty,,,,0,0,2,7
Stephen Kinsey,,,,,2,0,7
Lamont Thomas,,,,,,0,7
Total,77,49,26,2,72,69,7
,Representative In The General Assembly 201st District - Democrat,,Governor - Democrat,,,,8
,Lamont Thomas,Stephen Kinsey,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,8
Lamont Thomas,1,0,73,22,23,3,8
Stephen Kinsey,,0,27,19,11,1,8
Tom Wolf,,,4,0,0,0,8
Allyson Y Schwartz,,,,12,0,0,8
Robert M Mccord,,,,,1,0,8
Katie Mcginty,,,,,,0,8
Total,122,58,104,53,35,4,8
,Representative In The General Assembly 201st District - Democrat,,Governor - Democrat,,,,9
,Lamont Thomas,Stephen Kinsey,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,9
Lamont Thomas,5,0,67,28,14,2,9
Stephen Kinsey,,1,17,27,2,0,9
Tom Wolf,,,13,0,0,0,9
Allyson Y Schwartz,,,,3,0,0,9
Robert M Mccord,,,,,1,0,9
Katie Mcginty,,,,,,1,9
Total,116,47,97,58,17,3,9
,Governor - Democrat,,,,Representative In The General Assembly 201st District - Democrat,,10
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Lamont Thomas,Stephen Kinsey,10
