col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Smith,Mark Critz,Jalila D Parker,Cindy Bass,Nedia S Ralston,Ron Couser,Sherrie Cohen,Bill Durham,Janet Thompson,M Karen Bojar,1
Mike Stack,16,0,0,0,0,72,58,53,51,40,47,28,18,1
Brad Koplinski,,1,0,0,0,4,2,3,1,3,0,2,2,1
Brandon P Neuman,,,0,0,0,2,4,1,1,0,0,2,3,1
Mark Smith,,,,1,0,3,3,2,1,2,0,1,0,1
Mark Critz,,,,,1,1,1,3,0,1,0,0,0,1
Jalila D Parker,,,,,,2,49,50,47,34,40,29,15,1
Cindy Bass,,,,,,,2,44,48,26,40,27,18,1
Nedia S Ralston,,,,,,,,0,38,26,31,18,13,1
Ron Couser,,,,,,,,,0,23,41,21,13,1
Sherrie Cohen,,,,,,,,,,4,19,13,15,1
Bill Durham,,,,,,,,,,,0,23,10,1
Janet Thompson,,,,,,,,,,,,0,9,1
M Karen Bojar,,,,,,,,,,,,,0,1
Total,116,7,6,6,4,87,70,64,54,52,47,34,23,1
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,2
,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,Jalila D Parker,Cindy Bass,Nedia S Ralston,Ron Couser,Bill Durham,Sherrie Cohen,Janet Thompson,M Karen Bojar,2
Mike Stack,21,0,0,0,0,130,101,79,79,70,50,41,26,2
Brandon P Neuman,,1,0,0,0,4,4,2,0,3,4,3,2,2
Mark Smith,,,1,0,0,6,3,5,2,0,4,2,2,2
Mark Critz,,,,1,0,5,3,2,2,3,2,3,2,2
Brad Koplinski,,,,,1,2,2,0,1,1,2,1,0,2
Jalila D Parker,,,,,,2,100,89,81,76,53,43,27,2
Cindy Bass,,,,,,,4,74,82,74,45,44,28,2
Nedia S Ralston,,,,,,,,2,65,53,39,24,21,2
Ron Couser,,,,,,,,,0,67,31,29,21,2
Bill Durham,,,,,,,,,,0,25,32,15,2
Sherrie Cohen,,,,,,,,,,,0,26,21,2
Janet Thompson,,,,,,,,,,,,1,19,2
M Karen Bojar,,,,,,,,,,,,,0,2
Total,174,8,7,6,5,161,123,98,90,83,65,53,32,2
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,3
,Mike Stack,Brandon P Neuman,Mark Critz,Mark Smith,Brad Koplinski,Jalila D Parker,Cindy Bass,Nedia S Ralston,Ron Couser,Sherrie Cohen,Bill Durham,Janet Thompson,M Karen Bojar,3
Mike Stack,13,0,0,0,0,102,95,70,62,50,51,39,30,3
Brandon P Neuman,,2,0,0,0,6,8,5,5,5,4,3,2,3
Mark Critz,,,1,0,0,3,3,3,2,4,3,3,1,3
Mark Smith,,,,3,0,6,2,3,3,2,2,0,0,3
Brad Koplinski,,,,,0,0,0,0,0,1,0,0,0,3
Jalila D Parker,,,,,,1,76,71,62,48,56,40,30,3
Cindy Bass,,,,,,,2,60,62,38,49,33,28,3
Nedia S Ralston,,,,,,,,0,46,40,37,25,24,3
Ron Couser,,,,,,,,,0,35,49,24,22,3
Sherrie Cohen,,,,,,,,,,7,26,22,23,3
Bill Durham,,,,,,,,,,,0,28,16,3
Janet Thompson,,,,,,,,,,,,0,16,3
M Karen Bojar,,,,,,,,,,,,,0,3
Total,157,15,9,9,1,121,114,84,74,72,62,46,34,3
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,4
,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,4
Mike Stack,19,0,0,0,0,80,69,51,48,45,40,32,19,4
Brandon P Neuman,,3,0,0,0,4,3,4,5,3,1,1,1,4
Mark Smith,,,0,0,0,7,5,4,7,1,3,2,2,4
Mark Critz,,,,1,0,5,1,2,2,0,1,1,2,4
Brad Koplinski,,,,,0,0,0,0,0,0,0,0,0,4
Jalila D Parker,,,,,,3,62,54,48,43,42,31,24,4
Cindy Bass,,,,,,,2,43,35,47,41,28,20,4
Nedia S Ralston,,,,,,,,1,28,33,31,16,14,4
Sherrie Cohen,,,,,,,,,0,25,20,24,24,4
Ron Couser,,,,,,,,,,0,34,16,16,4
Bill Durham,,,,,,,,,,,0,20,12,4
Janet Thompson,,,,,,,,,,,,0,14,4
M Karen Bojar,,,,,,,,,,,,,0,4
Total,131,12,10,6,0,105,84,67,64,53,47,37,26,4
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,5
,Mike Stack,Brandon P Neuman,Mark Smith,Brad Koplinski,Mark Critz,Jalila D Parker,Cindy Bass,Nedia S Ralston,Bill Durham,Ron Couser,Sherrie Cohen,Janet Thompson,M Karen Bojar,5
Mike Stack,15,0,0,0,0,93,85,67,59,54,57,40,27,5
Brandon P Neuman,,3,0,0,0,4,7,3,4,6,2,2,4,5
Mark Smith,,,1,0,0,5,6,2,3,5,5,4,2,5
Brad Koplinski,,,,1,0,3,4,1,2,2,1,3,1,5
Mark Critz,,,,,1,2,0,1,1,1,0,1,1,5
Jalila D Parker,,,,,,4,62,59,50,45,45,37,23,5
Cindy Bass,,,,,,,7,53,60,58,40,36,28,5
Nedia S Ralston,,,,,,,,1,45,44,37,23,18,5
Bill Durham,,,,,,,,,0,56,30,32,18,5
