col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,1
,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Nekisha Fulton,Domenick demuro,Michelle L Rumbaugh,Albert C Littlepage,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Darrell L Clarke,1,26,20,23,22,19,19,19,13,25,18,10,0,1
Marylouise Isaacson,,0,20,20,23,18,22,20,14,12,13,8,1,1
Matthew D Myers,,,0,19,19,19,16,18,13,9,13,6,0,1
Micah Mahjoubian,,,,0,18,17,15,18,11,10,10,8,0,1
Nekisha Fulton,,,,,0,18,18,20,13,10,12,6,0,1
Domenick demuro,,,,,,0,14,19,12,9,10,4,0,1
Michelle L Rumbaugh,,,,,,,0,15,12,6,13,4,1,1
Albert C Littlepage,,,,,,,,0,13,7,12,4,0,1
Thomas J Rumbaugh,,,,,,,,,0,6,7,3,1,1
Tom Wolf,,,,,,,,,,12,0,0,0,1
Allyson Y Schwartz,,,,,,,,,,,7,0,0,1
Robert M Mccord,,,,,,,,,,,,9,0,1
Katie Mcginty,,,,,,,,,,,,,0,1
Total,56,34,29,29,28,24,24,23,17,43,33,27,1,1
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,2
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Domenick demuro,Marylouise Isaacson,Nekisha Fulton,Albert C Littlepage,Michelle L Rumbaugh,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Darrell L Clarke,1,50,43,41,28,29,28,23,21,46,29,22,0,2
Matthew D Myers,,0,41,37,25,27,27,21,19,17,23,13,1,2
Micah Mahjoubian,,,0,31,21,23,22,18,16,18,19,12,0,2
Domenick demuro,,,,0,26,28,28,22,20,14,24,8,1,2
Marylouise Isaacson,,,,,0,26,26,21,19,9,16,7,0,2
Nekisha Fulton,,,,,,0,27,24,22,9,15,7,0,2
Albert C Littlepage,,,,,,,0,22,20,7,16,7,0,2
Michelle L Rumbaugh,,,,,,,,0,18,4,14,7,0,2
Thomas J Rumbaugh,,,,,,,,,0,5,12,6,0,2
Tom Wolf,,,,,,,,,,12,0,0,0,2
Allyson Y Schwartz,,,,,,,,,,,4,0,0,2
Robert M Mccord,,,,,,,,,,,,3,0,2
Katie Mcginty,,,,,,,,,,,,,0,2
Total,99,55,50,47,32,31,30,25,23,69,38,26,1,2
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,3
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Domenick demuro,Albert C Littlepage,Marylouise Isaacson,Nekisha Fulton,Michelle L Rumbaugh,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Darrell L Clarke,0,46,36,39,23,23,22,18,16,56,30,15,1,3
Matthew D Myers,,0,37,36,21,19,20,16,14,27,18,8,0,3
Micah Mahjoubian,,,1,29,18,17,17,14,12,16,17,9,0,3
Domenick demuro,,,,0,21,20,19,15,16,16,17,7,0,3
Albert C Littlepage,,,,,1,20,20,15,15,13,8,4,0,3
Marylouise Isaacson,,,,,,0,18,16,14,13,8,5,0,3
Nekisha Fulton,,,,,,,0,17,13,12,9,4,1,3
Michelle L Rumbaugh,,,,,,,,0,11,9,7,4,0,3
Thomas J Rumbaugh,,,,,,,,,0,11,3,3,0,3
Tom Wolf,,,,,,,,,,6,0,0,0,3
Allyson Y Schwartz,,,,,,,,,,,1,0,0,3
Robert M Mccord,,,,,,,,,,,,6,0,3
Katie Mcginty,,,,,,,,,,,,,1,3
Total,103,53,43,41,26,26,26,20,17,70,33,26,3,3
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,4
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Domenick demuro,Marylouise Isaacson,Michelle L Rumbaugh,Nekisha Fulton,Albert C Littlepage,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Darrell L Clarke,2,51,48,26,21,23,21,14,12,80,34,18,4,4
Matthew D Myers,,0,47,23,20,19,16,11,12,37,15,6,2,4
Micah Mahjoubian,,,0,23,18,17,16,12,10,30,16,2,2,4
Domenick demuro,,,,0,15,15,13,10,9,10,17,2,1,4
Marylouise Isaacson,,,,,0,20,17,11,11,14,10,1,1,4
Michelle L Rumbaugh,,,,,,0,18,12,12,14,9,1,1,4
Nekisha Fulton,,,,,,,0,11,10,16,6,1,2,4
Albert C Littlepage,,,,,,,,0,7,10,3,1,1,4
