col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 188th District - Democrat,,All
,Chaka Fattah,James R Roebuck,Algernong Allen,All
Chaka Fattah,188,"3,651","1,577",All
James R Roebuck,,388,0,All
Algernong Allen,,,210,All
Total,"5,416","4,039","1,787",All
