col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Larry King,Jacqulyne Scott,All
Brendan F Boyle,41,0,0,0,51,48,36,38,31,4,1,All
Marjorie Margolies,,11,0,0,15,11,12,9,10,0,0,All
Daylin Leach,,,3,0,8,6,7,7,6,1,0,All
Val Arkoosh,,,,5,6,1,2,3,2,0,0,All
Kathy Enggasser,,,,,0,48,47,46,44,4,0,All
Louis Farinella,,,,,,1,44,43,40,4,0,All
Barbara A Deeley,,,,,,,0,47,46,5,1,All
Patrick Parkinson,,,,,,,,0,44,5,1,All
Mary Ann Quartullo,,,,,,,,,0,4,0,All
Larry King,,,,,,,,,,0,1,All
Jacqulyne Scott,,,,,,,,,,,0,All
Total,119,31,13,11,80,67,57,57,49,5,1,All
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,7
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Larry King,Jacqulyne Scott,7
Brendan F Boyle,19,0,0,0,27,24,18,19,14,3,1,7
Marjorie Margolies,,2,0,0,7,5,7,4,4,0,0,7
Daylin Leach,,,3,0,3,3,4,4,3,0,0,7
Val Arkoosh,,,,3,5,1,1,2,1,0,0,7
Kathy Enggasser,,,,,0,22,23,22,19,2,0,7
Louis Farinella,,,,,,0,21,19,17,2,0,7
Barbara A Deeley,,,,,,,0,24,21,3,1,7
Patrick Parkinson,,,,,,,,0,20,3,1,7
Mary Ann Quartullo,,,,,,,,,0,2,0,7
Larry King,,,,,,,,,,0,1,7
Jacqulyne Scott,,,,,,,,,,,0,7
Total,62,13,8,8,42,33,30,29,22,3,1,7
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,15
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Barbara A Deeley,Mary Ann Quartullo,Larry King,Jacqulyne Scott,15
Brendan F Boyle,22,0,0,0,24,24,19,18,17,1,0,15
Marjorie Margolies,,9,0,0,8,6,5,5,6,0,0,15
Daylin Leach,,,0,0,5,3,3,3,3,1,0,15
Val Arkoosh,,,,2,1,0,1,1,1,0,0,15
Kathy Enggasser,,,,,0,26,24,24,25,2,0,15
Louis Farinella,,,,,,1,24,23,23,2,0,15
Patrick Parkinson,,,,,,,0,23,24,2,0,15
Barbara A Deeley,,,,,,,,0,25,2,0,15
Mary Ann Quartullo,,,,,,,,,0,2,0,15
Larry King,,,,,,,,,,0,0,15
Jacqulyne Scott,,,,,,,,,,,0,15
Total,57,18,5,3,38,34,28,27,27,2,0,15
