col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,1
,Chaka Fattah,Marylouise Isaacson,Darrell L Clarke,Michelle L Rumbaugh,Nekisha Fulton,Matthew D Myers,Micah Mahjoubian,Albert C Littlepage,Thomas J Rumbaugh,Domenick demuro,1
Chaka Fattah,34,55,51,51,46,46,41,41,37,33,1
Marylouise Isaacson,,0,38,49,44,42,38,39,32,30,1
Darrell L Clarke,,,2,37,34,35,32,35,26,25,1
Michelle L Rumbaugh,,,,0,43,41,35,38,31,29,1
Nekisha Fulton,,,,,0,37,35,34,27,27,1
Matthew D Myers,,,,,,0,31,35,27,28,1
Micah Mahjoubian,,,,,,,1,32,24,24,1
Albert C Littlepage,,,,,,,,0,28,29,1
Thomas J Rumbaugh,,,,,,,,,0,21,1
Domenick demuro,,,,,,,,,,0,1
Total,108,56,53,51,47,46,42,41,37,33,1
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,2
,Chaka Fattah,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Michelle L Rumbaugh,Micah Mahjoubian,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,2
Chaka Fattah,40,48,47,40,40,38,27,26,23,22,2
Darrell L Clarke,,4,31,29,27,24,20,20,20,15,2
Marylouise Isaacson,,,0,35,44,31,30,29,26,25,2
Matthew D Myers,,,,2,31,29,24,24,24,20,2
Michelle L Rumbaugh,,,,,0,27,28,25,24,23,2
Micah Mahjoubian,,,,,,2,21,22,21,18,2
Nekisha Fulton,,,,,,,0,23,22,21,2
Domenick demuro,,,,,,,,0,23,19,2
Albert C Littlepage,,,,,,,,,0,18,2
Thomas J Rumbaugh,,,,,,,,,,1,2
Total,117,56,53,48,46,43,30,29,26,26,2
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,3
,Chaka Fattah,Darrell L Clarke,Marylouise Isaacson,Micah Mahjoubian,Matthew D Myers,Michelle L Rumbaugh,Albert C Littlepage,Domenick demuro,Nekisha Fulton,Thomas J Rumbaugh,3
Chaka Fattah,26,68,64,57,60,52,47,41,43,42,3
Darrell L Clarke,,2,54,49,50,45,40,35,36,34,3
Marylouise Isaacson,,,0,52,51,53,48,40,41,40,3
Micah Mahjoubian,,,,2,51,45,42,40,37,37,3
Matthew D Myers,,,,,0,45,43,40,38,40,3
Michelle L Rumbaugh,,,,,,0,42,37,39,36,3
Albert C Littlepage,,,,,,,0,36,35,35,3
Domenick demuro,,,,,,,,1,31,32,3
Nekisha Fulton,,,,,,,,,0,30,3
Thomas J Rumbaugh,,,,,,,,,,0,3
Total,113,72,71,65,62,58,51,45,45,45,3
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,4
,Chaka Fattah,Darrell L Clarke,Matthew D Myers,Marylouise Isaacson,Micah Mahjoubian,Domenick demuro,Nekisha Fulton,Albert C Littlepage,Michelle L Rumbaugh,Thomas J Rumbaugh,4
Chaka Fattah,33,49,46,45,45,41,39,39,36,34,4
Darrell L Clarke,,3,37,38,32,33,32,32,29,26,4
