col_1,col_2,col_3,col_4,col_5,division
,Governor - Republican,,Representative In Congress 13th District - Republican,,All
,Tom Corbett,Robert Guzzardi,Carson Dee Adcock,Bev Plosa Bowser,All
Tom Corbett,54,0,239,230,All
Robert Guzzardi,,2,3,1,All
Carson Dee Adcock,,,47,0,All
Bev Plosa Bowser,,,,40,All
Total,523,6,289,271,All
,Governor - Republican,,Representative In Congress 13th District - Republican,,1
,Tom Corbett,Robert Guzzardi,Carson Dee Adcock,Bev Plosa Bowser,1
Tom Corbett,1,0,4,5,1
Robert Guzzardi,,0,0,0,1
Carson Dee Adcock,,,2,0,1
Bev Plosa Bowser,,,,0,1
Total,10,0,6,5,1
,Governor - Republican,,Representative In Congress 13th District - Republican,,2
,Tom Corbett,Robert Guzzardi,Carson Dee Adcock,Bev Plosa Bowser,2
Tom Corbett,4,0,8,5,2
Robert Guzzardi,,0,0,0,2
Carson Dee Adcock,,,0,0,2
Bev Plosa Bowser,,,,0,2
Total,17,0,8,5,2
,Governor - Republican,,Representative In Congress 13th District - Republican,,3
,Tom Corbett,Robert Guzzardi,Carson Dee Adcock,Bev Plosa Bowser,3
Tom Corbett,0,0,3,1,3
Robert Guzzardi,,0,0,0,3
Carson Dee Adcock,,,0,0,3
Bev Plosa Bowser,,,,0,3
Total,4,0,3,1,3
,Governor - Republican,,Representative In Congress 13th District - Republican,,4
,Tom Corbett,Robert Guzzardi,Carson Dee Adcock,Bev Plosa Bowser,4
Tom Corbett,0,0,9,2,4
Robert Guzzardi,,0,0,0,4
Carson Dee Adcock,,,0,0,4
Bev Plosa Bowser,,,,0,4
Total,11,0,9,2,4
,Governor - Republican,,Representative In Congress 13th District - Republican,,5
,Tom Corbett,Robert Guzzardi,Carson Dee Adcock,Bev Plosa Bowser,5
Tom Corbett,1,0,11,4,5
Robert Guzzardi,,0,1,0,5
Carson Dee Adcock,,,1,0,5
Bev Plosa Bowser,,,,1,5
Total,16,1,13,5,5
,Governor - Republican,,Representative In Congress 13th District - Republican,,6
,Tom Corbett,Robert Guzzardi,Carson Dee Adcock,Bev Plosa Bowser,6
Tom Corbett,9,0,22,18,6
Robert Guzzardi,,1,0,0,6
Carson Dee Adcock,,,4,0,6
Bev Plosa Bowser,,,,1,6
Total,49,1,26,19,6
,Governor - Republican,,Representative In Congress 13th District - Republican,,7
,Tom Corbett,Robert Guzzardi,Carson Dee Adcock,Bev Plosa Bowser,7
Tom Corbett,4,0,9,5,7
Robert Guzzardi,,0,0,0,7
Carson Dee Adcock,,,6,0,7
Bev Plosa Bowser,,,,0,7
Total,18,0,15,5,7
,Governor - Republican,,Representative In Congress 13th District - Republican,,8
,Tom Corbett,Robert Guzzardi,Bev Plosa Bowser,Carson Dee Adcock,8
Tom Corbett,4,0,21,11,8
Robert Guzzardi,,0,0,0,8
Bev Plosa Bowser,,,6,0,8
Carson Dee Adcock,,,,4,8
Total,36,0,27,15,8
,Representative In Congress 13th District - Republican,,Governor - Republican,,9
,Bev Plosa Bowser,Carson Dee Adcock,Tom Corbett,Robert Guzzardi,9
Bev Plosa Bowser,8,0,20,0,9
Carson Dee Adcock,,0,3,0,9
Tom Corbett,,,0,0,9
