col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 197th District - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,All
Leslie Acosta,667,0,0,0,157,117,58,44,All
Ben Ramos,,246,0,0,82,77,38,25,All
Danilo R Burgos,,,119,0,18,25,34,23,All
Jose P Miranda,,,,7,7,9,11,7,All
Marnie Aument Loughrey,,,,,6,86,65,55,All
James Harrity,,,,,,6,57,59,All
Donna J Derose,,,,,,,0,59,All
Frank T Brzozowski,,,,,,,,3,All
Total,936,411,177,22,273,236,142,102,All
,Representative In The General Assembly 197th District - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,1
,Leslie Acosta,Danilo R Burgos,Ben Ramos,Jose P Miranda,James Harrity,Donna J Derose,Frank T Brzozowski,Marnie Aument Loughrey,1
Leslie Acosta,38,0,0,0,4,2,3,2,1
Danilo R Burgos,,18,0,0,0,1,0,0,1
Ben Ramos,,,7,0,5,3,3,1,1
Jose P Miranda,,,,0,0,0,0,0,1
James Harrity,,,,,1,2,4,2,1
Donna J Derose,,,,,,0,2,2,1
Frank T Brzozowski,,,,,,,0,2,1
Marnie Aument Loughrey,,,,,,,,0,1
Total,45,19,15,0,10,6,6,3,1
,Representative In The General Assembly 197th District - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,2
,Ben Ramos,Leslie Acosta,Danilo R Burgos,Jose P Miranda,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,2
Ben Ramos,29,0,0,0,3,5,2,1,2
Leslie Acosta,,24,0,0,8,6,4,2,2
Danilo R Burgos,,,10,0,3,1,3,2,2
Jose P Miranda,,,,3,0,0,0,0,2
James Harrity,,,,,1,1,1,1,2
Marnie Aument Loughrey,,,,,,0,3,1,2
Donna J Derose,,,,,,,0,2,2
Frank T Brzozowski,,,,,,,,1,2
Total,40,39,16,3,15,12,9,6,2
,Representative In The General Assembly 197th District - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,3
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,3
Leslie Acosta,22,0,0,0,4,3,0,0,3
Ben Ramos,,19,0,0,2,1,0,0,3
Danilo R Burgos,,,3,0,0,0,0,0,3
Jose P Miranda,,,,0,0,0,0,0,3
Marnie Aument Loughrey,,,,,0,0,0,0,3
James Harrity,,,,,,0,0,0,3
Donna J Derose,,,,,,,0,0,3
Frank T Brzozowski,,,,,,,,0,3
Total,29,22,3,0,6,4,0,0,3
,Representative In The General Assembly 197th District - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,4
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,4
