col_1,col_2,col_3,division
,Representative In Congress 1st District - Republican,Senator In The General Assembly 2nd District - Republican,All
,Megan Rath,John Jenkins,All
Megan Rath,9,33,All
John Jenkins,,2,All
Total,42,35,All
,Representative In Congress 1st District - Republican,Senator In The General Assembly 2nd District - Republican,4
,Megan Rath,John Jenkins,4
Megan Rath,4,3,4
John Jenkins,,0,4
Total,7,3,4
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 1st District - Republican,5
,John Jenkins,Megan Rath,5
John Jenkins,0,2,5
Megan Rath,,0,5
Total,2,2,5
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 1st District - Republican,8
,John Jenkins,Megan Rath,8
John Jenkins,0,1,8
Megan Rath,,0,8
Total,1,1,8
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 1st District - Republican,9
,John Jenkins,Megan Rath,9
John Jenkins,0,3,9
Megan Rath,,0,9
Total,3,3,9
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 1st District - Republican,10
,John Jenkins,Megan Rath,10
John Jenkins,0,1,10
Megan Rath,,0,10
Total,1,1,10
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 1st District - Republican,12
,John Jenkins,Megan Rath,12
John Jenkins,0,5,12
Megan Rath,,0,12
Total,5,5,12
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 1st District - Republican,13
,John Jenkins,Megan Rath,13
John Jenkins,0,2,13
Megan Rath,,0,13
Total,2,2,13
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 1st District - Republican,14
,John Jenkins,Megan Rath,14
John Jenkins,0,1,14
Megan Rath,,0,14
Total,1,1,14
,Representative In Congress 1st District - Republican,Senator In The General Assembly 2nd District - Republican,16
,Megan Rath,John Jenkins,16
Megan Rath,2,2,16
John Jenkins,,0,16
Total,4,2,16
,Representative In Congress 1st District - Republican,Senator In The General Assembly 2nd District - Republican,19
,Megan Rath,John Jenkins,19
Megan Rath,1,2,19
John Jenkins,,0,19
Total,3,2,19
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 1st District - Republican,20
,John Jenkins,Megan Rath,20
John Jenkins,1,4,20
Megan Rath,,1,20
Total,5,5,20
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 1st District - Republican,21
,John Jenkins,Megan Rath,21
John Jenkins,0,2,21
Megan Rath,,0,21
Total,2,2,21
,Representative In Congress 1st District - Republican,Senator In The General Assembly 2nd District - Republican,22
,Megan Rath,John Jenkins,22
Megan Rath,1,1,22
John Jenkins,,0,22
Total,2,1,22
,Senator In The General Assembly 2nd District - Republican,Representative In Congress 1st District - Republican,23
,John Jenkins,Megan Rath,23
John Jenkins,1,4,23
Megan Rath,,0,23
Total,5,4,23
