col_1,col_2,col_3,col_4,division
,Governor - Republican,,Senator In The General Assembly 4th District - Republican,All
,Tom Corbett,Robert Guzzardi,Robin Gilchrist,All
Tom Corbett,4,0,16,All
Robert Guzzardi,,0,0,All
Robin Gilchrist,,,2,All
Total,20,0,18,All
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,5
,Robin Gilchrist,Tom Corbett,Robert Guzzardi,5
Robin Gilchrist,0,1,0,5
Tom Corbett,,0,0,5
Robert Guzzardi,,,0,5
Total,1,1,0,5
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,8
,Robin Gilchrist,Tom Corbett,Robert Guzzardi,8
Robin Gilchrist,1,1,0,8
Tom Corbett,,1,0,8
Robert Guzzardi,,,0,8
Total,2,2,0,8
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,9
,Robin Gilchrist,Tom Corbett,Robert Guzzardi,9
Robin Gilchrist,0,2,0,9
Tom Corbett,,0,0,9
Robert Guzzardi,,,0,9
Total,2,2,0,9
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,11
,Robin Gilchrist,Tom Corbett,Robert Guzzardi,11
Robin Gilchrist,0,1,0,11
Tom Corbett,,0,0,11
Robert Guzzardi,,,0,11
Total,1,1,0,11
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,12
,Robin Gilchrist,Tom Corbett,Robert Guzzardi,12
Robin Gilchrist,1,3,0,12
Tom Corbett,,1,0,12
Robert Guzzardi,,,0,12
Total,4,4,0,12
,Governor - Republican,,Senator In The General Assembly 4th District - Republican,16
,Tom Corbett,Robert Guzzardi,Robin Gilchrist,16
Tom Corbett,1,0,2,16
Robert Guzzardi,,0,0,16
Robin Gilchrist,,,0,16
Total,3,0,2,16
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,17
,Robin Gilchrist,Tom Corbett,Robert Guzzardi,17
Robin Gilchrist,0,1,0,17
Tom Corbett,,0,0,17
Robert Guzzardi,,,0,17
Total,1,1,0,17
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,19
,Robin Gilchrist,Tom Corbett,Robert Guzzardi,19
Robin Gilchrist,0,1,0,19
Tom Corbett,,0,0,19
Robert Guzzardi,,,0,19
Total,1,1,0,19
,Governor - Republican,,Senator In The General Assembly 4th District - Republican,20
,Tom Corbett,Robert Guzzardi,Robin Gilchrist,20
Tom Corbett,1,0,1,20
Robert Guzzardi,,0,0,20
Robin Gilchrist,,,0,20
Total,2,0,1,20
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,21
,Robin Gilchrist,Tom Corbett,Robert Guzzardi,21
Robin Gilchrist,0,2,0,21
Tom Corbett,,0,0,21
Robert Guzzardi,,,0,21
Total,2,2,0,21
,Senator In The General Assembly 4th District - Republican,Governor - Republican,,26
,Robin Gilchrist,Tom Corbett,Robert Guzzardi,26
Robin Gilchrist,0,1,0,26
Tom Corbett,,0,0,26
Robert Guzzardi,,,0,26
Total,1,1,0,26
