col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,All
,Darrell L Clarke,Micah Mahjoubian,Matthew D Myers,Domenick demuro,Marylouise Isaacson,Nekisha Fulton,Albert C Littlepage,Michelle L Rumbaugh,Thomas J Rumbaugh,W Curtis Thomas,Emily Rodriguez,K Williams Medley,Kenneth T Walker Jr,All
Darrell L Clarke,11,181,185,157,144,132,121,96,101,183,98,23,10,All
Micah Mahjoubian,,0,177,152,135,124,116,84,100,118,79,25,5,All
Matthew D Myers,,,2,155,131,120,112,85,98,113,79,23,5,All
Domenick demuro,,,,0,135,122,120,84,101,97,80,8,7,All
Marylouise Isaacson,,,,,0,135,122,104,105,77,92,8,7,All
Nekisha Fulton,,,,,,0,113,95,99,69,78,6,6,All
Albert C Littlepage,,,,,,,0,74,92,64,67,6,5,All
Michelle L Rumbaugh,,,,,,,,1,61,45,69,7,5,All
Thomas J Rumbaugh,,,,,,,,,0,51,53,7,6,All
W Curtis Thomas,,,,,,,,,,49,0,0,0,All
Emily Rodriguez,,,,,,,,,,,44,0,0,All
K Williams Medley,,,,,,,,,,,,8,0,All
Kenneth T Walker Jr,,,,,,,,,,,,,6,All
Total,329,230,227,197,185,160,143,128,117,275,204,49,21,All
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,1
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Michelle L Rumbaugh,Nekisha Fulton,Domenick demuro,Thomas J Rumbaugh,Albert C Littlepage,W Curtis Thomas,Emily Rodriguez,K Williams Medley,Kenneth T Walker Jr,1
Darrell L Clarke,4,29,22,21,21,19,19,14,13,42,16,1,3,1
Matthew D Myers,,0,25,20,21,19,16,12,13,21,13,2,1,1
Micah Mahjoubian,,,0,20,21,19,18,12,12,18,13,4,1,1
Marylouise Isaacson,,,,0,26,22,18,16,16,10,15,3,3,1
Michelle L Rumbaugh,,,,,0,24,17,17,15,9,17,3,2,1
Nekisha Fulton,,,,,,0,15,15,14,9,16,2,1,1
Domenick demuro,,,,,,,0,13,13,13,9,2,2,1
Thomas J Rumbaugh,,,,,,,,0,11,8,7,3,2,1
Albert C Littlepage,,,,,,,,,0,6,7,2,1,1
W Curtis Thomas,,,,,,,,,,6,0,0,0,1
Emily Rodriguez,,,,,,,,,,,5,0,0,1
K Williams Medley,,,,,,,,,,,,0,0,1
Kenneth T Walker Jr,,,,,,,,,,,,,2,1
Total,66,37,36,31,31,28,26,20,16,56,34,6,6,1
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,3
