col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Larry King,Jacqulyne Scott,All
Mike Driscoll,285,0,0,275,276,178,188,182,4,4,All
Paul Definis,,37,0,52,52,30,23,28,2,0,All
Dennis Kilderry,,,36,47,47,37,29,31,3,1,All
Kathy Enggasser,,,,2,182,178,177,176,9,5,All
Louis Farinella,,,,,2,164,171,178,9,5,All
Barbara A Deeley,,,,,,0,172,169,9,5,All
Patrick Parkinson,,,,,,,4,167,9,5,All
Mary Ann Quartullo,,,,,,,,1,9,5,All
Larry King,,,,,,,,,1,0,All
Jacqulyne Scott,,,,,,,,,,0,All
Total,802,131,122,377,377,246,244,243,10,5,All
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,2
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,2
Mike Driscoll,14,0,0,12,9,7,6,6,1,0,2
Paul Definis,,4,0,0,1,0,1,0,0,0,2
Dennis Kilderry,,,0,1,2,1,1,1,0,0,2
Kathy Enggasser,,,,1,5,7,7,5,1,0,2
Louis Farinella,,,,,0,5,6,5,1,0,2
Barbara A Deeley,,,,,,0,7,5,1,0,2
Mary Ann Quartullo,,,,,,,0,5,1,0,2
Patrick Parkinson,,,,,,,,0,1,0,2
Jacqulyne Scott,,,,,,,,,0,0,2
Larry King,,,,,,,,,,0,2
Total,34,5,2,14,12,8,8,7,1,0,2
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,7
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Barbara A Deeley,Jacqulyne Scott,Larry King,7
Mike Driscoll,8,0,0,19,19,9,8,6,0,0,7
Paul Definis,,1,0,4,4,2,2,2,0,0,7
Dennis Kilderry,,,0,0,0,0,0,0,0,0,7
Kathy Enggasser,,,,0,11,11,9,7,0,0,7
Louis Farinella,,,,,0,9,8,7,0,0,7
Patrick Parkinson,,,,,,0,9,7,0,0,7
Mary Ann Quartullo,,,,,,,0,7,0,0,7
Barbara A Deeley,,,,,,,,0,0,0,7
Jacqulyne Scott,,,,,,,,,0,0,7
Larry King,,,,,,,,,,0,7
Total,39,7,0,23,23,11,10,8,0,0,7
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,11
,Mike Driscoll,Dennis Kilderry,Paul Definis,Kathy Enggasser,Louis Farinella,Mary Ann Quartullo,Patrick Parkinson,Barbara A Deeley,Jacqulyne Scott,Larry King,11
Mike Driscoll,19,0,0,17,13,12,10,9,0,0,11
Dennis Kilderry,,6,0,5,2,1,2,2,0,0,11
Paul Definis,,,1,2,2,1,1,1,0,0,11
Kathy Enggasser,,,,0,9,9,10,9,0,0,11
Louis Farinella,,,,,0,7,7,7,0,0,11
Mary Ann Quartullo,,,,,,0,9,8,0,0,11
Patrick Parkinson,,,,,,,1,9,0,0,11
Barbara A Deeley,,,,,,,,0,0,0,11
Jacqulyne Scott,,,,,,,,,0,0,11
Larry King,,,,,,,,,,0,11
Total,51,13,4,24,17,14,14,12,0,0,11
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,17
,Mike Driscoll,Paul Definis,Dennis Kilderry,Louis Farinella,Kathy Enggasser,Mary Ann Quartullo,Barbara A Deeley,Patrick Parkinson,Jacqulyne Scott,Larry King,17
Mike Driscoll,9,0,0,11,11,8,6,6,0,0,17
Paul Definis,,1,0,2,2,1,2,1,0,0,17
Dennis Kilderry,,,0,3,2,3,2,2,0,0,17
Louis Farinella,,,,0,9,9,8,8,0,0,17
Kathy Enggasser,,,,,0,7,6,8,0,0,17
Mary Ann Quartullo,,,,,,0,8,8,0,0,17
Barbara A Deeley,,,,,,,0,7,0,0,17
Patrick Parkinson,,,,,,,,0,0,0,17
Jacqulyne Scott,,,,,,,,,0,0,17
Larry King,,,,,,,,,,0,17
Total,28,5,4,16,15,12,10,9,0,0,17
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,24
,Mike Driscoll,Dennis Kilderry,Paul Definis,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,24
Mike Driscoll,27,0,0,21,18,12,10,9,0,0,24
Dennis Kilderry,,9,0,1,1,2,1,0,0,0,24
Paul Definis,,,2,6,2,6,3,3,0,0,24
Kathy Enggasser,,,,0,6,12,8,8,0,0,24
Louis Farinella,,,,,0,7,6,8,0,0,24
Barbara A Deeley,,,,,,0,8,8,0,0,24
Patrick Parkinson,,,,,,,1,7,0,0,24
Mary Ann Quartullo,,,,,,,,0,0,0,24
Jacqulyne Scott,,,,,,,,,0,0,24
Larry King,,,,,,,,,,0,24
Total,70,14,10,28,21,20,15,12,0,0,24
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,29
,Mike Driscoll,Dennis Kilderry,Paul Definis,Louis Farinella,Kathy Enggasser,Patrick Parkinson,Barbara A Deeley,Mary Ann Quartullo,Larry King,Jacqulyne Scott,29
Mike Driscoll,47,0,0,26,25,17,14,14,1,0,29
Dennis Kilderry,,2,0,6,5,4,6,5,0,0,29
Paul Definis,,,0,3,5,3,3,3,0,0,29
Louis Farinella,,,,1,17,17,14,16,1,0,29
Kathy Enggasser,,,,,0,18,17,19,1,0,29
Patrick Parkinson,,,,,,0,16,17,1,0,29
Barbara A Deeley,,,,,,,0,16,1,0,29
Mary Ann Quartullo,,,,,,,,0,1,0,29
Larry King,,,,,,,,,0,0,29
Jacqulyne Scott,,,,,,,,,,0,29
Total,97,11,5,36,35,24,23,22,1,0,29
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,30
,Mike Driscoll,Dennis Kilderry,Paul Definis,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Barbara A Deeley,Mary Ann Quartullo,Jacqulyne Scott,Larry King,30
