col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 173rd District - Democrat,,,All
,Mike Driscoll,Paul Definis,Dennis Kilderry,All
Mike Driscoll,802,0,0,All
Paul Definis,,131,0,All
Dennis Kilderry,,,122,All
Total,802,131,122,All
,Representative In The General Assembly 173rd District - Democrat,,,2
,Mike Driscoll,Paul Definis,Dennis Kilderry,2
Mike Driscoll,34,0,0,2
Paul Definis,,5,0,2
Dennis Kilderry,,,2,2
Total,34,5,2,2
,Representative In The General Assembly 173rd District - Democrat,,,7
,Mike Driscoll,Paul Definis,Dennis Kilderry,7
Mike Driscoll,39,0,0,7
Paul Definis,,7,0,7
Dennis Kilderry,,,0,7
Total,39,7,0,7
,Representative In The General Assembly 173rd District - Democrat,,,11
,Mike Driscoll,Dennis Kilderry,Paul Definis,11
Mike Driscoll,51,0,0,11
Dennis Kilderry,,13,0,11
Paul Definis,,,4,11
Total,51,13,4,11
,Representative In The General Assembly 173rd District - Democrat,,,17
,Mike Driscoll,Paul Definis,Dennis Kilderry,17
Mike Driscoll,28,0,0,17
Paul Definis,,5,0,17
Dennis Kilderry,,,4,17
Total,28,5,4,17
,Representative In The General Assembly 173rd District - Democrat,,,24
,Mike Driscoll,Dennis Kilderry,Paul Definis,24
Mike Driscoll,70,0,0,24
Dennis Kilderry,,14,0,24
Paul Definis,,,10,24
Total,70,14,10,24
,Representative In The General Assembly 173rd District - Democrat,,,29
,Mike Driscoll,Dennis Kilderry,Paul Definis,29
Mike Driscoll,97,0,0,29
Dennis Kilderry,,11,0,29
Paul Definis,,,5,29
Total,97,11,5,29
,Representative In The General Assembly 173rd District - Democrat,,,30
,Mike Driscoll,Dennis Kilderry,Paul Definis,30
Mike Driscoll,37,0,0,30
Dennis Kilderry,,12,0,30
Paul Definis,,,8,30
Total,37,12,8,30
,Representative In The General Assembly 173rd District - Democrat,,,32
,Mike Driscoll,Dennis Kilderry,Paul Definis,32
Mike Driscoll,40,0,0,32
Dennis Kilderry,,8,0,32
Paul Definis,,,5,32
Total,40,8,5,32
,Representative In The General Assembly 173rd District - Democrat,,,35
,Mike Driscoll,Paul Definis,Dennis Kilderry,35
Mike Driscoll,46,0,0,35
Paul Definis,,16,0,35
Dennis Kilderry,,,13,35
Total,46,16,13,35
,Representative In The General Assembly 173rd District - Democrat,,,36
,Mike Driscoll,Paul Definis,Dennis Kilderry,36
Mike Driscoll,68,0,0,36
Paul Definis,,22,0,36
Dennis Kilderry,,,12,36
Total,68,22,12,36
,Representative In The General Assembly 173rd District - Democrat,,,37
,Mike Driscoll,Paul Definis,Dennis Kilderry,37
Mike Driscoll,29,0,0,37
Paul Definis,,5,0,37
Dennis Kilderry,,,3,37
Total,29,5,3,37
,Representative In The General Assembly 173rd District - Democrat,,,42
,Mike Driscoll,Dennis Kilderry,Paul Definis,42
Mike Driscoll,48,0,0,42
Dennis Kilderry,,7,0,42
Paul Definis,,,5,42
Total,48,7,5,42
,Representative In The General Assembly 173rd District - Democrat,,,43
,Mike Driscoll,Paul Definis,Dennis Kilderry,43
Mike Driscoll,85,0,0,43
Paul Definis,,12,0,43
Dennis Kilderry,,,8,43
Total,85,12,8,43
,Representative In The General Assembly 173rd District - Democrat,,,44
,Mike Driscoll,Dennis Kilderry,Paul Definis,44
Mike Driscoll,93,0,0,44
Dennis Kilderry,,11,0,44
Paul Definis,,,9,44
Total,93,11,9,44
,Representative In The General Assembly 173rd District - Democrat,,,45
,Mike Driscoll,Paul Definis,Dennis Kilderry,45
Mike Driscoll,37,0,0,45
Paul Definis,,13,0,45
Dennis Kilderry,,,4,45
Total,37,13,4,45
