col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,All
,Darrell L Clarke,Marylouise Isaacson,Micah Mahjoubian,Matthew D Myers,Michelle L Rumbaugh,Nekisha Fulton,Albert C Littlepage,Domenick demuro,Thomas J Rumbaugh,W Curtis Thomas,Emily Rodriguez,K Williams Medley,Kenneth T Walker Jr,All
Darrell L Clarke,4,104,106,90,89,86,82,71,48,116,60,7,5,All
Marylouise Isaacson,,1,109,86,101,99,84,75,54,70,73,2,3,All
Micah Mahjoubian,,,1,89,93,89,81,73,47,72,53,7,5,All
Matthew D Myers,,,,0,80,79,77,70,46,65,43,5,2,All
Michelle L Rumbaugh,,,,,0,89,77,70,46,53,54,3,2,All
Nekisha Fulton,,,,,,0,78,69,44,54,51,2,2,All
Albert C Littlepage,,,,,,,0,73,44,51,40,2,2,All
Domenick demuro,,,,,,,,0,36,46,34,3,1,All
Thomas J Rumbaugh,,,,,,,,,0,30,27,1,2,All
W Curtis Thomas,,,,,,,,,,32,0,0,0,All
Emily Rodriguez,,,,,,,,,,,34,0,0,All
K Williams Medley,,,,,,,,,,,,2,0,All
Kenneth T Walker Jr,,,,,,,,,,,,,0,All
Total,193,151,140,116,113,110,95,84,61,182,143,12,8,All
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,15
,Darrell L Clarke,Marylouise Isaacson,Micah Mahjoubian,Matthew D Myers,Michelle L Rumbaugh,Albert C Littlepage,Domenick demuro,Nekisha Fulton,Thomas J Rumbaugh,Emily Rodriguez,W Curtis Thomas,K Williams Medley,Kenneth T Walker Jr,15
Darrell L Clarke,0,25,24,23,20,19,18,18,10,19,26,1,1,15
Marylouise Isaacson,,0,28,23,23,21,22,21,13,21,15,1,0,15
Micah Mahjoubian,,,1,22,22,21,21,21,12,15,15,2,1,15
Matthew D Myers,,,,0,21,20,21,19,13,14,13,1,0,15
Michelle L Rumbaugh,,,,,0,18,20,19,11,17,7,2,0,15
Albert C Littlepage,,,,,,0,21,18,11,12,11,1,0,15
Domenick demuro,,,,,,,0,18,12,12,10,2,0,15
Nekisha Fulton,,,,,,,,0,10,14,8,1,0,15
Thomas J Rumbaugh,,,,,,,,,0,8,5,0,0,15
Emily Rodriguez,,,,,,,,,,7,0,0,0,15
W Curtis Thomas,,,,,,,,,,,9,0,0,15
K Williams Medley,,,,,,,,,,,,0,0,15
Kenneth T Walker Jr,,,,,,,,,,,,,0,15
Total,48,39,36,29,27,24,24,24,14,41,41,3,2,15
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,20
,Emily Rodriguez,W Curtis Thomas,K Williams Medley,Kenneth T Walker Jr,Marylouise Isaacson,Darrell L Clarke,Micah Mahjoubian,Michelle L Rumbaugh,Nekisha Fulton,Matthew D Myers,Albert C Littlepage,Thomas J Rumbaugh,Domenick demuro,20
Emily Rodriguez,12,0,0,0,29,20,22,22,20,13,15,8,10,20
W Curtis Thomas,,6,0,0,17,21,16,12,10,10,7,7,3,20
K Williams Medley,,,1,0,0,3,2,0,0,2,0,0,0,20
Kenneth T Walker Jr,,,,0,1,0,1,0,1,0,0,0,0,20
Marylouise Isaacson,,,,,0,31,34,32,30,20,21,15,13,20
Darrell L Clarke,,,,,,1,29,25,23,23,19,14,12,20
Micah Mahjoubian,,,,,,,0,28,27,23,20,14,12,20
Michelle L Rumbaugh,,,,,,,,0,26,18,19,14,11,20
Nekisha Fulton,,,,,,,,,0,18,18,13,11,20
Matthew D Myers,,,,,,,,,,0,16,11,9,20
Albert C Littlepage,,,,,,,,,,,0,12,12,20
Thomas J Rumbaugh,,,,,,,,,,,,0,5,20
Domenick demuro,,,,,,,,,,,,,0,20
Total,49,33,4,1,47,45,41,34,31,25,22,15,13,20
,Representative In The General Assembly 181st District - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,23
,W Curtis Thomas,Emily Rodriguez,K Williams Medley,Kenneth T Walker Jr,Darrell L Clarke,Marylouise Isaacson,Micah Mahjoubian,Matthew D Myers,Nekisha Fulton,Michelle L Rumbaugh,Albert C Littlepage,Domenick demuro,Thomas J Rumbaugh,23
W Curtis Thomas,17,0,0,0,69,38,41,42,36,34,33,33,18,23
Emily Rodriguez,,15,0,0,21,23,16,16,17,15,13,12,11,23
K Williams Medley,,,1,0,3,1,3,2,1,1,1,1,1,23
Kenneth T Walker Jr,,,,0,4,2,3,2,1,2,2,1,2,23
Darrell L Clarke,,,,,3,48,53,44,45,44,44,41,24,23
Marylouise Isaacson,,,,,,1,47,43,48,46,42,40,26,23
Micah Mahjoubian,,,,,,,0,44,41,43,40,40,21,23
Matthew D Myers,,,,,,,,0,42,41,41,40,22,23
Nekisha Fulton,,,,,,,,,0,44,42,40,21,23
Michelle L Rumbaugh,,,,,,,,,,0,40,39,21,23
Albert C Littlepage,,,,,,,,,,,0,40,21,23
Domenick demuro,,,,,,,,,,,,0,19,23
Thomas J Rumbaugh,,,,,,,,,,,,,0,23
Total,108,53,5,5,100,65,63,62,55,52,49,47,32,23
