col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,All
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,All
Mike Stack,18,0,0,0,0,407,106,50,32,All
Mark Smith,,2,0,0,0,26,6,9,7,All
Brandon P Neuman,,,1,0,0,12,10,6,4,All
Mark Critz,,,,1,0,20,1,4,0,All
Brad Koplinski,,,,,0,3,2,4,5,All
Brendan F Boyle,,,,,,44,0,0,0,All
Marjorie Margolies,,,,,,,17,0,0,All
Val Arkoosh,,,,,,,,4,0,All
Daylin Leach,,,,,,,,,2,All
Total,613,50,33,26,14,512,142,77,50,All
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,1
,Mike Stack,Mark Smith,Brandon P Neuman,Brad Koplinski,Mark Critz,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,1
Mike Stack,2,0,0,0,0,33,5,3,0,1
Mark Smith,,0,0,0,0,2,0,1,0,1
Brandon P Neuman,,,0,0,0,1,0,0,0,1
Brad Koplinski,,,,0,0,0,0,0,0,1
Mark Critz,,,,,0,0,0,0,0,1
Brendan F Boyle,,,,,,4,0,0,0,1
Marjorie Margolies,,,,,,,0,0,0,1
Val Arkoosh,,,,,,,,1,0,1
Daylin Leach,,,,,,,,,0,1
Total,43,3,1,0,0,40,5,5,0,1
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,2
,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,2
Mike Stack,1,0,0,0,0,37,6,5,2,2
Mark Smith,,0,0,0,0,4,2,0,0,2
Mark Critz,,,0,0,0,2,0,1,0,2
Brad Koplinski,,,,0,0,0,1,1,0,2
Brandon P Neuman,,,,,0,0,1,0,0,2
Brendan F Boyle,,,,,,1,0,0,0,2
Marjorie Margolies,,,,,,,0,0,0,2
Val Arkoosh,,,,,,,,0,0,2
Daylin Leach,,,,,,,,,0,2
Total,51,6,3,2,1,44,10,7,2,2
,Representative In Congress 13th District - Democrat,,,,Lieutenant Governor - Democrat,,,,,4
,Brendan F Boyle,Val Arkoosh,Marjorie Margolies,Daylin Leach,Mike Stack,Brandon P Neuman,Mark Critz,Mark Smith,Brad Koplinski,4
Brendan F Boyle,5,0,0,0,29,1,3,2,0,4
Val Arkoosh,,0,0,0,3,1,0,2,0,4
Marjorie Margolies,,,0,0,4,0,1,0,0,4
Daylin Leach,,,,0,0,2,0,0,2,4
Mike Stack,,,,,0,0,0,0,0,4
Brandon P Neuman,,,,,,0,0,0,0,4
Mark Critz,,,,,,,0,0,0,4
Mark Smith,,,,,,,,0,0,4
