col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,All
,Matthew D Myers,Darrell L Clarke,Micah Mahjoubian,Thomas J Rumbaugh,Michelle L Rumbaugh,Marylouise Isaacson,Domenick demuro,Nekisha Fulton,Albert C Littlepage,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,All
Matthew D Myers,3,815,718,557,421,409,417,332,311,515,331,104,43,All
Darrell L Clarke,,2,706,518,393,403,385,330,299,483,313,118,43,All
Micah Mahjoubian,,,1,458,377,407,317,324,298,428,285,86,40,All
Thomas J Rumbaugh,,,,11,373,307,315,251,220,408,191,55,24,All
Michelle L Rumbaugh,,,,,1,419,315,341,276,288,182,75,46,All
Marylouise Isaacson,,,,,,0,354,388,334,282,186,76,50,All
Domenick demuro,,,,,,,2,287,293,243,173,57,30,All
Nekisha Fulton,,,,,,,,0,275,195,136,52,35,All
Albert C Littlepage,,,,,,,,,1,168,127,52,25,All
Allyson Y Schwartz,,,,,,,,,,179,0,0,0,All
Tom Wolf,,,,,,,,,,,202,0,0,All
Robert M Mccord,,,,,,,,,,,,63,0,All
Katie Mcginty,,,,,,,,,,,,,22,All
Total,"1,049","1,011",887,723,605,598,511,423,375,901,730,250,109,All
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,1
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,Matthew D Myers,Darrell L Clarke,Micah Mahjoubian,Thomas J Rumbaugh,Domenick demuro,Marylouise Isaacson,Michelle L Rumbaugh,Nekisha Fulton,Albert C Littlepage,1
Allyson Y Schwartz,11,0,0,0,19,18,15,18,14,10,11,9,5,1
Tom Wolf,,8,0,0,8,11,10,5,5,5,5,4,3,1
Robert M Mccord,,,3,0,7,5,7,2,4,7,4,5,5,1
Katie Mcginty,,,,1,1,2,3,1,2,3,2,2,2,1
Matthew D Myers,,,,,1,27,24,17,18,9,11,10,9,1
Darrell L Clarke,,,,,,0,25,17,19,13,12,14,11,1
Micah Mahjoubian,,,,,,,0,15,15,18,17,17,15,1
Thomas J Rumbaugh,,,,,,,,1,15,8,11,9,8,1
Domenick demuro,,,,,,,,,0,13,13,14,13,1
Marylouise Isaacson,,,,,,,,,,0,16,17,14,1
Michelle L Rumbaugh,,,,,,,,,,,0,15,12,1
Nekisha Fulton,,,,,,,,,,,,0,14,1
Albert C Littlepage,,,,,,,,,,,,,0,1
Total,42,28,14,5,39,38,35,28,25,25,23,20,15,1
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,2
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,Marylouise Isaacson,Matthew D Myers,Michelle L Rumbaugh,Micah Mahjoubian,Darrell L Clarke,Nekisha Fulton,Thomas J Rumbaugh,Domenick demuro,Albert C Littlepage,2
Allyson Y Schwartz,10,0,0,0,26,23,24,24,21,21,22,18,17,2
Tom Wolf,,10,0,0,14,14,14,15,15,9,9,10,13,2
Robert M Mccord,,,4,0,3,4,3,4,4,3,2,2,0,2
Katie Mcginty,,,,1,2,3,3,1,2,2,2,3,2,2
Marylouise Isaacson,,,,,0,32,38,29,30,33,24,28,30,2
Matthew D Myers,,,,,,0,31,33,34,26,27,25,27,2
Michelle L Rumbaugh,,,,,,,0,26,27,30,28,27,27,2
Micah Mahjoubian,,,,,,,,0,33,25,23,22,24,2
Darrell L Clarke,,,,,,,,,0,27,21,24,25,2
Nekisha Fulton,,,,,,,,,,0,18,26,25,2
Thomas J Rumbaugh,,,,,,,,,,,0,18,20,2
Domenick demuro,,,,,,,,,,,,1,25,2
Albert C Littlepage,,,,,,,,,,,,,0,2
Total,48,34,10,6,46,45,45,44,43,36,36,34,32,2
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,3
,Matthew D Myers,Darrell L Clarke,Micah Mahjoubian,Thomas J Rumbaugh,Domenick demuro,Michelle L Rumbaugh,Marylouise Isaacson,Nekisha Fulton,Albert C Littlepage,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,3
Matthew D Myers,0,80,65,65,39,21,20,16,13,51,24,5,3,3
Darrell L Clarke,,0,63,61,36,16,15,12,10,50,22,6,2,3
Micah Mahjoubian,,,0,54,27,18,19,16,12,40,20,7,2,3
Thomas J Rumbaugh,,,,0,36,21,20,17,13,43,16,7,2,3
Domenick demuro,,,,,0,14,19,16,14,20,16,7,3,3
Michelle L Rumbaugh,,,,,,0,21,17,11,9,12,7,2,3
Marylouise Isaacson,,,,,,,0,20,14,8,14,7,1,3
Nekisha Fulton,,,,,,,,0,13,4,9,6,1,3
Albert C Littlepage,,,,,,,,,0,2,9,3,1,3
Allyson Y Schwartz,,,,,,,,,,15,0,0,0,3
Tom Wolf,,,,,,,,,,,9,0,0,3
Robert M Mccord,,,,,,,,,,,,4,0,3
Katie Mcginty,,,,,,,,,,,,,0,3
Total,91,88,76,71,46,31,30,20,15,74,48,15,4,3
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,4
,Matthew D Myers,Micah Mahjoubian,Darrell L Clarke,Thomas J Rumbaugh,Marylouise Isaacson,Domenick demuro,Michelle L Rumbaugh,Albert C Littlepage,Nekisha Fulton,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,4
Matthew D Myers,0,44,41,32,27,26,19,23,25,21,15,9,1,4
Micah Mahjoubian,,0,39,32,30,27,22,25,26,20,14,9,2,4
Darrell L Clarke,,,1,26,22,22,14,21,20,17,16,9,1,4
Thomas J Rumbaugh,,,,2,22,23,19,18,22,19,10,6,0,4
