col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,All
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,All
Chaka Fattah,157,563,272,154,All
Leanna Washington,,38,0,0,All
Art Haywood,,,28,0,All
Brian D Gralnick,,,,38,All
Total,"1,146",601,300,192,All
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,1
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,1
Chaka Fattah,9,54,24,22,1
Leanna Washington,,2,0,0,1
Art Haywood,,,1,0,1
Brian D Gralnick,,,,3,1
Total,109,56,25,25,1
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,2
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,2
Chaka Fattah,12,72,26,9,2
Leanna Washington,,3,0,0,2
Art Haywood,,,2,0,2
Brian D Gralnick,,,,3,2
Total,119,75,28,12,2
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,3
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,3
Chaka Fattah,11,24,22,7,3
Leanna Washington,,8,0,0,3
Art Haywood,,,2,0,3
Brian D Gralnick,,,,2,3
Total,64,32,24,9,3
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,4
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,4
Chaka Fattah,7,26,10,7,4
Leanna Washington,,1,0,0,4
Art Haywood,,,1,0,4
Brian D Gralnick,,,,3,4
Total,50,27,11,10,4
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,5
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,5
Chaka Fattah,19,65,42,26,5
Leanna Washington,,6,0,0,5
Art Haywood,,,5,0,5
Brian D Gralnick,,,,1,5
Total,152,71,47,27,5
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,6
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,6
Chaka Fattah,15,33,18,11,6
Leanna Washington,,1,0,0,6
Art Haywood,,,3,0,6
Brian D Gralnick,,,,3,6
Total,77,34,21,14,6
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,7
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,7
Chaka Fattah,14,55,43,14,7
Leanna Washington,,3,0,0,7
Art Haywood,,,3,0,7
Brian D Gralnick,,,,7,7
Total,126,58,46,21,7
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,9
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,9
Chaka Fattah,23,56,25,15,9
Leanna Washington,,3,0,0,9
Art Haywood,,,2,0,9
Brian D Gralnick,,,,4,9
Total,119,59,27,19,9
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,10
,Chaka Fattah,Leanna Washington,Brian D Gralnick,Art Haywood,10
Chaka Fattah,7,80,9,8,10
Leanna Washington,,3,0,0,10
Brian D Gralnick,,,4,0,10
Art Haywood,,,,0,10
Total,104,83,13,8,10
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,12
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,12
Chaka Fattah,17,51,36,20,12
Leanna Washington,,4,0,0,12
Art Haywood,,,4,0,12
Brian D Gralnick,,,,4,12
Total,124,55,40,24,12
,Representative In Congress 2nd District - Democrat,Senator In The General Assembly 4th District - Democrat,,,13
,Chaka Fattah,Leanna Washington,Art Haywood,Brian D Gralnick,13
Chaka Fattah,23,47,18,14,13
Leanna Washington,,4,0,0,13
Art Haywood,,,5,0,13
Brian D Gralnick,,,,4,13
Total,102,51,23,18,13
