col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,,All
,David Rodriguez,Elaine Tomlin,Edward M Lloyd Jr,Latrice Y Bryant,Humberto Perez,Gwen Collins,Barbara Carroll,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,Leslie Acosta,Danilo R Burgos,Ben Ramos,Jose P Miranda,All
David Rodriguez,3,114,138,127,121,99,101,99,87,77,6,194,72,77,8,All
Elaine Tomlin,,14,112,91,97,96,98,96,80,75,5,66,124,44,6,All
Edward M Lloyd Jr,,,10,120,92,94,93,93,80,66,5,87,45,44,11,All
Latrice Y Bryant,,,,4,83,87,88,88,79,69,4,93,36,41,8,All
Humberto Perez,,,,,0,92,86,93,86,67,4,65,57,28,11,All
Gwen Collins,,,,,,0,96,102,86,73,5,52,46,28,8,All
Barbara Carroll,,,,,,,0,96,81,76,3,49,44,26,10,All
Karen Voss,,,,,,,,0,88,79,5,48,43,24,10,All
Louis Agre,,,,,,,,,1,68,3,42,36,22,8,All
Ruth I Birchett,,,,,,,,,,0,2,38,31,17,7,All
Dawn Thomas,,,,,,,,,,,1,3,2,1,0,All
Leslie Acosta,,,,,,,,,,,,43,0,0,0,All
Danilo R Burgos,,,,,,,,,,,,,50,0,0,All
Ben Ramos,,,,,,,,,,,,,,26,0,All
Jose P Miranda,,,,,,,,,,,,,,,2,All
Total,356,262,205,185,163,137,131,128,109,95,7,307,236,155,21,All
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,,2
,David Rodriguez,Latrice Y Bryant,Elaine Tomlin,Humberto Perez,Edward M Lloyd Jr,Barbara Carroll,Gwen Collins,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,Leslie Acosta,Danilo R Burgos,Ben Ramos,Jose P Miranda,2
David Rodriguez,0,11,11,13,10,9,8,9,8,7,0,14,5,9,1,2
Latrice Y Bryant,,0,9,9,8,7,7,7,7,5,0,7,2,7,0,2
Elaine Tomlin,,,0,11,8,8,7,7,7,6,0,3,4,7,1,2
Humberto Perez,,,,0,8,8,8,8,8,6,0,4,4,6,1,2
Edward M Lloyd Jr,,,,,1,5,6,5,5,3,0,5,3,4,1,2
Barbara Carroll,,,,,,0,7,8,7,7,0,1,1,6,1,2
Gwen Collins,,,,,,,0,7,7,5,0,0,3,5,1,2
Karen Voss,,,,,,,,0,7,6,0,1,1,6,1,2
Louis Agre,,,,,,,,,0,5,0,0,2,5,1,2
Ruth I Birchett,,,,,,,,,,0,0,1,1,4,1,2
Dawn Thomas,,,,,,,,,,,0,0,0,0,0,2
