col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 172nd District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Kevin J Boyle,Jeffrey Voice,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,All
Kevin J Boyle,106,0,135,110,98,88,All
Jeffrey Voice,,3,17,11,16,9,All
James Harrity,,,0,75,67,68,All
Marnie Aument Loughrey,,,,2,70,65,All
Donna J Derose,,,,,0,67,All
Frank T Brzozowski,,,,,,0,All
Total,339,29,152,124,116,99,All
,Representative In The General Assembly 172nd District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,1
,Kevin J Boyle,Jeffrey Voice,Marnie Aument Loughrey,Donna J Derose,James Harrity,Frank T Brzozowski,1
Kevin J Boyle,27,0,20,21,21,17,1
Jeffrey Voice,,1,5,4,4,3,1
Marnie Aument Loughrey,,,2,15,15,10,1
Donna J Derose,,,,0,11,13,1
James Harrity,,,,,0,11,1
Frank T Brzozowski,,,,,,0,1
Total,71,9,27,26,25,21,1
,Representative In The General Assembly 172nd District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,3
,Kevin J Boyle,Jeffrey Voice,James Harrity,Donna J Derose,Marnie Aument Loughrey,Frank T Brzozowski,3
Kevin J Boyle,17,0,26,24,20,16,3
Jeffrey Voice,,0,4,1,1,1,3
James Harrity,,,0,13,14,12,3
Donna J Derose,,,,0,13,12,3
Marnie Aument Loughrey,,,,,0,13,3
Frank T Brzozowski,,,,,,0,3
Total,66,4,30,25,21,17,3
,Representative In The General Assembly 172nd District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,5
,Kevin J Boyle,Jeffrey Voice,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,5
Kevin J Boyle,23,0,43,34,21,23,5
Jeffrey Voice,,0,0,0,3,0,5
James Harrity,,,0,17,13,16,5
Marnie Aument Loughrey,,,,0,14,14,5
Donna J Derose,,,,,0,14,5
Frank T Brzozowski,,,,,,0,5
Total,94,3,43,34,24,23,5
,Representative In The General Assembly 172nd District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,8
,Kevin J Boyle,Jeffrey Voice,James Harrity,Donna J Derose,Marnie Aument Loughrey,Frank T Brzozowski,8
Kevin J Boyle,22,0,23,18,18,19,8
Jeffrey Voice,,2,5,5,3,1,8
James Harrity,,,0,16,16,15,8
Donna J Derose,,,,0,15,15,8
Marnie Aument Loughrey,,,,,0,15,8
Frank T Brzozowski,,,,,,0,8
Total,57,9,28,23,21,20,8
,Representative In The General Assembly 172nd District - Democrat,,Member Of - Democratic State Committee 2nd Senatorial District,,,,9
,Kevin J Boyle,Jeffrey Voice,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,9
Kevin J Boyle,17,0,22,18,14,13,9
Jeffrey Voice,,0,4,2,3,4,9
James Harrity,,,0,13,14,14,9
Marnie Aument Loughrey,,,,0,13,13,9
Donna J Derose,,,,,0,13,9
Frank T Brzozowski,,,,,,0,9
Total,51,4,26,21,18,18,9
