col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 194th District - Democrat,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,All
,Dave Henderson,Pamela Delissio,Jacque Whaumbush,Ken Washington,Monica Maria Djerassi,Kathryn S Huggins,Lisa Rhodes,Willie Jordan,All
Dave Henderson,549,0,700,772,558,526,488,459,All
Pamela Delissio,,450,745,629,614,643,585,471,All
Jacque Whaumbush,,,7,910,886,904,893,832,All
Ken Washington,,,,8,865,870,858,854,All
Monica Maria Djerassi,,,,,14,955,939,842,All
Kathryn S Huggins,,,,,,4,966,848,All
Lisa Rhodes,,,,,,,0,824,All
Willie Jordan,,,,,,,,3,All
Total,"1,809","1,594","1,466","1,424","1,206","1,191","1,090",948,All
