col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,1
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Michelle L Rumbaugh,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,1
Mike Stack,12,0,0,0,0,121,71,59,55,46,45,45,28,26,1
Brad Koplinski,,0,0,0,0,4,3,4,5,4,5,3,2,1,1
Mark Smith,,,1,0,0,3,4,5,5,4,3,5,3,4,1
Brandon P Neuman,,,,0,0,0,0,1,0,0,0,0,0,0,1
Mark Critz,,,,,0,1,0,0,0,0,0,0,0,0,1
Darrell L Clarke,,,,,,1,58,52,45,38,38,38,24,17,1
Matthew D Myers,,,,,,,0,59,54,43,47,48,31,29,1
Micah Mahjoubian,,,,,,,,0,53,43,45,43,27,25,1
Marylouise Isaacson,,,,,,,,,0,53,52,53,32,28,1
Michelle L Rumbaugh,,,,,,,,,,0,45,42,29,23,1
Nekisha Fulton,,,,,,,,,,,0,44,31,25,1
Domenick demuro,,,,,,,,,,,,0,27,24,1
Albert C Littlepage,,,,,,,,,,,,,0,22,1
Thomas J Rumbaugh,,,,,,,,,,,,,,0,1
Total,162,6,6,1,1,131,81,71,67,56,55,54,34,32,1
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,2
,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,Darrell L Clarke,Matthew D Myers,Marylouise Isaacson,Michelle L Rumbaugh,Micah Mahjoubian,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,2
Mike Stack,15,0,0,0,0,93,59,51,46,43,42,34,26,21,2
Mark Smith,,1,0,0,0,3,3,2,1,2,1,2,1,1,2
Brad Koplinski,,,1,0,0,2,2,2,2,2,2,3,2,0,2
Brandon P Neuman,,,,1,0,3,1,1,1,1,1,1,1,0,2
Mark Critz,,,,,0,2,1,0,1,1,0,1,1,1,2
Darrell L Clarke,,,,,,4,58,49,46,45,42,34,28,20,2
Matthew D Myers,,,,,,,1,48,44,47,44,36,30,20,2
Marylouise Isaacson,,,,,,,,0,45,41,44,36,29,18,2
Michelle L Rumbaugh,,,,,,,,,0,35,41,32,29,18,2
