col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,All
,Rosita C Youngblood,John Connelly,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Ron Couser,Bill Durham,M Karen Bojar,All
Rosita C Youngblood,107,0,470,483,379,246,150,135,143,102,All
John Connelly,,36,162,126,116,129,67,64,62,56,All
Jalila D Parker,,,16,376,420,235,165,153,154,129,All
Cindy Bass,,,,19,322,214,170,165,164,127,All
Nedia S Ralston,,,,,3,200,123,130,116,100,All
Sherrie Cohen,,,,,,11,135,136,133,120,All
Janet Thompson,,,,,,,1,100,125,83,All
Ron Couser,,,,,,,,4,119,92,All
Bill Durham,,,,,,,,,1,58,All
M Karen Bojar,,,,,,,,,,2,All
Total,867,306,667,647,511,393,221,213,208,170,All
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Rosita C Youngblood,John Connelly,Cindy Bass,Jalila D Parker,Nedia S Ralston,Sherrie Cohen,Ron Couser,M Karen Bojar,Bill Durham,Janet Thompson,1
Rosita C Youngblood,13,0,46,42,38,21,15,11,10,12,1
John Connelly,,4,10,13,11,11,6,5,6,4,1
Cindy Bass,,,2,34,32,23,20,16,14,13,1
Jalila D Parker,,,,3,42,25,19,13,13,10,1
Nedia S Ralston,,,,,2,20,15,10,7,6,1
Sherrie Cohen,,,,,,1,17,14,13,13,1
Ron Couser,,,,,,,0,13,11,7,1
M Karen Bojar,,,,,,,,0,7,6,1
Bill Durham,,,,,,,,,0,10,1
Janet Thompson,,,,,,,,,,0,1
Total,80,26,62,62,54,35,23,19,16,16,1
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,2
,Rosita C Youngblood,John Connelly,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Bill Durham,Ron Couser,M Karen Bojar,2
Rosita C Youngblood,5,0,52,39,36,16,7,10,8,2,2
John Connelly,,5,17,15,14,12,10,6,7,3,2
Jalila D Parker,,,2,28,42,13,12,11,11,5,2
Cindy Bass,,,,0,27,9,15,12,15,5,2
Nedia S Ralston,,,,,0,11,12,9,9,4,2
Sherrie Cohen,,,,,,1,6,5,6,4,2
Janet Thompson,,,,,,,0,11,10,2,2
Bill Durham,,,,,,,,0,11,1,2
Ron Couser,,,,,,,,,0,4,2
M Karen Bojar,,,,,,,,,,1,2
Total,89,33,72,55,51,29,18,16,15,6,2
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Representative In The General Assembly 198th District - Democrat,,3
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Bill Durham,Ron Couser,M Karen Bojar,Janet Thompson,Rosita C Youngblood,John Connelly,3
Jalila D Parker,1,25,26,12,8,6,5,5,17,21,3
Cindy Bass,,4,20,13,10,8,7,5,19,17,3
Nedia S Ralston,,,0,10,6,6,3,2,13,15,3
Sherrie Cohen,,,,0,8,7,5,3,10,10,3
Bill Durham,,,,,0,7,4,3,6,6,3
Ron Couser,,,,,,0,4,1,6,5,3
M Karen Bojar,,,,,,,0,2,4,4,3
Janet Thompson,,,,,,,,0,3,2,3
Rosita C Youngblood,,,,,,,,,6,0,3
John Connelly,,,,,,,,,,1,3
Total,44,41,31,21,14,12,9,6,37,31,3
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Representative In The General Assembly 198th District - Democrat,,4
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Bill Durham,M Karen Bojar,Ron Couser,Rosita C Youngblood,John Connelly,4
Jalila D Parker,1,16,19,14,7,5,6,2,23,11,4
Cindy Bass,,1,13,10,6,7,4,2,15,6,4
Nedia S Ralston,,,0,14,5,5,3,2,14,6,4
Sherrie Cohen,,,,0,5,7,4,2,12,8,4
Janet Thompson,,,,,0,4,3,0,4,4,4
Bill Durham,,,,,,0,2,1,4,3,4
M Karen Bojar,,,,,,,0,1,3,2,4
Ron Couser,,,,,,,,0,2,0,4
