col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,1
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,1
Mike Stack,0,0,0,0,0,50,10,10,4,1
Brad Koplinski,,1,0,0,0,1,0,1,0,1
Mark Smith,,,0,0,0,3,0,0,0,1
Brandon P Neuman,,,,0,0,0,1,0,1,1
Mark Critz,,,,,0,0,0,0,0,1
Brendan F Boyle,,,,,,1,0,0,0,1
Marjorie Margolies,,,,,,,2,0,0,1
Val Arkoosh,,,,,,,,0,0,1
Daylin Leach,,,,,,,,,0,1
Total,74,3,3,2,0,55,13,11,5,1
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,2
,Mike Stack,Brad Koplinski,Mark Smith,Brandon P Neuman,Mark Critz,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,2
Mike Stack,0,0,0,0,0,60,10,3,5,2
Brad Koplinski,,0,0,0,0,0,1,3,0,2
Mark Smith,,,0,0,0,4,0,0,0,2
Brandon P Neuman,,,,0,0,2,1,0,0,2
Mark Critz,,,,,1,2,0,0,0,2
Brendan F Boyle,,,,,,8,0,0,0,2
Marjorie Margolies,,,,,,,2,0,0,2
Daylin Leach,,,,,,,,0,0,2
Val Arkoosh,,,,,,,,,0,2
Total,78,4,4,3,3,76,14,6,5,2
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,3
,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,Brendan F Boyle,Daylin Leach,Marjorie Margolies,Val Arkoosh,3
Mike Stack,3,0,0,0,0,45,7,3,2,3
Mark Smith,,0,0,0,0,2,1,0,0,3
Brad Koplinski,,,0,0,0,1,0,1,0,3
Brandon P Neuman,,,,0,0,1,0,1,0,3
Mark Critz,,,,,0,0,0,0,0,3
Brendan F Boyle,,,,,,2,0,0,0,3
Daylin Leach,,,,,,,0,0,0,3
Marjorie Margolies,,,,,,,,1,0,3
Val Arkoosh,,,,,,,,,2,3
Total,60,3,2,2,0,51,8,6,4,3
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,4
,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,4
Mike Stack,1,0,0,0,0,62,6,3,1,4
Mark Smith,,1,0,0,0,3,3,0,0,4
Brad Koplinski,,,1,0,0,2,0,0,1,4
Brandon P Neuman,,,,0,0,0,0,0,0,4
Mark Critz,,,,,0,0,0,0,0,4
Brendan F Boyle,,,,,,5,0,0,0,4
Marjorie Margolies,,,,,,,0,0,0,4
Val Arkoosh,,,,,,,,0,0,4
Daylin Leach,,,,,,,,,0,4
Total,73,7,4,0,0,72,9,3,2,4
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,5
,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,Brendan F Boyle,Val Arkoosh,Marjorie Margolies,Daylin Leach,5
Mike Stack,2,0,0,0,0,75,3,5,2,5
Brandon P Neuman,,0,0,0,0,1,0,1,1,5
Mark Smith,,,0,0,0,3,0,0,0,5
Mark Critz,,,,0,0,0,2,0,0,5
Brad Koplinski,,,,,0,0,0,0,0,5
Brendan F Boyle,,,,,,2,0,0,0,5
Val Arkoosh,,,,,,,3,0,0,5
Marjorie Margolies,,,,,,,,0,0,5
Daylin Leach,,,,,,,,,0,5
Total,87,3,3,2,0,81,8,6,3,5
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,6
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,6
Mike Stack,4,0,0,0,0,41,11,3,2,6
Brad Koplinski,,0,0,0,0,2,0,1,0,6
Brandon P Neuman,,,0,0,0,1,1,0,0,6
Mark Critz,,,,0,0,1,0,1,0,6
Mark Smith,,,,,0,1,0,0,0,6
Brendan F Boyle,,,,,,9,0,0,0,6
Marjorie Margolies,,,,,,,1,0,0,6
Val Arkoosh,,,,,,,,0,0,6
Daylin Leach,,,,,,,,,0,6
Total,61,3,2,2,1,55,13,5,2,6
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,7
,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,7
Mike Stack,5,0,0,0,0,54,11,5,6,7
Mark Smith,,0,0,0,0,1,1,3,0,7
Brad Koplinski,,,0,0,0,1,1,0,1,7
Brandon P Neuman,,,,1,0,0,0,0,1,7
Mark Critz,,,,,0,1,0,0,0,7
Brendan F Boyle,,,,,,5,0,0,0,7
Marjorie Margolies,,,,,,,0,0,0,7
Daylin Leach,,,,,,,,0,0,7
Val Arkoosh,,,,,,,,,0,7
Total,81,5,3,2,1,62,13,8,8,7
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,8
,Mike Stack,Mark Critz,Mark Smith,Brad Koplinski,Brandon P Neuman,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,8
Mike Stack,3,0,0,0,0,43,9,1,2,8
Mark Critz,,1,0,0,0,1,0,1,0,8
Mark Smith,,,0,0,0,3,0,0,0,8
Brad Koplinski,,,,0,0,0,0,2,0,8
Brandon P Neuman,,,,,0,0,0,0,0,8
Brendan F Boyle,,,,,,3,0,0,0,8
Marjorie Margolies,,,,,,,0,0,0,8
Val Arkoosh,,,,,,,,1,0,8
Daylin Leach,,,,,,,,,0,8
Total,58,3,3,2,0,50,9,5,2,8
,Representative In Congress 13th District - Democrat,,,,Lieutenant Governor - Democrat,,,,,9
,Brendan F Boyle,Val Arkoosh,Daylin Leach,Marjorie Margolies,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Smith,Mark Critz,9
Brendan F Boyle,5,0,0,0,39,2,2,2,0,9
Val Arkoosh,,0,0,0,2,1,0,0,0,9
Daylin Leach,,,0,0,1,1,0,0,0,9
Marjorie Margolies,,,,0,1,0,0,0,0,9
Mike Stack,,,,,0,0,0,0,0,9
Brad Koplinski,,,,,,0,0,0,0,9
Brandon P Neuman,,,,,,,0,0,0,9
Mark Smith,,,,,,,,0,0,9
Mark Critz,,,,,,,,,0,9
Total,50,3,2,1,43,4,2,2,0,9
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,10
,Mike Stack,Brandon P Neuman,Mark Critz,Mark Smith,Brad Koplinski,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,10
Mike Stack,1,0,0,0,0,33,6,6,1,10
Brandon P Neuman,,0,0,0,0,3,0,0,0,10
Mark Critz,,,0,0,0,2,0,0,0,10
Mark Smith,,,,0,0,2,0,0,0,10
Brad Koplinski,,,,,0,0,1,0,0,10
Brendan F Boyle,,,,,,2,0,0,0,10
Marjorie Margolies,,,,,,,0,0,0,10
Val Arkoosh,,,,,,,,0,0,10
Daylin Leach,,,,,,,,,0,10
Total,47,3,2,2,1,42,7,6,1,10
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,11
,Mike Stack,Brad Koplinski,Mark Critz,Brandon P Neuman,Mark Smith,Brendan F Boyle,Daylin Leach,Val Arkoosh,Marjorie Margolies,11
Mike Stack,3,0,0,0,0,36,4,6,4,11
Brad Koplinski,,0,0,0,0,1,1,0,0,11
Mark Critz,,,0,0,0,1,0,1,0,11
Brandon P Neuman,,,,0,0,0,0,0,0,11
Mark Smith,,,,,0,0,0,0,0,11
Brendan F Boyle,,,,,,5,0,0,0,11
Daylin Leach,,,,,,,2,0,0,11
Val Arkoosh,,,,,,,,0,0,11
Marjorie Margolies,,,,,,,,,0,11
Total,53,2,2,0,0,43,7,7,4,11
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,12
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,Brendan F Boyle,Daylin Leach,Marjorie Margolies,Val Arkoosh,12
Mike Stack,31,0,0,0,0,0,0,0,0,12
Brad Koplinski,,1,0,0,0,0,0,0,0,12
Brandon P Neuman,,,1,0,0,0,0,0,0,12
Mark Critz,,,,1,0,0,0,0,0,12
Mark Smith,,,,,1,0,0,0,0,12
Brendan F Boyle,,,,,,0,0,0,0,12
Daylin Leach,,,,,,,0,0,0,12
Marjorie Margolies,,,,,,,,0,0,12
Val Arkoosh,,,,,,,,,0,12
Total,31,1,1,1,1,0,0,0,0,12
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,13
,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,13
Mike Stack,6,0,0,0,0,42,7,4,2,13
Mark Smith,,0,0,0,0,3,0,0,1,13
Mark Critz,,,0,0,0,2,1,0,0,13
Brad Koplinski,,,,0,0,1,0,0,0,13
Brandon P Neuman,,,,,0,0,0,0,0,13
Brendan F Boyle,,,,,,3,0,0,0,13
Marjorie Margolies,,,,,,,0,0,0,13
Daylin Leach,,,,,,,,0,0,13
Val Arkoosh,,,,,,,,,0,13
Total,61,4,3,1,0,51,8,4,3,13
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,14
,Mike Stack,Mark Smith,Brandon P Neuman,Brad Koplinski,Mark Critz,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,14
Mike Stack,1,0,0,0,0,35,4,4,0,14
Mark Smith,,0,0,0,0,1,1,1,1,14
Brandon P Neuman,,,0,0,0,1,0,0,0,14
Brad Koplinski,,,,0,0,0,0,0,0,14
Mark Critz,,,,,0,0,0,0,0,14
Brendan F Boyle,,,,,,1,0,0,0,14
Marjorie Margolies,,,,,,,2,0,0,14
Val Arkoosh,,,,,,,,0,0,14
Daylin Leach,,,,,,,,,0,14
Total,44,4,1,0,0,38,7,5,1,14
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,15
,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Smith,Mark Critz,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,15
Mike Stack,8,0,0,0,0,53,14,4,2,15
Brad Koplinski,,1,0,0,0,0,1,0,1,15
Brandon P Neuman,,,0,0,0,1,1,0,0,15
Mark Smith,,,,0,0,0,1,1,0,15
Mark Critz,,,,,0,0,0,0,0,15
Brendan F Boyle,,,,,,3,0,0,0,15
Marjorie Margolies,,,,,,,1,0,0,15
Daylin Leach,,,,,,,,0,0,15
Val Arkoosh,,,,,,,,,0,15
Total,81,3,2,2,0,57,18,5,3,15
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,16
,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,16
Mike Stack,3,0,0,0,0,63,8,4,5,16
Mark Smith,,1,0,0,0,2,1,2,1,16
Mark Critz,,,1,0,0,3,0,0,0,16
Brad Koplinski,,,,0,0,0,2,1,0,16
Brandon P Neuman,,,,,0,0,0,1,0,16
Brendan F Boyle,,,,,,6,0,0,0,16
Marjorie Margolies,,,,,,,0,0,0,16
Daylin Leach,,,,,,,,0,0,16
Val Arkoosh,,,,,,,,,0,16
Total,83,7,4,3,1,74,11,8,6,16
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,17
,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,17
Mike Stack,3,0,0,0,0,34,7,2,1,17
Mark Smith,,0,0,0,0,2,1,0,0,17
Mark Critz,,,0,0,0,2,0,0,0,17
Brad Koplinski,,,,0,0,1,0,0,0,17
Brandon P Neuman,,,,,0,0,0,0,1,17
Brendan F Boyle,,,,,,6,0,0,0,17
Marjorie Margolies,,,,,,,0,0,0,17
Daylin Leach,,,,,,,,0,0,17
Val Arkoosh,,,,,,,,,0,17
Total,47,3,2,1,1,45,8,2,2,17
,Lieutenant Governor - Democrat,,,,,Representative In Congress 13th District - Democrat,,,,18
,Mike Stack,Brad Koplinski,Mark Smith,Mark Critz,Brandon P Neuman,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,18
Mike Stack,4,0,0,0,0,63,10,6,3,18
Brad Koplinski,,0,0,0,0,2,1,1,1,18
Mark Smith,,,0,0,0,3,0,0,0,18
Mark Critz,,,,0,0,0,0,0,2,18
Brandon P Neuman,,,,,0,0,1,0,0,18
Brendan F Boyle,,,,,,7,0,0,0,18
Marjorie Margolies,,,,,,,0,0,0,18
Daylin Leach,,,,,,,,0,0,18
