col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 181st District - Democrat,,,,Governor - Democrat,,,,All
,W Curtis Thomas,Kenneth T Walker Jr,Emily Rodriguez,K Williams Medley,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
W Curtis Thomas,199,0,0,0,"1,836",901,560,63,All
Kenneth T Walker Jr,,70,0,0,439,225,79,38,All
Emily Rodriguez,,,42,0,269,297,94,83,All
K Williams Medley,,,,16,470,48,68,14,All
Tom Wolf,,,,,314,0,0,0,All
Allyson Y Schwartz,,,,,,148,0,0,All
Robert M Mccord,,,,,,,79,0,All
Katie Mcginty,,,,,,,,23,All
Total,"3,559",851,785,616,"3,328","1,619",880,221,All
