col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 2nd District - Democrat,Lieutenant Governor - Democrat,,,,,All
,Chaka Fattah,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,All
Chaka Fattah,111,715,52,35,38,24,All
Mike Stack,,71,0,0,0,0,All
Mark Smith,,,8,0,0,0,All
Brandon P Neuman,,,,20,0,0,All
Mark Critz,,,,,3,0,All
Brad Koplinski,,,,,,10,All
Total,975,786,60,55,41,34,All
,Representative In Congress 2nd District - Democrat,Lieutenant Governor - Democrat,,,,,1
,Chaka Fattah,Mike Stack,Brad Koplinski,Brandon P Neuman,Mark Critz,Mark Smith,1
Chaka Fattah,6,48,2,3,2,2,1
Mike Stack,,5,0,0,0,0,1
Brad Koplinski,,,1,0,0,0,1
Brandon P Neuman,,,,0,0,0,1
Mark Critz,,,,,0,0,1
Mark Smith,,,,,,0,1
Total,63,53,3,3,2,2,1
,Representative In Congress 2nd District - Democrat,Lieutenant Governor - Democrat,,,,,2
,Chaka Fattah,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,2
Chaka Fattah,11,68,7,6,3,2,2
Mike Stack,,9,0,0,0,0,2
Mark Smith,,,0,0,0,0,2
Mark Critz,,,,0,0,0,2
Brad Koplinski,,,,,2,0,2
Brandon P Neuman,,,,,,1,2
Total,97,77,7,6,5,3,2
,Representative In Congress 2nd District - Democrat,Lieutenant Governor - Democrat,,,,,6
,Chaka Fattah,Mike Stack,Brandon P Neuman,Mark Smith,Brad Koplinski,Mark Critz,6
Chaka Fattah,25,114,10,9,4,3,6
Mike Stack,,10,0,0,0,0,6
Brandon P Neuman,,,2,0,0,0,6
Mark Smith,,,,3,0,0,6
Brad Koplinski,,,,,2,0,6
Mark Critz,,,,,,0,6
Total,165,124,12,12,6,3,6
,Representative In Congress 2nd District - Democrat,Lieutenant Governor - Democrat,,,,,7
,Chaka Fattah,Mike Stack,Mark Smith,Mark Critz,Brandon P Neuman,Brad Koplinski,7
Chaka Fattah,13,60,8,7,0,2,7
Mike Stack,,5,0,0,0,0,7
Mark Smith,,,0,0,0,0,7
Mark Critz,,,,0,0,0,7
Brandon P Neuman,,,,,3,0,7
Brad Koplinski,,,,,,0,7
Total,90,65,8,7,3,2,7
,Representative In Congress 2nd District - Democrat,Lieutenant Governor - Democrat,,,,,17
,Chaka Fattah,Mike Stack,Brandon P Neuman,Brad Koplinski,Mark Critz,Mark Smith,17
Chaka Fattah,10,88,4,4,3,0,17
Mike Stack,,4,0,0,0,0,17
Brandon P Neuman,,,4,0,0,0,17
Brad Koplinski,,,,1,0,0,17
Mark Critz,,,,,1,0,17
Mark Smith,,,,,,2,17
Total,109,92,8,5,4,2,17
,Representative In Congress 2nd District - Democrat,Lieutenant Governor - Democrat,,,,,21
,Chaka Fattah,Mike Stack,Mark Smith,Mark Critz,Brandon P Neuman,Brad Koplinski,21
Chaka Fattah,19,137,7,5,1,0,21
Mike Stack,,15,0,0,0,0,21
Mark Smith,,,1,0,0,0,21
Mark Critz,,,,0,0,0,21
Brandon P Neuman,,,,,3,0,21
Brad Koplinski,,,,,,2,21
Total,169,152,8,5,4,2,21
,Representative In Congress 2nd District - Democrat,Lieutenant Governor - Democrat,,,,,22
,Chaka Fattah,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,22
Chaka Fattah,8,68,9,5,6,3,22
Mike Stack,,9,0,0,0,0,22
Mark Smith,,,1,0,0,0,22
Brandon P Neuman,,,,1,0,0,22
Mark Critz,,,,,0,0,22
Brad Koplinski,,,,,,1,22
Total,99,77,10,6,6,4,22
,Representative In Congress 2nd District - Democrat,Lieutenant Governor - Democrat,,,,,23
,Chaka Fattah,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,23
Chaka Fattah,11,76,9,5,5,5,23
Mike Stack,,9,0,0,0,0,23
Mark Smith,,,1,0,0,0,23
Brandon P Neuman,,,,3,0,0,23
Mark Critz,,,,,1,0,23
Brad Koplinski,,,,,,0,23
Total,111,85,10,8,6,5,23
,Representative In Congress 2nd District - Democrat,Lieutenant Governor - Democrat,,,,,24
,Chaka Fattah,Mike Stack,Brandon P Neuman,Brad Koplinski,Mark Critz,Mark Smith,24
Chaka Fattah,8,56,5,1,1,1,24
Mike Stack,,5,0,0,0,0,24
Brandon P Neuman,,,3,0,0,0,24
Brad Koplinski,,,,1,0,0,24
Mark Critz,,,,,1,0,24
Mark Smith,,,,,,0,24
Total,72,61,8,2,2,1,24
