col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Lieutenant Governor - Democrat,,,,,Senator In The General Assembly 2nd District - Democrat,,,All
,Mike Stack,Mark Smith,Mark Critz,Brandon P Neuman,Brad Koplinski,Christine M Tartaglione,Danny Savage,Tomas Sanchez,All
Mike Stack,583,0,0,0,0,"6,346","3,951","2,096",All
Mark Smith,,48,0,0,0,411,264,258,All
Mark Critz,,,57,0,0,314,176,311,All
Brandon P Neuman,,,,81,0,214,137,105,All
Brad Koplinski,,,,,52,221,131,120,All
Christine M Tartaglione,,,,,,"2,162",0,0,All
Danny Savage,,,,,,,839,0,All
Tomas Sanchez,,,,,,,,908,All
Total,"12,976",981,858,537,524,"9,668","5,498","3,798",All
