col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Robert A Brady,Kathy Enggasser,Louis Farinella,Mary Ann Quartullo,Patrick Parkinson,Barbara A Deeley,Jacqulyne Scott,Larry King,All
Robert A Brady,67,104,71,60,53,51,2,1,All
Kathy Enggasser,,13,58,56,46,51,1,1,All
Louis Farinella,,,11,46,47,44,2,1,All
Mary Ann Quartullo,,,,0,46,48,1,1,All
Patrick Parkinson,,,,,5,41,1,1,All
Barbara A Deeley,,,,,,3,1,1,All
Jacqulyne Scott,,,,,,,1,0,All
Larry King,,,,,,,,0,All
Total,214,128,91,68,65,59,3,1,All
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,3
,Robert A Brady,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,3
Robert A Brady,11,10,5,4,4,3,1,0,3
Kathy Enggasser,,7,5,4,3,3,0,0,3
Louis Farinella,,,2,3,3,3,1,0,3
Barbara A Deeley,,,,0,3,3,0,0,3
Mary Ann Quartullo,,,,,0,4,0,0,3
Patrick Parkinson,,,,,,0,0,0,3
Jacqulyne Scott,,,,,,,0,0,3
Larry King,,,,,,,,0,3
Total,26,19,9,5,5,4,1,0,3
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,14
,Robert A Brady,Kathy Enggasser,Louis Farinella,Mary Ann Quartullo,Patrick Parkinson,Barbara A Deeley,Jacqulyne Scott,Larry King,14
Robert A Brady,4,17,14,11,11,11,0,0,14
Kathy Enggasser,,0,14,11,10,12,0,0,14
Louis Farinella,,,1,11,11,11,0,0,14
Mary Ann Quartullo,,,,0,11,11,0,0,14
Patrick Parkinson,,,,,0,10,0,0,14
Barbara A Deeley,,,,,,0,0,0,14
Jacqulyne Scott,,,,,,,0,0,14
Larry King,,,,,,,,0,14
Total,25,18,17,13,13,12,0,0,14
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,15
,Robert A Brady,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,15
Robert A Brady,7,13,14,12,11,12,1,1,15
Kathy Enggasser,,2,11,11,11,11,1,1,15
Louis Farinella,,,1,11,10,11,1,1,15
Barbara A Deeley,,,,1,11,11,1,1,15
Mary Ann Quartullo,,,,,0,10,1,1,15
Patrick Parkinson,,,,,,0,1,1,15
Jacqulyne Scott,,,,,,,0,0,15
Larry King,,,,,,,,0,15
Total,25,16,15,13,12,12,1,1,15
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,16
,Robert A Brady,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Barbara A Deeley,Jacqulyne Scott,Larry King,16
Robert A Brady,11,10,9,6,6,4,0,0,16
Kathy Enggasser,,0,7,6,5,5,0,0,16
Louis Farinella,,,2,6,5,5,0,0,16
Patrick Parkinson,,,,0,5,5,0,0,16
Mary Ann Quartullo,,,,,0,5,0,0,16
Barbara A Deeley,,,,,,0,0,0,16
Jacqulyne Scott,,,,,,,0,0,16
Larry King,,,,,,,,0,16
Total,28,13,13,8,7,5,0,0,16
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,19
,Robert A Brady,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Barbara A Deeley,Jacqulyne Scott,Larry King,19
Robert A Brady,17,13,7,6,7,5,0,0,19
Kathy Enggasser,,2,7,6,7,6,0,0,19
Louis Farinella,,,2,5,5,5,0,0,19
Patrick Parkinson,,,,2,6,5,0,0,19
Mary Ann Quartullo,,,,,0,6,0,0,19
Barbara A Deeley,,,,,,1,0,0,19
Jacqulyne Scott,,,,,,,0,0,19
Larry King,,,,,,,,0,19
Total,34,17,11,9,8,7,0,0,19
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,20
,Robert A Brady,Kathy Enggasser,Louis Farinella,Mary Ann Quartullo,Barbara A Deeley,Patrick Parkinson,Jacqulyne Scott,Larry King,20
Robert A Brady,5,15,7,8,6,4,0,0,20
Kathy Enggasser,,0,5,6,4,3,0,0,20
Louis Farinella,,,1,4,4,3,0,0,20
Mary Ann Quartullo,,,,0,4,3,0,0,20
Barbara A Deeley,,,,,1,3,0,0,20
Patrick Parkinson,,,,,,2,0,0,20
Jacqulyne Scott,,,,,,,0,0,20
Larry King,,,,,,,,0,20
Total,27,15,8,8,7,6,0,0,20
,Representative In Congress 1st District - Democrat,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,21
,Robert A Brady,Kathy Enggasser,Louis Farinella,Mary Ann Quartullo,Patrick Parkinson,Barbara A Deeley,Jacqulyne Scott,Larry King,21
Robert A Brady,12,26,15,13,11,9,0,0,21
Kathy Enggasser,,2,9,13,7,9,0,0,21
Louis Farinella,,,2,8,8,5,0,0,21
Mary Ann Quartullo,,,,0,7,8,0,0,21
Patrick Parkinson,,,,,1,4,0,0,21
Barbara A Deeley,,,,,,0,0,0,21
Jacqulyne Scott,,,,,,,1,0,21
Larry King,,,,,,,,0,21
Total,49,30,18,15,13,10,1,0,21
