col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,All
,Brian Sims,Marylouise Isaacson,Micah Mahjoubian,Darrell L Clarke,Matthew D Myers,Michelle L Rumbaugh,Nekisha Fulton,Albert C Littlepage,Domenick demuro,Thomas J Rumbaugh,All
Brian Sims,211,477,462,432,403,375,356,319,322,218,All
Marylouise Isaacson,,6,384,338,332,364,345,310,305,206,All
Micah Mahjoubian,,,9,324,320,303,303,280,278,178,All
Darrell L Clarke,,,,10,308,283,283,270,253,166,All
Matthew D Myers,,,,,4,284,286,283,276,173,All
Michelle L Rumbaugh,,,,,,0,307,262,255,171,All
Nekisha Fulton,,,,,,,1,278,267,175,All
Albert C Littlepage,,,,,,,,1,266,164,All
Domenick demuro,,,,,,,,,3,162,All
Thomas J Rumbaugh,,,,,,,,,,0,All
Total,891,498,483,450,416,387,367,331,331,222,All
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,6
,Brian Sims,Marylouise Isaacson,Micah Mahjoubian,Darrell L Clarke,Nekisha Fulton,Michelle L Rumbaugh,Matthew D Myers,Albert C Littlepage,Domenick demuro,Thomas J Rumbaugh,6
Brian Sims,25,75,70,68,65,61,57,50,48,35,6
Marylouise Isaacson,,2,62,52,60,61,49,47,46,32,6
Micah Mahjoubian,,,0,52,50,51,50,42,44,29,6
Darrell L Clarke,,,,2,48,45,46,42,40,27,6
Nekisha Fulton,,,,,0,54,47,45,44,29,6
Michelle L Rumbaugh,,,,,,0,43,40,40,26,6
Matthew D Myers,,,,,,,1,44,43,29,6
Albert C Littlepage,,,,,,,,0,41,26,6
Domenick demuro,,,,,,,,,0,25,6
Thomas J Rumbaugh,,,,,,,,,,0,6
Total,126,80,73,72,66,63,59,50,48,35,6
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,7
,Brian Sims,Marylouise Isaacson,Micah Mahjoubian,Michelle L Rumbaugh,Darrell L Clarke,Matthew D Myers,Nekisha Fulton,Thomas J Rumbaugh,Domenick demuro,Albert C Littlepage,7
Brian Sims,30,55,47,47,47,46,39,34,32,31,7
Marylouise Isaacson,,0,45,46,39,42,42,36,34,33,7
Micah Mahjoubian,,,0,34,31,35,33,27,25,27,7
Michelle L Rumbaugh,,,,0,34,38,38,31,28,29,7
Darrell L Clarke,,,,,0,37,31,29,25,27,7
Matthew D Myers,,,,,,0,34,31,30,29,7
Nekisha Fulton,,,,,,,0,31,30,31,7
Thomas J Rumbaugh,,,,,,,,0,25,25,7
Domenick demuro,,,,,,,,,0,23,7
Albert C Littlepage,,,,,,,,,,0,7
Total,103,59,52,50,49,48,42,37,35,34,7
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,8
,Brian Sims,Marylouise Isaacson,Micah Mahjoubian,Matthew D Myers,Darrell L Clarke,Michelle L Rumbaugh,Domenick demuro,Nekisha Fulton,Albert C Littlepage,Thomas J Rumbaugh,8
Brian Sims,49,89,79,80,73,69,66,65,64,40,8
Marylouise Isaacson,,1,69,65,59,66,58,62,61,36,8
Micah Mahjoubian,,,2,57,51,54,53,57,57,30,8
Matthew D Myers,,,,1,54,58,59,58,58,36,8
Darrell L Clarke,,,,,1,50,48,51,52,28,8
Michelle L Rumbaugh,,,,,,0,50,56,52,29,8
Domenick demuro,,,,,,,0,52,56,28,8
Nekisha Fulton,,,,,,,,0,55,30,8
Albert C Littlepage,,,,,,,,,0,30,8
Thomas J Rumbaugh,,,,,,,,,,0,8
Total,178,92,83,82,75,71,67,67,65,40,8
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,9
,Brian Sims,Micah Mahjoubian,Marylouise Isaacson,Darrell L Clarke,Matthew D Myers,Michelle L Rumbaugh,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,9
Brian Sims,26,73,71,70,63,55,53,50,47,25,9
Micah Mahjoubian,,2,52,48,46,41,40,41,37,18,9
Marylouise Isaacson,,,0,54,54,55,51,45,45,24,9
Darrell L Clarke,,,,2,50,43,44,38,40,17,9
Matthew D Myers,,,,,0,47,44,44,44,22,9
Michelle L Rumbaugh,,,,,,0,46,41,39,21,9
Nekisha Fulton,,,,,,,0,40,39,20,9
Domenick demuro,,,,,,,,1,40,22,9
Albert C Littlepage,,,,,,,,,0,17,9
Thomas J Rumbaugh,,,,,,,,,,0,9
Total,134,75,74,73,65,57,54,51,49,25,9
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,11
,Brian Sims,Micah Mahjoubian,Marylouise Isaacson,Darrell L Clarke,Matthew D Myers,Michelle L Rumbaugh,Nekisha Fulton,Albert C Littlepage,Domenick demuro,Thomas J Rumbaugh,11
Brian Sims,22,54,46,45,39,32,31,29,28,20,11
Micah Mahjoubian,,3,43,37,31,30,32,28,26,19,11
Marylouise Isaacson,,,1,34,25,30,31,29,26,20,11
Darrell L Clarke,,,,2,28,27,30,27,23,18,11
Matthew D Myers,,,,,0,19,23,24,18,11,11
Michelle L Rumbaugh,,,,,,0,25,23,20,15,11
Nekisha Fulton,,,,,,,0,27,22,17,11
Albert C Littlepage,,,,,,,,0,23,17,11
Domenick demuro,,,,,,,,,0,15,11
Thomas J Rumbaugh,,,,,,,,,,0,11
Total,98,58,49,48,40,33,32,31,29,20,11
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,14
,Brian Sims,Marylouise Isaacson,Micah Mahjoubian,Michelle L Rumbaugh,Darrell L Clarke,Matthew D Myers,Albert C Littlepage,Nekisha Fulton,Domenick demuro,Thomas J Rumbaugh,14
Brian Sims,24,60,54,51,49,47,44,44,40,27,14
Marylouise Isaacson,,2,47,50,43,42,42,42,39,24,14
Micah Mahjoubian,,,0,42,40,40,39,39,37,23,14
Michelle L Rumbaugh,,,,0,39,37,37,39,36,21,14
Darrell L Clarke,,,,,0,37,36,32,34,20,14
Matthew D Myers,,,,,,1,37,33,34,20,14
Albert C Littlepage,,,,,,,0,35,35,20,14
Nekisha Fulton,,,,,,,,0,33,19,14
Domenick demuro,,,,,,,,,1,20,14
Thomas J Rumbaugh,,,,,,,,,,0,14
Total,99,62,54,51,49,48,44,44,41,27,14
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,22
,Brian Sims,Micah Mahjoubian,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Domenick demuro,Michelle L Rumbaugh,Albert C Littlepage,Nekisha Fulton,Thomas J Rumbaugh,22
Brian Sims,30,53,50,51,45,39,40,37,36,24,22
Micah Mahjoubian,,1,39,44,40,35,36,35,34,21,22
Darrell L Clarke,,,3,36,34,28,30,31,30,15,22
Marylouise Isaacson,,,,0,37,38,38,36,35,22,22
Matthew D Myers,,,,,1,33,30,33,31,16,22
Domenick demuro,,,,,,1,28,33,30,17,22
Michelle L Rumbaugh,,,,,,,0,29,30,18,22
Albert C Littlepage,,,,,,,,0,30,17,22
Nekisha Fulton,,,,,,,,,1,16,22
Thomas J Rumbaugh,,,,,,,,,,0,22
Total,105,55,54,52,47,41,40,39,38,24,22
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,28
,Brian Sims,Darrell L Clarke,Micah Mahjoubian,Marylouise Isaacson,Matthew D Myers,Nekisha Fulton,Michelle L Rumbaugh,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,28
Brian Sims,3,27,25,25,24,20,17,17,15,12,28
Darrell L Clarke,,0,24,20,21,16,14,16,14,11,28
Micah Mahjoubian,,,1,18,19,15,12,15,13,10,28
Marylouise Isaacson,,,,0,17,19,15,17,15,11,28
Matthew D Myers,,,,,0,15,11,14,13,8,28
Nekisha Fulton,,,,,,0,16,14,14,12,28
Michelle L Rumbaugh,,,,,,,0,10,11,9,28
Domenick demuro,,,,,,,,0,13,9,28
Albert C Littlepage,,,,,,,,,0,11,28
Thomas J Rumbaugh,,,,,,,,,,0,28
Total,37,27,26,25,25,21,19,17,16,13,28
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,29
,Brian Sims,Micah Mahjoubian,Marylouise Isaacson,Albert C Littlepage,Darrell L Clarke,Michelle L Rumbaugh,Nekisha Fulton,Domenick demuro,Matthew D Myers,Thomas J Rumbaugh,29
Brian Sims,2,7,5,2,3,3,3,2,2,1,29
Micah Mahjoubian,,0,4,2,2,3,3,2,2,1,29
Marylouise Isaacson,,,0,2,1,3,3,2,1,1,29
Albert C Littlepage,,,,1,1,2,2,2,1,1,29
Darrell L Clarke,,,,,0,1,1,1,1,1,29
Michelle L Rumbaugh,,,,,,0,3,2,1,1,29
Nekisha Fulton,,,,,,,0,2,1,1,29
Domenick demuro,,,,,,,,0,1,1,29
Matthew D Myers,,,,,,,,,0,0,29
Thomas J Rumbaugh,,,,,,,,,,0,29
Total,11,7,5,3,3,3,3,2,2,1,29
