col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Latrice Y Bryant,Gwen Collins,Elaine Tomlin,Barbara Carroll,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Latrice Y Bryant,"3,074","6,202","5,725","5,997","5,027","4,877","4,003","3,553","3,256","3,034",89,All
Gwen Collins,,637,"5,843","6,168","4,084","3,933","4,351","3,766","3,502","3,210",81,All
Elaine Tomlin,,,623,"5,949","3,841","3,623","3,838","3,405","3,123","3,097",75,All
Barbara Carroll,,,,279,"3,941","3,696","3,969","3,522","3,206","3,194",65,All
David Rodriguez,,,,,"1,351","4,784","3,875","3,893","3,370","2,913",110,All
Edward M Lloyd Jr,,,,,,770,"3,674","3,414","3,189","2,750",110,All
Karen Voss,,,,,,,194,"3,637","3,458","3,054",58,All
Humberto Perez,,,,,,,,236,"3,258","2,576",58,All
Louis Agre,,,,,,,,,467,"2,384",51,All
Ruth I Birchett,,,,,,,,,,151,37,All
Dawn Thomas,,,,,,,,,,,62,All
Total,"11,802","8,319","7,744","7,694","7,625","6,551","5,332","4,982","4,680","4,064",235,All
