col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Rosita C Youngblood,John Connelly,Latrice Y Bryant,Gwen Collins,Barbara Carroll,Elaine Tomlin,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Rosita C Youngblood,862,0,"2,217","1,447","1,400","1,296","1,088",998,868,777,693,658,20,All
John Connelly,,214,629,353,298,292,409,355,269,251,231,185,10,All
Latrice Y Bryant,,,37,"1,487","1,438","1,348","1,118","1,083",939,846,765,696,9,All
Gwen Collins,,,,15,"1,467","1,366",948,910,988,871,805,713,11,All
Barbara Carroll,,,,,3,"1,393",897,864,916,825,748,704,12,All
Elaine Tomlin,,,,,,3,860,830,864,775,719,658,9,All
David Rodriguez,,,,,,,6,"1,051",890,869,780,647,12,All
Edward M Lloyd Jr,,,,,,,,10,842,801,742,613,10,All
Karen Voss,,,,,,,,,3,833,781,670,7,All
Humberto Perez,,,,,,,,,,3,752,585,5,All
Louis Agre,,,,,,,,,,,3,543,3,All
Ruth I Birchett,,,,,,,,,,,,2,3,All
Dawn Thomas,,,,,,,,,,,,,0,All
Total,"3,827","1,086","2,939","1,888","1,762","1,650","1,518","1,381","1,167","1,058",955,862,31,All
