col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Rosita C Youngblood,John Connelly,Latrice Y Bryant,Gwen Collins,Barbara Carroll,Elaine Tomlin,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Rosita C Youngblood,238,0,679,467,432,410,341,287,279,253,224,227,4,All
John Connelly,,100,247,166,129,137,157,132,128,108,106,87,1,All
Latrice Y Bryant,,,24,502,474,453,378,350,341,292,269,255,2,All
Gwen Collins,,,,4,487,475,340,307,357,299,282,267,2,All
Barbara Carroll,,,,,0,475,311,291,331,282,263,264,2,All
Elaine Tomlin,,,,,,1,311,290,324,276,258,252,2,All
David Rodriguez,,,,,,,0,344,316,301,270,240,3,All
Edward M Lloyd Jr,,,,,,,,3,285,263,246,214,1,All
Karen Voss,,,,,,,,,1,289,269,257,1,All
Humberto Perez,,,,,,,,,,1,257,209,1,All
Louis Agre,,,,,,,,,,,2,199,1,All
Ruth I Birchett,,,,,,,,,,,,2,1,All
Dawn Thomas,,,,,,,,,,,,,0,All
Total,"1,137",440,968,656,577,564,506,430,417,370,342,321,5,All
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,8
,Latrice Y Bryant,Gwen Collins,Elaine Tomlin,Edward M Lloyd Jr,David Rodriguez,Karen Voss,Barbara Carroll,Louis Agre,Humberto Perez,Ruth I Birchett,Dawn Thomas,Rosita C Youngblood,John Connelly,8
Latrice Y Bryant,4,47,42,35,34,32,31,25,25,25,0,79,24,8
Gwen Collins,,0,40,30,29,33,29,23,26,24,0,39,14,8
Elaine Tomlin,,,0,29,27,29,30,23,25,22,0,35,14,8
Edward M Lloyd Jr,,,,0,27,28,20,21,24,19,0,30,8,8
David Rodriguez,,,,,0,28,21,22,25,22,0,28,10,8
Karen Voss,,,,,,0,24,25,28,23,0,26,9,8
Barbara Carroll,,,,,,,0,16,19,18,0,25,7,8
Louis Agre,,,,,,,,0,22,16,0,19,11,8
Humberto Perez,,,,,,,,,0,19,0,20,8,8
Ruth I Birchett,,,,,,,,,,0,0,22,6,8
Dawn Thomas,,,,,,,,,,,0,1,0,8
Rosita C Youngblood,,,,,,,,,,,,12,0,8
John Connelly,,,,,,,,,,,,,5,8
Total,110,56,51,39,38,36,33,31,29,28,1,102,35,8
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,11
,Rosita C Youngblood,John Connelly,Latrice Y Bryant,Gwen Collins,Barbara Carroll,Elaine Tomlin,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Ruth I Birchett,Louis Agre,Dawn Thomas,11
Rosita C Youngblood,20,0,77,57,54,52,38,27,25,24,24,18,1,11
John Connelly,,3,12,11,9,8,9,8,8,6,7,5,0,11
Latrice Y Bryant,,,1,55,54,53,38,30,32,26,28,20,1,11
Gwen Collins,,,,1,55,53,28,21,30,24,24,20,1,11
Barbara Carroll,,,,,0,55,31,23,28,25,26,19,1,11
Elaine Tomlin,,,,,,0,28,22,28,23,25,17,1,11
David Rodriguez,,,,,,,0,29,26,29,27,21,1,11
Edward M Lloyd Jr,,,,,,,,0,20,21,18,14,0,11
Karen Voss,,,,,,,,,0,24,25,19,1,11
Humberto Perez,,,,,,,,,,0,25,18,0,11
Ruth I Birchett,,,,,,,,,,,0,16,1,11
Louis Agre,,,,,,,,,,,,0,1,11
Dawn Thomas,,,,,,,,,,,,,0,11
Total,117,18,92,71,64,61,47,36,34,31,31,24,1,11
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,14
,Latrice Y Bryant,David Rodriguez,Gwen Collins,Edward M Lloyd Jr,Barbara Carroll,Elaine Tomlin,Humberto Perez,Louis Agre,Karen Voss,Ruth I Birchett,Dawn Thomas,Rosita C Youngblood,John Connelly,14
Latrice Y Bryant,3,25,25,26,25,23,19,18,20,12,0,42,15,14
David Rodriguez,,0,20,23,21,18,17,16,18,9,0,23,11,14
Gwen Collins,,,1,20,27,23,19,20,20,13,0,21,11,14
Edward M Lloyd Jr,,,,2,19,18,17,18,18,10,0,21,9,14
Barbara Carroll,,,,,0,25,19,19,22,15,0,21,10,14
Elaine Tomlin,,,,,,0,19,19,20,13,0,19,7,14
Humberto Perez,,,,,,,0,17,16,10,0,20,6,14
Louis Agre,,,,,,,,1,17,10,0,15,8,14
Karen Voss,,,,,,,,,0,11,0,15,8,14
Ruth I Birchett,,,,,,,,,,1,0,10,5,14
Dawn Thomas,,,,,,,,,,,0,0,0,14
Rosita C Youngblood,,,,,,,,,,,,4,0,14
John Connelly,,,,,,,,,,,,,11,14
Total,60,34,33,32,31,26,26,24,23,16,0,59,36,14
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,15
,Rosita C Youngblood,John Connelly,Gwen Collins,Latrice Y Bryant,Edward M Lloyd Jr,Barbara Carroll,David Rodriguez,Elaine Tomlin,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,15
Rosita C Youngblood,24,0,13,11,8,11,6,7,5,6,8,5,0,15
John Connelly,,3,7,7,7,3,7,7,8,6,4,2,0,15
Gwen Collins,,,0,11,11,12,11,13,11,11,10,7,0,15
Latrice Y Bryant,,,,0,12,9,11,9,8,8,8,5,0,15
Edward M Lloyd Jr,,,,,0,9,13,9,11,10,9,7,0,15
Barbara Carroll,,,,,,0,7,10,7,7,8,6,0,15
David Rodriguez,,,,,,,0,9,10,9,8,6,0,15
Elaine Tomlin,,,,,,,,0,8,8,7,6,0,15
Humberto Perez,,,,,,,,,0,9,8,5,0,15
Karen Voss,,,,,,,,,,0,9,6,0,15
Louis Agre,,,,,,,,,,,0,6,0,15
Ruth I Birchett,,,,,,,,,,,,0,0,15
Dawn Thomas,,,,,,,,,,,,,0,15
Total,47,14,20,19,16,14,14,14,13,12,12,7,0,15
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,16
