col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 186th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,All
,Jordan A Harris,Darrell L Clarke,Matthew D Myers,Marylouise Isaacson,Micah Mahjoubian,Nekisha Fulton,Michelle L Rumbaugh,Thomas J Rumbaugh,Albert C Littlepage,Domenick demuro,All
Jordan A Harris,317,"1,359","1,166","1,134","1,146",994,984,776,564,555,All
Darrell L Clarke,,55,"1,007",942,980,869,844,701,476,468,All
Matthew D Myers,,,18,952,999,864,872,734,494,506,All
Marylouise Isaacson,,,,11,948,937,954,745,525,523,All
Micah Mahjoubian,,,,,9,865,855,712,464,478,All
Nekisha Fulton,,,,,,2,877,700,470,465,All
Michelle L Rumbaugh,,,,,,,2,713,442,459,All
Thomas J Rumbaugh,,,,,,,,0,331,344,All
Albert C Littlepage,,,,,,,,,7,414,All
Domenick demuro,,,,,,,,,,6,All
Total,"2,116","1,462","1,243","1,213","1,211","1,046","1,044",811,604,596,All
