col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 194th District - Democrat,,All
,Mike Stack,Mark Smith,Brad Koplinski,Brandon P Neuman,Mark Critz,Dave Henderson,Pamela Delissio,All
Mike Stack,148,0,0,0,0,"2,104","1,749",All
Mark Smith,,16,0,0,0,186,178,All
Brad Koplinski,,,18,0,0,101,133,All
Brandon P Neuman,,,,16,0,72,57,All
Mark Critz,,,,,9,48,59,All
Dave Henderson,,,,,,382,0,All
Pamela Delissio,,,,,,,332,All
Total,"4,001",380,252,145,116,"2,893","2,508",All
