col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Representative In The General Assembly 179th District - Democrat,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Jason Dawkins,James W Clay Jr,Elaine Tomlin,David Rodriguez,Latrice Y Bryant,Edward M Lloyd Jr,Gwen Collins,Humberto Perez,Karen Voss,Barbara Carroll,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Jason Dawkins,84,0,375,242,227,193,155,143,146,139,117,121,18,All
James W Clay Jr,,57,153,175,117,117,97,104,95,88,73,72,10,All
Elaine Tomlin,,,24,243,194,212,210,188,201,195,163,170,14,All
David Rodriguez,,,,11,211,234,201,214,192,193,163,155,11,All
Latrice Y Bryant,,,,,3,211,188,154,179,168,142,140,9,All
Edward M Lloyd Jr,,,,,,4,198,172,188,187,158,150,14,All
Gwen Collins,,,,,,,3,182,208,197,168,156,12,All
Humberto Perez,,,,,,,,0,174,172,157,137,10,All
Karen Voss,,,,,,,,,0,184,163,151,11,All
Barbara Carroll,,,,,,,,,,1,151,151,9,All
Louis Agre,,,,,,,,,,,1,127,8,All
Ruth I Birchett,,,,,,,,,,,,0,5,All
Dawn Thomas,,,,,,,,,,,,,0,All
Total,692,376,565,444,351,320,270,264,256,234,205,200,28,All
,Representative In The General Assembly 179th District - Democrat,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,12
,Jason Dawkins,James W Clay Jr,Elaine Tomlin,David Rodriguez,Latrice Y Bryant,Humberto Perez,Gwen Collins,Karen Voss,Edward M Lloyd Jr,Barbara Carroll,Louis Agre,Ruth I Birchett,Dawn Thomas,12
Jason Dawkins,5,0,14,8,5,6,3,3,3,3,3,2,0,12
James W Clay Jr,,3,7,8,7,3,5,5,5,4,2,1,0,12
Elaine Tomlin,,,2,7,6,5,6,6,6,6,4,2,0,12
David Rodriguez,,,,1,7,7,6,6,6,6,4,2,0,12
Latrice Y Bryant,,,,,0,5,5,5,6,5,4,1,0,12
Humberto Perez,,,,,,0,7,6,4,4,6,2,0,12
Gwen Collins,,,,,,,0,7,5,5,6,1,0,12
Karen Voss,,,,,,,,0,4,7,6,2,0,12
Edward M Lloyd Jr,,,,,,,,,0,4,3,0,0,12
Barbara Carroll,,,,,,,,,,0,4,2,0,12
Louis Agre,,,,,,,,,,,0,2,0,12
Ruth I Birchett,,,,,,,,,,,,0,0,12
Dawn Thomas,,,,,,,,,,,,,0,12
Total,28,19,24,18,12,10,9,9,8,7,7,4,0,12
,Representative In The General Assembly 179th District - Democrat,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,13
,Jason Dawkins,James W Clay Jr,Elaine Tomlin,David Rodriguez,Edward M Lloyd Jr,Latrice Y Bryant,Gwen Collins,Karen Voss,Humberto Perez,Barbara Carroll,Louis Agre,Ruth I Birchett,Dawn Thomas,13
Jason Dawkins,7,0,67,20,22,22,15,13,12,14,13,13,1,13
James W Clay Jr,,7,18,18,12,10,9,10,8,6,5,5,0,13
Elaine Tomlin,,,4,19,20,22,20,19,16,18,16,16,1,13
David Rodriguez,,,,0,19,18,17,15,16,15,13,12,1,13
Edward M Lloyd Jr,,,,,1,23,19,16,17,16,15,14,1,13
Latrice Y Bryant,,,,,,0,21,17,17,16,16,15,1,13
Gwen Collins,,,,,,,0,19,17,16,16,17,1,13
Karen Voss,,,,,,,,0,15,14,13,11,1,13
Humberto Perez,,,,,,,,,0,14,13,11,1,13
