col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Governor - Democrat,,,,Senator In The General Assembly 4th District - Democrat,,,All
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Leanna Washington,Art Haywood,Brian D Gralnick,All
Tom Wolf,"1,477",0,0,0,"4,394","5,045","2,056",All
Allyson Y Schwartz,,"1,215",0,0,"3,766","2,921","1,522",All
Robert M Mccord,,,415,0,"1,773","1,582",810,All
Katie Mcginty,,,,102,150,176,156,All
Leanna Washington,,,,,186,0,0,All
Art Haywood,,,,,,73,0,All
Brian D Gralnick,,,,,,,24,All
Total,"12,972","9,424","4,580",584,"10,269","9,797","4,568",All
