col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Member Of - Republican State Committee 13th Congressional District,,,,Representative In Congress 13th District - Republican,,All
,Agnes Tilley,Dave Kralle,Michael P Meehan,Margaret L Recupido,Bev Plosa Bowser,Carson Dee Adcock,All
Agnes Tilley,0,19,9,8,15,14,All
Dave Kralle,,0,7,9,17,9,All
Michael P Meehan,,,2,8,5,6,All
Margaret L Recupido,,,,0,6,4,All
Bev Plosa Bowser,,,,,2,0,All
Carson Dee Adcock,,,,,,3,All
Total,29,26,13,10,23,20,All
,Member Of - Republican State Committee 13th Congressional District,,,,Representative In Congress 13th District - Republican,,1
,Agnes Tilley,Dave Kralle,Michael P Meehan,Margaret L Recupido,Bev Plosa Bowser,Carson Dee Adcock,1
Agnes Tilley,0,1,0,0,1,1,1
Dave Kralle,,0,0,0,1,0,1
Michael P Meehan,,,1,0,0,0,1
Margaret L Recupido,,,,0,0,0,1
Bev Plosa Bowser,,,,,0,0,1
Carson Dee Adcock,,,,,,0,1
Total,2,1,1,0,1,1,1
,Representative In Congress 13th District - Republican,,Member Of - Republican State Committee 13th Congressional District,,,,2
,Bev Plosa Bowser,Carson Dee Adcock,Dave Kralle,Agnes Tilley,Margaret L Recupido,Michael P Meehan,2
Bev Plosa Bowser,0,0,2,1,0,0,2
Carson Dee Adcock,,0,0,0,0,0,2
Dave Kralle,,,0,1,0,0,2
Agnes Tilley,,,,0,0,0,2
Margaret L Recupido,,,,,0,0,2
Michael P Meehan,,,,,,0,2
Total,2,0,2,1,0,0,2
,Member Of - Republican State Committee 13th Congressional District,,,,Representative In Congress 13th District - Republican,,4
,Agnes Tilley,Dave Kralle,Margaret L Recupido,Michael P Meehan,Bev Plosa Bowser,Carson Dee Adcock,4
Agnes Tilley,0,2,0,0,1,1,4
Dave Kralle,,0,0,0,1,1,4
Margaret L Recupido,,,0,0,0,0,4
Michael P Meehan,,,,0,0,0,4
Bev Plosa Bowser,,,,,0,0,4
Carson Dee Adcock,,,,,,0,4
Total,2,2,0,0,1,1,4
,Member Of - Republican State Committee 13th Congressional District,,,,Representative In Congress 13th District - Republican,,5
,Agnes Tilley,Dave Kralle,Margaret L Recupido,Michael P Meehan,Bev Plosa Bowser,Carson Dee Adcock,5
Agnes Tilley,0,1,1,1,1,0,5
Dave Kralle,,0,1,1,1,0,5
Margaret L Recupido,,,0,1,1,0,5
Michael P Meehan,,,,0,1,0,5
Bev Plosa Bowser,,,,,0,0,5
Carson Dee Adcock,,,,,,0,5
Total,1,1,1,1,1,0,5
,Representative In Congress 13th District - Republican,,Member Of - Republican State Committee 13th Congressional District,,,,6
,Bev Plosa Bowser,Carson Dee Adcock,Dave Kralle,Margaret L Recupido,Agnes Tilley,Michael P Meehan,6
Bev Plosa Bowser,0,0,1,1,0,0,6
Carson Dee Adcock,,1,0,0,0,0,6
Dave Kralle,,,0,1,0,0,6
Margaret L Recupido,,,,0,0,0,6
Agnes Tilley,,,,,0,0,6
Michael P Meehan,,,,,,0,6
Total,1,1,1,1,0,0,6
,Representative In Congress 13th District - Republican,,Member Of - Republican State Committee 13th Congressional District,,,,9
,Bev Plosa Bowser,Carson Dee Adcock,Dave Kralle,Agnes Tilley,Margaret L Recupido,Michael P Meehan,9
Bev Plosa Bowser,1,0,1,1,1,0,9
Carson Dee Adcock,,0,1,0,0,0,9
Dave Kralle,,,0,1,1,0,9
Agnes Tilley,,,,0,1,0,9
Margaret L Recupido,,,,,0,0,9
Michael P Meehan,,,,,,0,9
Total,2,1,2,1,1,0,9
,Representative In Congress 13th District - Republican,,Member Of - Republican State Committee 13th Congressional District,,,,10
,Carson Dee Adcock,Bev Plosa Bowser,Dave Kralle,Agnes Tilley,Margaret L Recupido,Michael P Meehan,10
Carson Dee Adcock,2,0,2,2,2,2,10
Bev Plosa Bowser,,1,1,0,0,0,10
Dave Kralle,,,0,2,2,2,10
Agnes Tilley,,,,0,2,2,10
Margaret L Recupido,,,,,0,2,10
Michael P Meehan,,,,,,0,10
Total,4,2,3,2,2,2,10
,Member Of - Republican State Committee 13th Congressional District,,,,Representative In Congress 13th District - Republican,,11
,Agnes Tilley,Dave Kralle,Michael P Meehan,Margaret L Recupido,Bev Plosa Bowser,Carson Dee Adcock,11
Agnes Tilley,0,2,1,1,2,2,11
Dave Kralle,,0,1,1,2,1,11
Michael P Meehan,,,0,1,1,1,11
Margaret L Recupido,,,,0,1,0,11
Bev Plosa Bowser,,,,,0,0,11
Carson Dee Adcock,,,,,,0,11
Total,4,3,2,1,3,3,11
,Member Of - Republican State Committee 13th Congressional District,,,,Representative In Congress 13th District - Republican,,12
,Agnes Tilley,Dave Kralle,Margaret L Recupido,Michael P Meehan,Bev Plosa Bowser,Carson Dee Adcock,12
Agnes Tilley,0,1,0,0,1,1,12
Dave Kralle,,0,0,0,1,0,12
Margaret L Recupido,,,0,0,0,0,12
Michael P Meehan,,,,0,0,0,12
Bev Plosa Bowser,,,,,0,0,12
Carson Dee Adcock,,,,,,0,12
Total,2,1,0,0,1,1,12
,Member Of - Republican State Committee 13th Congressional District,,,,Representative In Congress 13th District - Republican,,13
,Agnes Tilley,Dave Kralle,Margaret L Recupido,Michael P Meehan,Carson Dee Adcock,Bev Plosa Bowser,13
Agnes Tilley,0,1,1,1,2,0,13
Dave Kralle,,0,1,1,1,1,13
Margaret L Recupido,,,0,1,1,0,13
Michael P Meehan,,,,0,1,0,13
Carson Dee Adcock,,,,,0,0,13
Bev Plosa Bowser,,,,,,0,13
Total,2,2,1,1,2,1,13
,Member Of - Republican State Committee 13th Congressional District,,,,Representative In Congress 13th District - Republican,,17
,Michael P Meehan,Margaret L Recupido,Agnes Tilley,Dave Kralle,Carson Dee Adcock,Bev Plosa Bowser,17
Michael P Meehan,1,1,0,0,1,0,17
Margaret L Recupido,,0,0,0,1,0,17
Agnes Tilley,,,0,0,0,0,17
Dave Kralle,,,,0,0,0,17
Carson Dee Adcock,,,,,0,0,17
Bev Plosa Bowser,,,,,,0,17
Total,2,1,0,0,1,0,17
