col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Member Of - Republican State Committee 1st Congressional District,,,,Member Of - Republican State Committee 2nd Congressional District,,,All
,Annie Havey,Monika A Czapla,Jimmy Dintino,Christopher M Vogler,Denise Furey,Calvin R Tucker,Walt Vogler,All
Annie Havey,27,80,43,42,0,0,0,All
Monika A Czapla,,10,43,43,0,0,0,All
Jimmy Dintino,,,3,47,0,0,0,All
Christopher M Vogler,,,,2,0,0,0,All
Denise Furey,,,,,5,15,16,All
Calvin R Tucker,,,,,,2,15,All
Walt Vogler,,,,,,,1,All
Total,112,95,55,53,21,17,17,All
