col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,1
,Cindy Bass,Jalila D Parker,Nedia S Ralston,Sherrie Cohen,Ron Couser,M Karen Bojar,Bill Durham,Janet Thompson,Barbara Carroll,David Rodriguez,Dawn Thomas,Edward M Lloyd Jr,Elaine Tomlin,Gwen Collins,Humberto Perez,Karen Voss,Latrice Y Bryant,Louis Agre,Ruth I Birchett,1
Cindy Bass,17,34,32,23,20,16,14,13,0,0,0,0,0,0,0,0,0,0,0,1
Jalila D Parker,,9,42,25,19,13,13,10,0,0,0,0,0,0,0,0,0,0,0,1
Nedia S Ralston,,,6,20,15,10,7,6,0,0,0,0,0,0,0,0,0,0,0,1
Sherrie Cohen,,,,4,17,14,13,13,0,0,0,0,0,0,0,0,0,0,0,1
Ron Couser,,,,,0,13,11,7,0,0,0,0,0,0,0,0,0,0,0,1
M Karen Bojar,,,,,,1,7,6,0,0,0,0,0,0,0,0,0,0,0,1
Bill Durham,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0,0,1
Janet Thompson,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1
Barbara Carroll,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
David Rodriguez,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Dawn Thomas,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Edward M Lloyd Jr,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Elaine Tomlin,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Gwen Collins,,,,,,,,,,,,,,0,0,0,0,0,0,1
Humberto Perez,,,,,,,,,,,,,,,0,0,0,0,0,1
Karen Voss,,,,,,,,,,,,,,,,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,0,0,0,1
Louis Agre,,,,,,,,,,,,,,,,,,0,0,1
Ruth I Birchett,,,,,,,,,,,,,,,,,,,0,1
Total,62,62,54,35,23,19,16,16,0,0,0,0,0,0,0,0,0,0,0,1
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,2
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Bill Durham,Ron Couser,M Karen Bojar,Barbara Carroll,David Rodriguez,Dawn Thomas,Edward M Lloyd Jr,Elaine Tomlin,Gwen Collins,Humberto Perez,Karen Voss,Latrice Y Bryant,Louis Agre,Ruth I Birchett,2
Jalila D Parker,24,28,42,13,12,11,11,5,0,0,0,0,0,0,0,0,0,0,0,2
Cindy Bass,,15,27,9,15,12,15,5,0,0,0,0,0,0,0,0,0,0,0,2
Nedia S Ralston,,,4,11,12,9,9,4,0,0,0,0,0,0,0,0,0,0,0,2
Sherrie Cohen,,,,12,6,5,6,4,0,0,0,0,0,0,0,0,0,0,0,2
Janet Thompson,,,,,0,11,10,2,0,0,0,0,0,0,0,0,0,0,0,2
Bill Durham,,,,,,1,11,1,0,0,0,0,0,0,0,0,0,0,0,2
Ron Couser,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,2
M Karen Bojar,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,2
Barbara Carroll,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
David Rodriguez,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Dawn Thomas,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Edward M Lloyd Jr,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Elaine Tomlin,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Gwen Collins,,,,,,,,,,,,,,0,0,0,0,0,0,2
Humberto Perez,,,,,,,,,,,,,,,0,0,0,0,0,2
Karen Voss,,,,,,,,,,,,,,,,0,0,0,0,2
Latrice Y Bryant,,,,,,,,,,,,,,,,,0,0,0,2
Louis Agre,,,,,,,,,,,,,,,,,,0,0,2
Ruth I Birchett,,,,,,,,,,,,,,,,,,,0,2
Total,72,55,51,29,18,16,15,6,0,0,0,0,0,0,0,0,0,0,0,2
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,3
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Bill Durham,Ron Couser,M Karen Bojar,Janet Thompson,Barbara Carroll,David Rodriguez,Dawn Thomas,Edward M Lloyd Jr,Elaine Tomlin,Gwen Collins,Humberto Perez,Karen Voss,Latrice Y Bryant,Louis Agre,Ruth I Birchett,3
Jalila D Parker,10,25,26,12,8,6,5,5,0,0,0,0,0,0,0,0,0,0,0,3
Cindy Bass,,9,20,13,10,8,7,5,0,0,0,0,0,0,0,0,0,0,0,3
Nedia S Ralston,,,2,10,6,6,3,2,0,0,0,0,0,0,0,0,0,0,0,3
Sherrie Cohen,,,,4,8,7,5,3,0,0,0,0,0,0,0,0,0,0,0,3
Bill Durham,,,,,1,7,4,3,0,0,0,0,0,0,0,0,0,0,0,3
