col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 4th District - Republican,Member Of - Republican State Committee 2nd Congressional District,,,All
,Robin Gilchrist,Denise Furey,Calvin R Tucker,Walt Vogler,All
Robin Gilchrist,1,16,15,16,All
Denise Furey,,0,14,13,All
Calvin R Tucker,,,0,12,All
Walt Vogler,,,,0,All
Total,22,17,16,16,All
,Member Of - Republican State Committee 2nd Congressional District,,,Senator In The General Assembly 4th District - Republican,2
,Calvin R Tucker,Denise Furey,Walt Vogler,Robin Gilchrist,2
Calvin R Tucker,0,1,1,1,2
Denise Furey,,0,1,1,2
Walt Vogler,,,0,1,2
Robin Gilchrist,,,,0,2
Total,1,1,1,1,2
,Senator In The General Assembly 4th District - Republican,Member Of - Republican State Committee 2nd Congressional District,,,4
,Robin Gilchrist,Walt Vogler,Calvin R Tucker,Denise Furey,4
Robin Gilchrist,0,3,2,2,4
Walt Vogler,,0,1,1,4
Calvin R Tucker,,,0,1,4
Denise Furey,,,,0,4
Total,5,3,2,2,4
,Member Of - Republican State Committee 2nd Congressional District,,,Senator In The General Assembly 4th District - Republican,8
,Denise Furey,Walt Vogler,Calvin R Tucker,Robin Gilchrist,8
Denise Furey,0,2,1,2,8
Walt Vogler,,0,1,2,8
Calvin R Tucker,,,0,1,8
Robin Gilchrist,,,,0,8
Total,2,2,1,2,8
,Member Of - Republican State Committee 2nd Congressional District,,,Senator In The General Assembly 4th District - Republican,10
,Denise Furey,Calvin R Tucker,Walt Vogler,Robin Gilchrist,10
Denise Furey,0,3,2,3,10
Calvin R Tucker,,0,2,2,10
Walt Vogler,,,0,2,10
Robin Gilchrist,,,,0,10
Total,4,3,2,3,10
,Senator In The General Assembly 4th District - Republican,Member Of - Republican State Committee 2nd Congressional District,,,11
,Robin Gilchrist,Calvin R Tucker,Denise Furey,Walt Vogler,11
Robin Gilchrist,1,1,1,1,11
Calvin R Tucker,,0,1,1,11
Denise Furey,,,0,1,11
Walt Vogler,,,,0,11
Total,2,1,1,1,11
,Member Of - Republican State Committee 2nd Congressional District,,,Senator In The General Assembly 4th District - Republican,12
,Calvin R Tucker,Denise Furey,Walt Vogler,Robin Gilchrist,12
Calvin R Tucker,0,0,0,1,12
Denise Furey,,0,0,0,12
Walt Vogler,,,0,0,12
Robin Gilchrist,,,,0,12
Total,1,0,0,1,12
,Member Of - Republican State Committee 2nd Congressional District,,,Senator In The General Assembly 4th District - Republican,15
,Calvin R Tucker,Denise Furey,Walt Vogler,Robin Gilchrist,15
Calvin R Tucker,0,2,2,2,15
Denise Furey,,0,2,2,15
Walt Vogler,,,0,2,15
Robin Gilchrist,,,,0,15
Total,2,2,2,2,15
,Member Of - Republican State Committee 2nd Congressional District,,,Senator In The General Assembly 4th District - Republican,21
,Calvin R Tucker,Denise Furey,Walt Vogler,Robin Gilchrist,21
Calvin R Tucker,0,1,1,1,21
Denise Furey,,0,1,1,21
Walt Vogler,,,0,1,21
Robin Gilchrist,,,,0,21
Total,1,1,1,1,21
,Member Of - Republican State Committee 2nd Congressional District,,,Senator In The General Assembly 4th District - Republican,22
,Calvin R Tucker,Denise Furey,Walt Vogler,Robin Gilchrist,22
Calvin R Tucker,0,2,1,2,22
Denise Furey,,0,1,2,22
Walt Vogler,,,0,1,22
Robin Gilchrist,,,,0,22
Total,2,2,1,2,22
,Member Of - Republican State Committee 2nd Congressional District,,,Senator In The General Assembly 4th District - Republican,23
,Calvin R Tucker,Denise Furey,Walt Vogler,Robin Gilchrist,23
Calvin R Tucker,0,1,1,1,23
Denise Furey,,0,1,1,23
Walt Vogler,,,0,1,23
Robin Gilchrist,,,,0,23
Total,1,1,1,1,23
,Senator In The General Assembly 4th District - Republican,Member Of - Republican State Committee 2nd Congressional District,,,25
,Robin Gilchrist,Walt Vogler,Calvin R Tucker,Denise Furey,25
Robin Gilchrist,0,1,0,0,25
Walt Vogler,,0,0,0,25
Calvin R Tucker,,,0,0,25
Denise Furey,,,,0,25
Total,1,1,0,0,25
,Member Of - Republican State Committee 2nd Congressional District,,,Senator In The General Assembly 4th District - Republican,27
,Calvin R Tucker,Denise Furey,Walt Vogler,Robin Gilchrist,27
Calvin R Tucker,0,1,1,1,27
Denise Furey,,0,1,1,27
Walt Vogler,,,0,1,27
Robin Gilchrist,,,,0,27
Total,1,1,1,1,27
