col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 173rd District - Democrat,,,All
,Mike Stack,Mark Smith,Brad Koplinski,Mark Critz,Brandon P Neuman,Mike Driscoll,Dennis Kilderry,Paul Definis,All
Mike Stack,183,0,0,0,0,"2,681",791,609,All
Mark Smith,,11,0,0,0,95,53,37,All
Brad Koplinski,,,22,0,0,67,42,19,All
Mark Critz,,,,7,0,32,36,22,All
Brandon P Neuman,,,,,22,24,22,13,All
Mike Driscoll,,,,,,215,0,0,All
Dennis Kilderry,,,,,,,121,0,All
Paul Definis,,,,,,,,67,All
Total,"4,264",196,150,97,81,"3,114","1,065",767,All
