col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,,,All
,Robert A Brady,Mike Driscoll,Paul Definis,Dennis Kilderry,All
Robert A Brady,52,"1,207",346,214,All
Mike Driscoll,,317,0,0,All
Paul Definis,,,126,0,All
Dennis Kilderry,,,,69,All
Total,"1,819","1,524",472,283,All
,Representative In The General Assembly 173rd District - Democrat,,,Representative In Congress 1st District - Democrat,1
,Mike Driscoll,Paul Definis,Dennis Kilderry,Robert A Brady,1
Mike Driscoll,29,0,0,94,1
Paul Definis,,12,0,14,1
Dennis Kilderry,,,6,11,1
Robert A Brady,,,,2,1
Total,123,26,17,121,1
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,,,2
,Robert A Brady,Mike Driscoll,Paul Definis,Dennis Kilderry,2
Robert A Brady,0,77,21,10,2
Mike Driscoll,,15,0,0,2
Paul Definis,,,9,0,2
Dennis Kilderry,,,,1,2
Total,108,92,30,11,2
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,,,3
,Robert A Brady,Mike Driscoll,Paul Definis,Dennis Kilderry,3
Robert A Brady,2,23,7,6,3
Mike Driscoll,,6,0,0,3
Paul Definis,,,4,0,3
Dennis Kilderry,,,,0,3
Total,38,29,11,6,3
,Representative In The General Assembly 173rd District - Democrat,,,Representative In Congress 1st District - Democrat,4
,Mike Driscoll,Paul Definis,Dennis Kilderry,Robert A Brady,4
Mike Driscoll,39,0,0,159,4
Paul Definis,,7,0,15,4
Dennis Kilderry,,,4,11,4
Robert A Brady,,,,8,4
Total,198,22,15,193,4
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,,,5
,Robert A Brady,Mike Driscoll,Paul Definis,Dennis Kilderry,5
Robert A Brady,0,16,8,6,5
Mike Driscoll,,2,0,0,5
Paul Definis,,,2,0,5
Dennis Kilderry,,,,0,5
Total,30,18,10,6,5
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,,,6
,Robert A Brady,Paul Definis,Mike Driscoll,Dennis Kilderry,6
Robert A Brady,0,10,8,2,6
Paul Definis,,3,0,0,6
Mike Driscoll,,,2,0,6
Dennis Kilderry,,,,0,6
Total,20,13,10,2,6
