col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,All
,Mike Stack,Mark Smith,Mark Critz,Brandon P Neuman,Brad Koplinski,W Curtis Thomas,Kenneth T Walker Jr,Emily Rodriguez,K Williams Medley,All
Mike Stack,183,0,0,0,0,"2,452",505,452,467,All
Mark Smith,,13,0,0,0,194,33,36,51,All
Mark Critz,,,17,0,0,145,28,36,44,All
Brandon P Neuman,,,,5,0,55,42,69,9,All
Brad Koplinski,,,,,15,50,36,48,9,All
W Curtis Thomas,,,,,,663,0,0,0,All
Kenneth T Walker Jr,,,,,,,207,0,0,All
Emily Rodriguez,,,,,,,,144,0,All
K Williams Medley,,,,,,,,,36,All
Total,"4,059",327,270,180,158,"3,559",851,785,616,All
