col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 197th District - Democrat,,,,Representative In Congress 1st District - Democrat,All
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Robert A Brady,All
Leslie Acosta,51,0,0,0,85,All
Ben Ramos,,20,0,0,37,All
Danilo R Burgos,,,12,0,5,All
Jose P Miranda,,,,4,3,All
Robert A Brady,,,,,1,All
Total,136,57,17,7,131,All
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 197th District - Democrat,,,,18
,Robert A Brady,Leslie Acosta,Ben Ramos,Jose P Miranda,Danilo R Burgos,18
Robert A Brady,0,47,19,2,0,18
Leslie Acosta,,10,0,0,0,18
Ben Ramos,,,4,0,0,18
Jose P Miranda,,,,3,0,18
Danilo R Burgos,,,,,1,18
Total,68,57,23,5,1,18
,Representative In The General Assembly 197th District - Democrat,,,,Representative In Congress 1st District - Democrat,19
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Robert A Brady,19
Leslie Acosta,25,0,0,0,18,19
Ben Ramos,,9,0,0,11,19
Danilo R Burgos,,,4,0,2,19
Jose P Miranda,,,,0,0,19
Robert A Brady,,,,,0,19
Total,43,20,6,0,31,19
,Representative In The General Assembly 197th District - Democrat,,,,Representative In Congress 1st District - Democrat,20
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Robert A Brady,20
Leslie Acosta,16,0,0,0,20,20
Ben Ramos,,7,0,0,7,20
Danilo R Burgos,,,7,0,3,20
Jose P Miranda,,,,1,1,20
Robert A Brady,,,,,1,20
Total,36,14,10,2,32,20
