col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,All
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Monica Maria Djerassi,Lisa Rhodes,Willie Jordan,All
Mike Stack,"4,259",0,0,0,0,"8,707","6,179","5,418","4,740","4,913","4,889",All
Mark Smith,,230,0,0,0,738,495,361,330,328,327,All
Brandon P Neuman,,,99,0,0,364,249,415,382,266,254,All
Mark Critz,,,,102,0,346,277,160,150,138,122,All
Brad Koplinski,,,,,104,176,186,252,236,171,146,All
Ken Washington,,,,,,393,"5,644","5,013","4,721","4,815","4,847",All
Jacque Whaumbush,,,,,,,120,"4,726","4,592","4,642","4,446",All
Kathryn S Huggins,,,,,,,,104,"4,849","5,055","4,721",All
Monica Maria Djerassi,,,,,,,,,63,"4,723","4,509",All
Lisa Rhodes,,,,,,,,,,38,"4,589",All
Willie Jordan,,,,,,,,,,,116,All
Total,"16,721","1,325",840,655,555,"10,930","7,694","6,885","6,031","6,008","5,992",All
