col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Senator In The General Assembly 4th District - Democrat,,,All
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Ron Couser,Bill Durham,Sherrie Cohen,Janet Thompson,M Karen Bojar,Leanna Washington,Art Haywood,Brian D Gralnick,All
Jalila D Parker,46,"2,114","2,008","1,757","1,643","1,267",892,634,"1,857","1,016",333,All
Cindy Bass,,41,"1,771","1,826","1,690","1,081",900,644,"1,582",950,218,All
Nedia S Ralston,,,10,"1,542","1,403",983,591,505,"1,375",688,221,All
Ron Couser,,,,5,"1,581",830,611,467,"1,229",628,135,All
Bill Durham,,,,,0,727,656,351,"1,145",611,132,All
Sherrie Cohen,,,,,,23,653,554,830,649,236,All
Janet Thompson,,,,,,,6,386,541,456,118,All
M Karen Bojar,,,,,,,,5,373,290,109,All
Leanna Washington,,,,,,,,,413,0,0,All
Art Haywood,,,,,,,,,,314,0,All
Brian D Gralnick,,,,,,,,,,,72,All
Total,"3,350","2,891","2,383","2,094","1,959","1,775","1,141",809,"2,895","1,816",545,All
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Senator In The General Assembly 4th District - Democrat,,,1
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Ron Couser,Sherrie Cohen,Bill Durham,Janet Thompson,M Karen Bojar,Leanna Washington,Art Haywood,Brian D Gralnick,1
Jalila D Parker,0,49,50,47,34,40,29,15,41,28,14,1
Cindy Bass,,1,44,48,26,40,27,18,34,24,8,1
Nedia S Ralston,,,0,38,26,31,18,13,29,22,11,1
Ron Couser,,,,0,23,41,21,13,26,19,8,1
Sherrie Cohen,,,,,1,19,13,15,19,24,6,1
Bill Durham,,,,,,0,23,10,21,17,8,1
Janet Thompson,,,,,,,0,9,9,15,8,1
M Karen Bojar,,,,,,,,1,8,11,1,1
Leanna Washington,,,,,,,,,19,0,0,1
Art Haywood,,,,,,,,,,13,0,1
Brian D Gralnick,,,,,,,,,,,2,1
Total,87,70,64,54,52,47,34,23,78,59,20,1
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Senator In The General Assembly 4th District - Democrat,,,2
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Ron Couser,Bill Durham,Sherrie Cohen,Janet Thompson,M Karen Bojar,Leanna Washington,Art Haywood,Brian D Gralnick,2
Jalila D Parker,2,100,89,81,76,53,43,27,92,46,15,2
Cindy Bass,,1,74,82,74,45,44,28,72,37,8,2
Nedia S Ralston,,,1,65,53,39,24,21,59,25,8,2
Ron Couser,,,,0,67,31,29,21,56,24,5,2
Bill Durham,,,,,0,25,32,15,50,26,4,2
Sherrie Cohen,,,,,,0,26,21,35,20,9,2
Janet Thompson,,,,,,,1,19,28,21,3,2
M Karen Bojar,,,,,,,,0,18,12,2,2
Leanna Washington,,,,,,,,,16,0,0,2
Art Haywood,,,,,,,,,,16,0,2
Brian D Gralnick,,,,,,,,,,,1,2
Total,161,123,98,90,83,65,53,32,124,73,21,2
,Senator In The General Assembly 4th District - Democrat,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,3
,Leanna Washington,Art Haywood,Brian D Gralnick,Jalila D Parker,Cindy Bass,Nedia S Ralston,Ron Couser,Sherrie Cohen,Bill Durham,Janet Thompson,M Karen Bojar,3
Leanna Washington,15,0,0,77,76,56,50,42,37,24,22,3
Art Haywood,,10,0,21,20,10,13,13,15,11,7,3
Brian D Gralnick,,,3,16,13,14,7,12,8,8,3,3
Jalila D Parker,,,,2,76,71,62,48,56,40,30,3
Cindy Bass,,,,,2,60,62,38,49,33,28,3
Nedia S Ralston,,,,,,0,46,40,37,25,24,3
Ron Couser,,,,,,,0,35,49,24,22,3
Sherrie Cohen,,,,,,,,3,26,22,23,3
Bill Durham,,,,,,,,,0,28,16,3
Janet Thompson,,,,,,,,,,2,16,3
M Karen Bojar,,,,,,,,,,,0,3
Total,125,45,29,121,114,84,74,72,62,46,34,3
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Senator In The General Assembly 4th District - Democrat,,,4
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,Leanna Washington,Art Haywood,Brian D Gralnick,4
Jalila D Parker,1,62,54,48,43,42,31,24,54,36,13,4
Cindy Bass,,1,43,35,47,41,28,20,42,30,9,4
Nedia S Ralston,,,0,28,33,31,16,14,33,27,6,4
Sherrie Cohen,,,,1,25,20,24,24,32,20,11,4
Ron Couser,,,,,0,34,16,16,28,20,3,4
Bill Durham,,,,,,0,20,12,23,17,6,4
Janet Thompson,,,,,,,0,14,22,9,6,4
M Karen Bojar,,,,,,,,0,12,11,3,4
Leanna Washington,,,,,,,,,15,0,0,4
Art Haywood,,,,,,,,,,12,0,4
Brian D Gralnick,,,,,,,,,,,2,4
Total,105,84,67,64,53,47,37,26,89,62,21,4
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Senator In The General Assembly 4th District - Democrat,,,5
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Bill Durham,Ron Couser,Sherrie Cohen,Janet Thompson,M Karen Bojar,Leanna Washington,Art Haywood,Brian D Gralnick,5
Jalila D Parker,5,62,59,50,45,45,37,23,66,36,6,5
Cindy Bass,,4,53,60,58,40,36,28,59,38,8,5
Nedia S Ralston,,,1,45,44,37,23,18,47,23,4,5
Bill Durham,,,,0,56,30,32,18,45,17,7,5
Ron Couser,,,,,0,27,24,21,42,21,4,5
Sherrie Cohen,,,,,,0,32,26,28,28,8,5
Janet Thompson,,,,,,,0,19,22,22,5,5
M Karen Bojar,,,,,,,,0,16,11,6,5
Leanna Washington,,,,,,,,,17,0,0,5
Art Haywood,,,,,,,,,,13,0,5
Brian D Gralnick,,,,,,,,,,,1,5
Total,115,113,77,71,70,66,50,35,110,79,14,5
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Senator In The General Assembly 4th District - Democrat,,,6
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Ron Couser,Bill Durham,Sherrie Cohen,Janet Thompson,M Karen Bojar,Leanna Washington,Art Haywood,Brian D Gralnick,6
