col_1,col_2,col_3,division
,Representative In The General Assembly 184th District - Democrat,Representative In Congress 2nd District - Democrat,All
,William F Keller,Chaka Fattah,All
William F Keller,10,59,All
Chaka Fattah,,6,All
Total,69,65,All
,Representative In The General Assembly 184th District - Democrat,Representative In Congress 2nd District - Democrat,14
,William F Keller,Chaka Fattah,14
William F Keller,5,27,14
Chaka Fattah,,3,14
Total,32,30,14
,Representative In The General Assembly 184th District - Democrat,Representative In Congress 2nd District - Democrat,20
,William F Keller,Chaka Fattah,20
William F Keller,5,32,20
Chaka Fattah,,3,20
Total,37,35,20
