col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 197th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Latrice Y Bryant,Barbara Carroll,Elaine Tomlin,Gwen Collins,David Rodriguez,Humberto Perez,Edward M Lloyd Jr,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Leslie Acosta,77,0,0,0,87,73,64,60,40,23,29,16,15,10,0,All
Ben Ramos,,34,0,0,23,18,15,12,22,20,9,10,8,6,0,All
Danilo R Burgos,,,13,0,4,4,4,3,6,3,1,1,3,0,0,All
Jose P Miranda,,,,5,3,1,2,3,3,2,2,3,1,0,0,All
Latrice Y Bryant,,,,,2,72,67,64,35,26,36,24,22,15,0,All
Barbara Carroll,,,,,,2,70,66,18,27,19,20,19,15,0,All
Elaine Tomlin,,,,,,,0,59,15,19,16,16,14,10,0,All
Gwen Collins,,,,,,,,0,20,23,22,22,19,13,0,All
David Rodriguez,,,,,,,,,1,27,30,20,18,11,0,All
Humberto Perez,,,,,,,,,,0,21,23,22,15,0,All
Edward M Lloyd Jr,,,,,,,,,,,0,20,18,12,0,All
Karen Voss,,,,,,,,,,,,0,21,13,0,All
Louis Agre,,,,,,,,,,,,,0,13,0,All
Ruth I Birchett,,,,,,,,,,,,,,0,0,All
Dawn Thomas,,,,,,,,,,,,,,,0,All
Total,205,83,29,13,119,98,85,79,72,48,42,30,27,16,0,All
,Representative In The General Assembly 197th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,15
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,Latrice Y Bryant,Barbara Carroll,David Rodriguez,Elaine Tomlin,Gwen Collins,Humberto Perez,Edward M Lloyd Jr,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,15
Leslie Acosta,26,0,0,0,13,12,6,6,7,4,3,2,2,1,0,15
Ben Ramos,,8,0,0,0,1,3,2,0,2,0,1,0,1,0,15
Danilo R Burgos,,,1,0,0,0,1,1,0,1,0,0,0,0,0,15
Jose P Miranda,,,,0,1,0,0,0,0,0,1,0,0,0,0,15
Latrice Y Bryant,,,,,0,6,5,5,6,3,4,2,2,1,0,15
Barbara Carroll,,,,,,0,2,6,6,3,2,2,2,2,0,15
David Rodriguez,,,,,,,0,2,2,4,3,2,2,1,0,15
Elaine Tomlin,,,,,,,,0,4,3,1,1,1,1,0,15
Gwen Collins,,,,,,,,,0,3,2,2,2,1,0,15
Humberto Perez,,,,,,,,,,0,2,2,2,2,0,15
Edward M Lloyd Jr,,,,,,,,,,,0,2,2,1,0,15
Karen Voss,,,,,,,,,,,,0,2,1,0,15
Louis Agre,,,,,,,,,,,,,0,1,0,15
Ruth I Birchett,,,,,,,,,,,,,,0,0,15
Dawn Thomas,,,,,,,,,,,,,,,0,15
Total,46,13,4,1,14,13,10,9,7,7,4,3,2,2,0,15
,Representative In The General Assembly 197th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,16
,Leslie Acosta,Ben Ramos,Danilo R Burgos,Jose P Miranda,David Rodriguez,Latrice Y Bryant,Barbara Carroll,Humberto Perez,Gwen Collins,Edward M Lloyd Jr,Elaine Tomlin,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,16
Leslie Acosta,6,0,0,0,6,8,5,4,4,4,3,3,2,2,0,16
Ben Ramos,,7,0,0,4,3,2,4,2,2,2,2,1,1,0,16
Danilo R Burgos,,,7,0,1,0,0,0,0,0,0,0,1,0,0,16
Jose P Miranda,,,,2,1,1,1,1,2,1,2,1,1,0,0,16
David Rodriguez,,,,,1,5,4,5,4,5,4,4,4,3,0,16
Latrice Y Bryant,,,,,,1,6,4,5,5,4,3,3,3,0,16
Barbara Carroll,,,,,,,1,4,6,3,4,3,3,3,0,16
Humberto Perez,,,,,,,,0,3,3,2,4,4,3,0,16
Gwen Collins,,,,,,,,,0,3,4,4,3,2,0,16
Edward M Lloyd Jr,,,,,,,,,,0,3,3,2,2,0,16
Elaine Tomlin,,,,,,,,,,,0,4,2,2,0,16
Karen Voss,,,,,,,,,,,,0,4,3,0,16
Louis Agre,,,,,,,,,,,,,0,3,0,16
Ruth I Birchett,,,,,,,,,,,,,,0,0,16
Dawn Thomas,,,,,,,,,,,,,,,0,16
