col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Mike Stack,Mark Smith,Brad Koplinski,Mark Critz,Brandon P Neuman,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Barbara A Deeley,Mary Ann Quartullo,Jacqulyne Scott,Larry King,All
Mike Stack,242,0,0,0,0,483,261,220,210,189,4,3,All
Mark Smith,,18,0,0,0,30,17,14,8,15,0,1,All
Brad Koplinski,,,22,0,0,13,10,12,10,12,0,0,All
Mark Critz,,,,5,0,24,21,5,7,9,2,1,All
Brandon P Neuman,,,,,3,10,7,9,9,4,0,0,All
Kathy Enggasser,,,,,,14,221,210,201,191,4,3,All
Louis Farinella,,,,,,,7,188,177,179,6,5,All
Patrick Parkinson,,,,,,,,4,192,181,5,5,All
Barbara A Deeley,,,,,,,,,0,185,5,5,All
Mary Ann Quartullo,,,,,,,,,,0,4,4,All
Jacqulyne Scott,,,,,,,,,,,0,2,All
Larry King,,,,,,,,,,,,0,All
Total,852,56,52,48,24,578,327,267,246,232,6,5,All
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,1
,Mike Stack,Brad Koplinski,Mark Critz,Mark Smith,Brandon P Neuman,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Barbara A Deeley,Mary Ann Quartullo,Jacqulyne Scott,Larry King,1
Mike Stack,18,0,0,0,0,22,11,8,8,6,0,0,1
Brad Koplinski,,0,0,0,0,0,1,1,1,2,0,0,1
Mark Critz,,,0,0,0,2,1,1,1,1,0,0,1
Mark Smith,,,,1,0,1,0,1,0,1,0,0,1
Brandon P Neuman,,,,,0,0,0,0,0,0,0,0,1
Kathy Enggasser,,,,,,0,9,9,8,8,0,0,1
Louis Farinella,,,,,,,0,8,8,8,0,0,1
Patrick Parkinson,,,,,,,,0,10,9,0,0,1
Barbara A Deeley,,,,,,,,,0,8,0,0,1
Mary Ann Quartullo,,,,,,,,,,0,0,0,1
Jacqulyne Scott,,,,,,,,,,,0,0,1
Larry King,,,,,,,,,,,,0,1
Total,44,2,2,2,0,25,13,11,10,10,0,0,1
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,2
,Mike Stack,Brad Koplinski,Mark Critz,Mark Smith,Brandon P Neuman,Kathy Enggasser,Patrick Parkinson,Barbara A Deeley,Louis Farinella,Mary Ann Quartullo,Jacqulyne Scott,Larry King,2
Mike Stack,13,0,0,0,0,18,9,9,9,7,0,0,2
Brad Koplinski,,1,0,0,0,0,2,1,0,0,0,0,2
Mark Critz,,,0,0,0,2,0,0,2,1,0,0,2
Mark Smith,,,,1,0,2,1,1,0,0,0,0,2
Brandon P Neuman,,,,,0,0,0,0,0,0,0,0,2
Kathy Enggasser,,,,,,0,8,7,8,7,0,0,2
Patrick Parkinson,,,,,,,0,8,8,5,0,0,2
Barbara A Deeley,,,,,,,,0,6,6,0,0,2
Louis Farinella,,,,,,,,,0,7,0,0,2
Mary Ann Quartullo,,,,,,,,,,0,0,0,2
Jacqulyne Scott,,,,,,,,,,,0,0,2
Larry King,,,,,,,,,,,,0,2
Total,34,4,4,3,0,22,12,11,11,8,0,0,2
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,3
,Mike Stack,Brad Koplinski,Mark Smith,Mark Critz,Brandon P Neuman,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Barbara A Deeley,Jacqulyne Scott,Larry King,3
Mike Stack,21,0,0,0,0,29,19,18,13,13,2,1,3
Brad Koplinski,,5,0,0,0,0,0,0,1,0,0,0,3
Mark Smith,,,3,0,0,2,1,2,1,1,0,0,3
Mark Critz,,,,1,0,1,0,0,0,0,0,0,3
Brandon P Neuman,,,,,0,1,1,1,1,1,0,0,3
Kathy Enggasser,,,,,,1,15,13,12,12,1,0,3
Louis Farinella,,,,,,,0,14,13,13,2,1,3
Patrick Parkinson,,,,,,,,0,14,13,2,1,3
Mary Ann Quartullo,,,,,,,,,0,14,2,1,3
Barbara A Deeley,,,,,,,,,,0,2,1,3
