col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 13th District - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,All
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Christine M Tartaglione,Danny Savage,Tomas Sanchez,All
Brendan F Boyle,68,0,0,0,371,351,68,All
Marjorie Margolies,,8,0,0,55,48,17,All
Val Arkoosh,,,6,0,27,23,24,All
Daylin Leach,,,,6,21,24,9,All
Christine M Tartaglione,,,,,13,0,0,All
Danny Savage,,,,,,25,0,All
Tomas Sanchez,,,,,,,5,All
Total,858,128,80,60,487,471,123,All
,Representative In Congress 13th District - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,1
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Christine M Tartaglione,Danny Savage,Tomas Sanchez,1
Brendan F Boyle,11,0,0,0,19,18,7,1
Marjorie Margolies,,2,0,0,6,3,2,1
Val Arkoosh,,,0,0,5,4,2,1
Daylin Leach,,,,0,3,2,0,1
Christine M Tartaglione,,,,,0,0,0,1
Danny Savage,,,,,,0,0,1
Tomas Sanchez,,,,,,,1,1
Total,55,13,11,5,33,27,12,1
,Representative In Congress 13th District - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,2
,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,Christine M Tartaglione,Danny Savage,Tomas Sanchez,2
Brendan F Boyle,7,0,0,0,35,28,6,2
Marjorie Margolies,,1,0,0,9,4,0,2
Daylin Leach,,,1,0,2,3,0,2
Val Arkoosh,,,,0,1,4,0,2
Christine M Tartaglione,,,,,1,0,0,2
Danny Savage,,,,,,0,0,2
Tomas Sanchez,,,,,,,0,2
Total,76,14,6,5,48,39,6,2
,Representative In Congress 13th District - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,3
,Brendan F Boyle,Daylin Leach,Marjorie Margolies,Val Arkoosh,Christine M Tartaglione,Danny Savage,Tomas Sanchez,3
Brendan F Boyle,2,0,0,0,25,19,5,3
Daylin Leach,,1,0,0,2,2,3,3
Marjorie Margolies,,,1,0,3,1,1,3
Val Arkoosh,,,,0,1,0,3,3
Christine M Tartaglione,,,,,1,0,0,3
Danny Savage,,,,,,0,0,3
Tomas Sanchez,,,,,,,0,3
Total,51,8,6,4,32,22,12,3
,Representative In Congress 13th District - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,4
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Christine M Tartaglione,Danny Savage,Tomas Sanchez,4
Brendan F Boyle,7,0,0,0,40,19,6,4
Marjorie Margolies,,0,0,0,3,2,4,4
Val Arkoosh,,,0,0,0,0,3,4
Daylin Leach,,,,1,0,0,1,4
Christine M Tartaglione,,,,,0,0,0,4
Danny Savage,,,,,,1,0,4
Tomas Sanchez,,,,,,,1,4
Total,72,9,3,2,43,22,15,4
,Representative In Congress 13th District - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,5
,Brendan F Boyle,Val Arkoosh,Marjorie Margolies,Daylin Leach,Christine M Tartaglione,Danny Savage,Tomas Sanchez,5
Brendan F Boyle,6,0,0,0,36,31,8,5
Val Arkoosh,,3,0,0,1,3,1,5
