col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 191st District - Democrat,Governor - Democrat,,,,All
,Ronald Granville Waters,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Ronald Granville Waters,14,143,84,35,13,All
Tom Wolf,,34,0,0,0,All
Allyson Y Schwartz,,,17,0,0,All
Robert M Mccord,,,,8,0,All
Katie Mcginty,,,,,1,All
Total,289,177,101,43,14,All
,Representative In The General Assembly 191st District - Democrat,Governor - Democrat,,,,1
,Ronald Granville Waters,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,1
Ronald Granville Waters,3,21,16,5,0,1
Allyson Y Schwartz,,2,0,0,0,1
Tom Wolf,,,1,0,0,1
Robert M Mccord,,,,1,0,1
Katie Mcginty,,,,,0,1
Total,45,23,17,6,0,1
,Representative In The General Assembly 191st District - Democrat,Governor - Democrat,,,,23
,Ronald Granville Waters,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,23
Ronald Granville Waters,0,35,23,15,4,23
Tom Wolf,,8,0,0,0,23
Allyson Y Schwartz,,,4,0,0,23
Robert M Mccord,,,,2,0,23
Katie Mcginty,,,,,0,23
Total,77,43,27,17,4,23
,Representative In The General Assembly 191st District - Democrat,Governor - Democrat,,,,25
,Ronald Granville Waters,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,25
Ronald Granville Waters,9,49,25,10,4,25
Tom Wolf,,14,0,0,0,25
Allyson Y Schwartz,,,5,0,0,25
Robert M Mccord,,,,1,0,25
Katie Mcginty,,,,,1,25
Total,97,63,30,11,5,25
,Representative In The General Assembly 191st District - Democrat,Governor - Democrat,,,,27
,Ronald Granville Waters,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,27
Ronald Granville Waters,2,43,15,5,5,27
Tom Wolf,,11,0,0,0,27
Allyson Y Schwartz,,,6,0,0,27
Robert M Mccord,,,,4,0,27
Katie Mcginty,,,,,0,27
Total,70,54,21,9,5,27
