col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Senator In The General Assembly 2nd District - Democrat,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Christine M Tartaglione,Danny Savage,Tomas Sanchez,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,All
Christine M Tartaglione,"3,852",0,0,"3,124","3,061","2,409","1,955",All
Danny Savage,,"1,818",0,"2,001","2,044","1,320","1,192",All
Tomas Sanchez,,,"1,337","1,332","1,293","1,014",752,All
James Harrity,,,,86,"3,258","2,832","2,766",All
Marnie Aument Loughrey,,,,,84,"2,995","2,686",All
Donna J Derose,,,,,,63,"2,699",All
Frank T Brzozowski,,,,,,,66,All
Total,"9,653","5,495","3,798","6,586","6,532","4,853","4,006",All
