col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 188th District - Democrat,,Member Of - Democratic State Committee 8th Senatorial District,,,,,All
,James R Roebuck,Algernong Allen,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,All
James R Roebuck,"1,397",0,"1,655","1,404","1,232","1,247","1,064",All
Algernong Allen,,439,832,767,570,507,437,All
Alishea Jackson,,,12,"1,614","1,566","1,423","1,366",All
Rasheen Crews,,,,8,"1,549","1,373","1,333",All
Kevin C Hannah,,,,,4,"1,353","1,329",All
Vernon D Brown,,,,,,21,"1,347",All
James Tyson,,,,,,,10,All
Total,"3,746","1,663","2,518","2,200","1,823","1,793","1,528",All
