col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Governor - Democrat,,,,All
,Latrice Y Bryant,Gwen Collins,Barbara Carroll,Elaine Tomlin,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Latrice Y Bryant,5,900,839,791,705,691,608,547,480,453,9,709,557,208,30,All
Gwen Collins,,2,864,823,613,614,652,570,500,477,4,438,531,145,33,All
Barbara Carroll,,,0,803,587,566,593,529,469,467,3,383,499,126,27,All
Elaine Tomlin,,,,0,557,551,575,511,443,453,7,374,473,126,34,All
David Rodriguez,,,,,3,667,575,571,479,433,9,471,318,149,24,All
Edward M Lloyd Jr,,,,,,3,564,523,469,419,9,429,295,133,20,All
Karen Voss,,,,,,,1,540,493,459,4,333,319,93,30,All
Humberto Perez,,,,,,,,0,466,379,5,295,301,87,32,All
Louis Agre,,,,,,,,,1,329,6,265,237,80,24,All
Ruth I Birchett,,,,,,,,,,0,1,241,233,70,21,All
Dawn Thomas,,,,,,,,,,,0,13,1,4,0,All
Tom Wolf,,,,,,,,,,,,378,0,0,0,All
Allyson Y Schwartz,,,,,,,,,,,,,235,0,0,All
Robert M Mccord,,,,,,,,,,,,,,118,0,All
Katie Mcginty,,,,,,,,,,,,,,,25,All
Total,"1,522","1,162","1,045","1,019",969,885,778,717,610,567,18,"1,390","1,077",439,95,All
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Governor - Democrat,,,,1
,Latrice Y Bryant,Edward M Lloyd Jr,David Rodriguez,Gwen Collins,Barbara Carroll,Elaine Tomlin,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Latrice Y Bryant,0,19,18,20,21,20,17,15,13,6,0,18,9,8,1,1
Edward M Lloyd Jr,,0,18,18,18,17,17,14,13,5,0,13,7,6,1,1
David Rodriguez,,,0,18,16,16,16,14,14,6,0,12,7,6,0,1
Gwen Collins,,,,0,21,19,17,15,15,6,0,10,9,6,0,1
Barbara Carroll,,,,,0,20,15,14,13,6,0,8,9,6,1,1
Elaine Tomlin,,,,,,0,16,14,13,6,0,9,9,5,0,1
Karen Voss,,,,,,,0,14,14,5,0,11,6,3,2,1
Humberto Perez,,,,,,,,0,13,4,0,8,7,3,0,1
Louis Agre,,,,,,,,,0,4,0,8,5,2,0,1
Ruth I Birchett,,,,,,,,,,0,0,2,2,2,0,1
Dawn Thomas,,,,,,,,,,,0,0,0,0,0,1
Tom Wolf,,,,,,,,,,,,5,0,0,0,1
Allyson Y Schwartz,,,,,,,,,,,,,10,0,0,1
Robert M Mccord,,,,,,,,,,,,,,2,0,1
Katie Mcginty,,,,,,,,,,,,,,,1,1
Total,36,27,25,25,24,23,22,18,15,6,0,33,26,14,3,1
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Governor - Democrat,,,,2
,Latrice Y Bryant,David Rodriguez,Elaine Tomlin,Gwen Collins,Barbara Carroll,Edward M Lloyd Jr,Louis Agre,Humberto Perez,Karen Voss,Ruth I Birchett,Dawn Thomas,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Latrice Y Bryant,0,24,31,34,34,23,17,16,19,19,0,20,23,10,0,2
David Rodriguez,,0,18,19,18,22,17,17,17,17,0,19,14,6,0,2
Elaine Tomlin,,,0,30,31,19,15,16,18,18,0,12,23,4,0,2
Gwen Collins,,,,0,29,20,18,19,21,19,0,13,21,3,0,2
Barbara Carroll,,,,,0,18,16,15,16,17,0,13,19,5,0,2
Edward M Lloyd Jr,,,,,,0,16,16,16,16,0,18,12,4,0,2
Louis Agre,,,,,,,0,15,16,14,0,10,13,0,0,2
Humberto Perez,,,,,,,,0,15,13,0,9,12,1,0,2
Karen Voss,,,,,,,,,0,16,0,10,11,1,0,2
Ruth I Birchett,,,,,,,,,,0,0,8,11,1,0,2
Dawn Thomas,,,,,,,,,,,0,0,0,0,0,2
Tom Wolf,,,,,,,,,,,,10,0,0,0,2
Allyson Y Schwartz,,,,,,,,,,,,,11,0,0,2
Robert M Mccord,,,,,,,,,,,,,,7,0,2
Katie Mcginty,,,,,,,,,,,,,,,0,2
Total,54,39,39,38,37,34,23,22,22,20,0,48,46,21,0,2
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Governor - Democrat,,,,3
,Latrice Y Bryant,Gwen Collins,Elaine Tomlin,Barbara Carroll,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Latrice Y Bryant,0,25,23,27,23,22,21,18,19,16,0,19,18,12,1,3
Gwen Collins,,0,24,28,20,18,22,21,19,18,0,10,16,7,1,3
Elaine Tomlin,,,0,27,19,17,19,20,19,16,0,13,15,5,1,3
Barbara Carroll,,,,0,22,20,22,23,21,17,0,10,16,6,0,3
David Rodriguez,,,,,1,23,22,23,21,18,0,13,10,9,0,3
Edward M Lloyd Jr,,,,,,0,19,19,20,16,0,10,9,7,0,3
Karen Voss,,,,,,,0,22,21,19,0,10,11,6,0,3
Humberto Perez,,,,,,,,0,22,18,0,11,10,5,0,3
Louis Agre,,,,,,,,,0,17,0,8,9,5,0,3
Ruth I Birchett,,,,,,,,,,0,0,8,7,6,1,3
Dawn Thomas,,,,,,,,,,,0,0,0,0,0,3
Tom Wolf,,,,,,,,,,,,5,0,0,0,3
Allyson Y Schwartz,,,,,,,,,,,,,9,0,0,3
Robert M Mccord,,,,,,,,,,,,,,0,0,3
Katie Mcginty,,,,,,,,,,,,,,,1,3
Total,54,38,37,35,35,28,28,27,24,23,0,38,34,18,5,3
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Governor - Democrat,,,,4
,Latrice Y Bryant,David Rodriguez,Gwen Collins,Barbara Carroll,Edward M Lloyd Jr,Humberto Perez,Elaine Tomlin,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Latrice Y Bryant,0,22,17,18,19,15,16,14,12,9,0,22,13,6,2,4
David Rodriguez,,0,16,17,21,19,14,15,16,10,0,17,10,6,2,4
Gwen Collins,,,0,19,13,17,18,15,14,10,0,9,11,5,2,4
Barbara Carroll,,,,0,14,18,19,16,16,12,0,9,9,4,2,4
Edward M Lloyd Jr,,,,,0,13,12,13,12,9,0,11,9,4,0,4
Humberto Perez,,,,,,0,16,16,18,11,0,10,7,5,2,4
Elaine Tomlin,,,,,,,0,14,14,12,0,10,7,3,2,4
Karen Voss,,,,,,,,0,15,11,0,5,8,3,3,4
Louis Agre,,,,,,,,,0,9,0,8,7,2,2,4
Ruth I Birchett,,,,,,,,,,0,0,6,5,2,2,4
Dawn Thomas,,,,,,,,,,,0,0,0,0,0,4
Tom Wolf,,,,,,,,,,,,6,0,0,0,4
Allyson Y Schwartz,,,,,,,,,,,,,5,0,0,4
Robert M Mccord,,,,,,,,,,,,,,5,0,4
Katie Mcginty,,,,,,,,,,,,,,,4,4
Total,43,35,27,24,24,24,22,19,19,15,0,38,28,13,8,4
,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,Governor - Democrat,,,,5
